leksem	vrsta.riječi	broj.slova	frek	k.N	k.M	k.C	k.STD	k.MIN	k.MAX	č.N	č.M	č.C	č.STD	č.MIN	č.MAX	p.N	p.M	p.C	p.STD	p.MIN	p.MAX	d.N	d.M	d.C	d.STD	d.MIN	d.MAX
sprint	Nc	6	4819	31	3.54838709677	4.0	1.4332167672	0	5	31	2.1935483871	2.0	1.1193130047	0	4	30	4.43333333333	5.0	0.882546819658	1	5	30	8.5	8.0	2.52652594155	3	16
srdela	Nc	6	5096	31	4.61290322581	5.0	0.748220226112	3	5	31	2.48387096774	2.0	1.21472066992	1	5	30	4.86666666667	5.0	0.426874949162	3	5	30	6.23333333333	6.0	2.0925794821	2	12
ustrajan	Ag	8	5241	31	2.41935483871	2.0	1.07085114017	1	5	31	2.70967741935	3.0	1.32454613985	0	5	30	2.83333333333	3.0	1.15710366385	1	5	30	9.76666666667	10.0	2.80099188781	4	15
kontrakcija	Nc	11	4315	31	2.67741935484	2.0	1.46765331175	0	5	31	2.12903225806	2.0	1.03929056088	1	4	30	3.43333333333	3.5	1.22972444971	1	5	30	12.5	13.0	2.43241991989	4	17
moći	Vm	4	5663487	31	2.41935483871	2.0	1.23847444003	1	5	31	4.22580645161	4.0	0.940476112072	1	5	30	2.63333333333	3.0	1.13968806649	1	5	30	5.73333333333	5.0	2.56818137123	2	14
trpjeti	Vm	7	36736	31	2.54838709677	2.0	1.15949682294	0	5	31	3.51612903226	4.0	1.13225346934	0	5	30	3.33333333333	3.0	1.16428327977	1	5	30	6.93333333333	7.0	2.06451500896	3	10
sirot	Ag	5	4762	31	2.58064516129	2.0	0.907822405127	1	4	31	2.51612903226	3.0	1.13225346934	1	5	30	3.4	3.0	1.01980390272	1	5	30	7.53333333333	7.0	2.31996168551	4	12
pastor	Nc	6	4539	31	3.64516129032	4.0	1.51441220572	1	5	31	1.83870967742	2.0	1.10997745381	0	5	30	4.26666666667	4.0	0.727247474309	3	5	30	10.5666666667	10.0	2.94033255867	6	18
spustiti	Vm	8	53746	31	3.54838709677	4.0	1.15949682294	1	5	31	3.77419354839	4.0	1.2104298735	0	5	30	4.26666666667	4.0	0.813770374382	2	5	30	5.5	5.0	1.96214168703	3	10
protein	Nc	7	26393	31	3.83870967742	4.0	1.32218719561	1	5	31	2.58064516129	2.0	1.07085114017	1	4	30	3.86666666667	4.0	1.30979218029	1	5	30	12.4	12.0	1.6451950239	10	16
odlučan	Ag	7	21162	31	2.74193548387	2.0	1.07666575924	1	5	31	3.35483870968	3.0	1.28385475756	0	5	30	3.16666666667	3.0	1.00277393043	1	5	30	8.6	9.0	2.45764114549	3	13
ranjiv	Ag	6	7793	31	2.87096774194	2.0	1.28870866809	1	5	31	2.93548387097	3.0	1.24266840544	0	5	30	3.13333333333	3.0	1.08730042869	1	5	30	8.2	8.0	2.2861904266	3	13
nepravedan	Ag	10	9935	31	2.51612903226	2.0	1.3409425607	1	5	31	3.8064516129	4.0	0.858331270687	2	5	30	2.93333333333	3.0	1.23648246607	1	5	30	7.13333333333	7.0	2.2764494772	3	12
dokumentarac	Nc	12	22431	31	3.96774193548	5.0	1.33159789939	1	5	31	3.22580645161	3.0	0.974172185196	1	5	30	4.43333333333	5.0	0.803464719546	2	5	30	7.6	7.5	1.94250697124	5	12
oblikovanje	Nc	11	23992	31	3.06451612903	3.0	1.21643275064	1	5	31	2.96774193548	3.0	0.999479573215	0	5	30	3.16666666667	3.0	1.21335164821	1	5	30	8.13333333333	8.0	2.57854394744	3	15
pustolovan	Ag	10	3065	31	2.74193548387	3.0	1.1630810566	1	5	31	2.96774193548	3.0	0.96666606863	1	5	30	3.3	3.0	1.00498756211	1	5	30	8.3	8.0	2.55799400573	3	13
podmukao	Ag	8	3641	31	2.64516129032	2.0	1.20612381263	1	5	31	2.58064516129	2.0	1.07085114017	1	5	30	3.1	3.0	1.07548438699	1	5	30	8.9	8.0	2.46779253585	4	15
suvenir	Nc	7	16057	31	4.29032258065	5.0	0.956928837045	2	5	31	2.83870967742	3.0	1.27245696279	0	5	30	4.6	5.0	0.711805216802	2	5	30	6.63333333333	6.0	2.15225979431	3	12
šljiva	Nc	6	8358	31	4.70967741935	5.0	0.578850272417	3	5	31	3.03225806452	3.0	1.1211707869	1	5	30	4.96666666667	5.0	0.179505493571	4	5	30	4.93333333333	5.0	2.11239726903	2	13
svadba	Nc	6	13087	31	4.16129032258	4.0	1.1386685545	0	5	31	2.90322580645	3.0	0.817345771569	1	5	30	4.76666666667	5.0	0.558768487141	3	5	30	5.96666666667	6.0	2.05723654989	2	10
uravnotežen	Ag	11	6508	31	2.64516129032	3.0	1.03326563729	1	5	31	3.03225806452	3.0	0.897446951177	2	5	30	2.83333333333	3.0	1.06718737291	1	5	30	9.56666666667	10.0	2.33357141642	5	15
iskren	Ag	6	56027	31	2.58064516129	2.0	1.31429347016	1	5	31	3.83870967742	4.0	0.953660999942	1	5	30	3.0	3.0	1.23827837473	1	5	30	6.26666666667	6.0	1.93103311439	3	12
namještanje	Nc	11	8513	31	3.0	3.0	1.10716143882	1	5	31	3.29032258065	3.0	1.02212771082	0	5	30	3.16666666667	3.0	1.00277393043	1	5	30	8.16666666667	8.0	2.47767812455	4	13
običan	Ag	6	145957	31	2.38709677419	2.0	1.26178111068	1	5	31	4.06451612903	4.0	1.04528075781	2	5	30	2.86666666667	2.5	1.38403596614	1	5	30	6.46666666667	6.0	2.31996168551	3	12
okoristiti	Vm	10	3407	31	2.25806451613	2.0	1.21728788801	1	5	31	2.29032258065	2.0	1.02212771082	1	4	30	2.33333333333	2.0	1.192569588	1	5	30	10.6	10.0	2.15406592285	6	15
romantičan	Ag	10	26132	31	2.8064516129	3.0	1.37768751639	1	5	31	3.38709677419	4.0	1.28709273182	0	5	30	3.53333333333	3.0	0.991071249821	1	5	30	8.9	8.5	2.41315837303	4	15
razmak	Nc	6	23350	31	3.12903225806	3.0	1.00777415173	1	5	31	3.29032258065	3.0	1.1965959349	1	5	30	4.13333333333	4.0	0.921351664072	2	5	30	6.5	7.0	1.99582898399	3	11
ponosan	Ag	7	53771	31	2.90322580645	3.0	1.35253259956	1	5	31	3.67741935484	4.0	0.818617905835	2	5	30	3.4	3.0	1.08320512062	1	5	30	7.2	7.0	1.93907194297	4	13
zub	Nc	3	78821	31	4.45161290323	5.0	1.10245209617	0	5	31	3.8064516129	4.0	1.02922942797	2	5	30	4.96666666667	5.0	0.179505493571	4	5	30	4.16666666667	4.0	2.26691175146	2	14
popunjavanje	Nc	12	5204	31	3.29032258065	4.0	1.46339306093	0	5	31	3.48387096774	3.0	0.945992148298	1	5	30	4.1	4.0	1.04403065089	1	5	30	6.53333333333	7.0	1.83908189655	2	13
računati	Vm	8	80524	31	3.35483870968	3.0	1.17907528274	1	5	31	3.58064516129	4.0	1.33861251105	0	5	30	4.23333333333	4.0	0.843932593411	2	5	30	6.26666666667	6.0	1.78761169037	4	13
usrećiti	Vm	8	5453	31	2.67741935484	3.0	1.22835050095	1	5	31	3.58064516129	4.0	1.21214801471	0	5	30	3.6	4.0	1.25432584815	1	5	30	6.56666666667	5.5	3.49936502177	2	17
vol	Nc	3	5788	31	4.41935483871	5.0	0.942686399755	2	5	31	2.03225806452	2.0	0.999479573215	1	4	30	4.76666666667	5.0	0.615539510421	2	5	30	6.3	6.0	1.93476958146	2	11
umiješati	Vm	9	10721	31	3.51612903226	3.0	1.07376238562	1	5	31	3.1935483871	3.0	1.02922942797	1	5	30	3.7	4.0	1.00498756211	1	5	30	6.93333333333	7.0	2.0965580258	3	12
grozd	Nc	5	3678	31	4.58064516129	5.0	0.752380889657	2	5	31	2.87096774194	3.0	1.21128924874	1	5	30	4.93333333333	5.0	0.359010987142	3	5	30	6.06666666667	6.0	2.23507394857	2	13
štitnjača	Nc	9	9772	31	4.16129032258	5.0	1.27245696279	0	5	31	2.70967741935	3.0	1.24934946652	0	5	30	4.0	4.0	1.0	1	5	30	11.7666666667	12.0	2.51241362483	6	17
zakon	Nc	5	561213	31	3.12903225806	3.0	1.40831483567	1	5	31	3.67741935484	4.0	0.996351303966	1	5	30	3.16666666667	3.5	1.31866936299	1	5	30	8.43333333333	8.0	2.9289740335	3	16
dubinski	Ag	8	8339	31	2.87096774194	3.0	0.975239771473	1	5	31	2.48387096774	2.0	1.0118959446	0	5	30	3.2	3.0	1.07703296143	1	5	30	9.26666666667	9.0	2.54209012866	5	14
krvariti	Vm	8	6217	31	4.38709677419	5.0	0.939369017972	1	5	31	3.16129032258	3.0	1.01906896767	1	5	30	4.9	5.0	0.3	4	5	30	5.8	5.0	2.25684145064	3	11
netrpeljivost	Nc	13	6354	32	2.25	2.0	1.19895788083	0	5	32	2.34375	2.5	0.955555303214	1	4	30	2.36666666667	2.0	1.13968806649	1	4	30	11.9	12.0	2.4269322199	7	17
dočekati	Vm	8	82239	32	3.53125	3.0	1.27437178151	1	5	32	4.1875	4.5	0.982264602844	1	5	30	3.3	3.0	1.15902257671	1	5	30	6.46666666667	6.5	2.31996168551	2	10
kalkulator	Nc	10	4060	32	4.5625	5.0	0.863767185068	2	5	32	3.625	3.5	1.08253175473	1	5	30	4.76666666667	5.0	0.715697018453	2	5	30	6.83333333333	7.0	2.22236110677	2	10
potpomagati	Vm	11	3701	32	3.25	3.0	1.17260393996	1	5	32	3.03125	3.0	1.04535804273	1	5	30	2.66666666667	3.0	1.07496769977	1	5	30	9.96666666667	10.0	3.40081689533	4	16
obitelj	Nc	7	443020	32	3.71875	4.5	1.48396375882	1	5	32	4.40625	5.0	0.896499267986	2	5	30	4.73333333333	5.0	0.62893207547	2	5	30	3.96666666667	3.5	2.00803939758	2	10
obmana	Nc	6	6285	32	2.4375	2.0	1.34483967446	1	5	32	2.5625	2.5	1.1709371247	1	5	30	2.7	3.0	1.26885775404	1	5	30	11.2	11.0	2.54820198048	5	17
znanje	Nc	6	249406	32	2.59375	2.0	1.59803345944	1	5	32	4.3125	5.0	0.982264602844	1	5	30	3.06666666667	3.0	1.41264134003	1	5	30	6.86666666667	7.0	2.41844761963	3	13
ispucati	Vm	8	5351	32	3.5625	3.5	1.22314911192	1	5	32	3.34375	3.5	1.01886502418	1	5	30	3.76666666667	4.0	1.33374993492	1	5	30	6.6	7.0	2.66583320308	2	13
iznjedriti	Vm	10	6543	32	2.84375	2.5	1.39439446983	1	5	32	2.34375	2.0	1.265142655	1	5	30	2.3	2.5	0.936304793679	1	4	30	11.1333333333	12.0	3.85342560443	0	17
oponašati	Vm	9	5566	32	3.625	4.0	1.2183492931	1	5	32	3.59375	3.5	1.22115148016	1	5	30	3.93333333333	4.0	1.15277443105	1	5	30	5.9	6.0	2.82075639974	2	13
platiti	Vm	7	185393	32	4.125	5.0	1.11102430216	1	5	32	4.46875	5.0	0.828567098973	2	5	30	4.43333333333	5.0	0.715697018453	3	5	30	5.6	5.0	2.16948534604	2	11
uspostava	Nc	9	26255	32	2.90625	3.0	1.28353454862	1	5	32	2.8125	3.0	1.18420595759	1	5	30	2.73333333333	3.0	0.99777530314	1	5	30	9.03333333333	10.0	2.77468716955	3	15
lijevi	Ag	6	91470	32	3.75	4.0	1.39194109071	1	5	32	4.3125	5.0	0.881670998729	2	5	30	4.3	5.0	1.00498756211	2	5	30	4.5	4.0	2.14087209644	2	10
gliser	Nc	6	5614	32	4.28125	5.0	1.25584570609	1	5	32	2.78125	2.5	0.991664478289	1	5	30	4.7	5.0	0.82259751195	1	5	30	5.56666666667	5.0	2.26102238428	2	11
odgojiti	Vm	8	8552	32	3.0625	3.0	1.34483967446	1	5	32	3.71875	4.0	1.00729759133	1	5	30	3.3	3.0	1.15902257671	1	5	30	6.36666666667	6.0	2.10528435662	2	10
jastuk	Nc	6	18971	32	4.4375	5.0	1.11628569372	1	5	32	4.5625	5.0	0.826797284708	2	5	30	4.83333333333	5.0	0.582141639886	2	5	30	4.06666666667	4.0	1.86070476493	2	8
pretrpjeti	Vm	10	14362	32	2.96875	3.0	1.4248766394	1	5	32	3.65625	4.0	0.955555303214	1	5	30	3.06666666667	3.0	1.18133634311	1	5	30	7.66666666667	8.0	2.6624967397	2	15
duljiti	Vm	7	6714	32	2.90625	3.0	1.37748355253	1	5	32	3.21875	3.0	1.08208060582	1	5	30	2.9	3.0	1.10604400154	1	5	30	8.16666666667	8.0	2.46418794377	3	13
poduzetnički	Ag	12	20644	32	3.03125	3.0	1.28657430314	0	5	32	3.0625	3.0	1.19732775379	1	5	30	2.73333333333	3.0	0.963788819653	1	5	30	11.3666666667	11.0	2.65183374709	4	15
sramežljiv	Ag	10	4385	32	2.9375	3.0	1.39053721633	1	5	32	3.6875	4.0	1.26089006261	0	5	30	3.5	4.0	1.3354150416	1	5	30	5.93333333333	5.0	2.23507394857	3	12
prskati	Vm	7	3261	32	3.71875	4.0	1.28048757803	0	5	32	3.15625	3.0	1.14862349684	1	5	30	4.1	4.0	1.04403065089	1	5	30	5.43333333333	5.0	2.23134239616	2	10
mirovanje	Nc	9	9949	32	3.625	4.0	1.11102430216	1	5	32	3.65625	3.5	1.16214712386	1	5	30	3.76666666667	4.0	1.256538455	2	5	30	6.2	5.5	2.32952069462	3	11
ponuditelj	Nc	10	6050	32	3.09375	3.0	1.18214251996	1	5	32	2.28125	2.0	1.09642529955	1	5	30	2.7	3.0	1.15902257671	1	5	30	10.5666666667	10.0	2.85987567717	3	16
dlakav	Ag	6	4380	32	4.40625	5.0	0.963696496569	1	5	32	3.6875	4.0	1.10219950553	1	5	30	4.76666666667	5.0	0.760847480701	1	5	30	5.06666666667	5.0	2.27937613297	2	11
pčelarski	Ag	9	4679	32	3.8125	4.0	1.1301963325	2	5	32	2.53125	2.5	1.27437178151	1	5	30	3.83333333333	4.0	0.96896279025	1	5	30	6.66666666667	6.0	2.18072363117	3	11
olakšati	Vm	8	33935	32	3.125	3.0	1.36358901433	1	5	32	3.75	4.0	1.32287565553	0	5	30	2.66666666667	2.5	1.07496769977	1	5	30	7.06666666667	7.0	2.18987569409	3	11
skupni	Ag	6	8645	32	3.28125	3.0	1.35172054712	0	5	32	3.125	3.0	1.26861144564	1	5	30	3.2	3.0	1.24899959968	1	5	30	7.86666666667	8.5	2.41844761963	3	12
fluid	Nc	5	3583	32	3.4375	3.5	1.36787928926	1	5	32	2.15625	2.0	1.30166659998	0	5	30	3.6	4.0	1.49666295471	0	5	30	12.3333333333	12.0	2.48103920879	7	19
aktivacija	Nc	10	6026	32	3.4375	3.5	1.29753371825	1	5	32	2.875	3.0	1.2183492931	1	5	30	3.2	3.0	1.30128141973	1	5	30	9.96666666667	9.5	3.00536557214	3	16
izgovoriti	Vm	10	15725	32	3.96875	4.5	1.33426887751	0	5	32	4.09375	4.5	1.04161458203	2	5	30	3.76666666667	4.0	1.20231258646	1	5	30	5.2	5.0	1.97315314493	2	10
mlađahan	Ag	8	3659	32	3.0	3.0	1.19895788083	0	5	32	2.9375	3.0	1.27322179922	1	5	30	3.83333333333	4.0	1.18556128292	1	5	30	7.93333333333	7.0	2.69485105752	3	14
počinjati	Vm	9	174425	32	3.15625	3.0	1.22753245884	1	5	32	4.0625	4.0	1.05881714663	1	5	30	3.53333333333	4.0	1.14697670227	1	5	30	5.4	5.0	2.27449628123	2	13
ljubičast	Ag	9	11612	32	4.0625	5.0	1.27322179922	1	5	32	3.75	4.0	1.06066017178	1	5	30	4.8	5.0	0.653197264742	2	5	30	4.43333333333	4.0	2.07658908362	2	10
rutinski	Ag	8	7509	32	3.40625	3.0	1.34302305918	1	5	32	3.21875	3.0	1.08208060582	1	5	30	3.16666666667	3.0	1.06718737291	1	5	30	9.86666666667	10.0	2.29104537033	5	15
okov	Nc	4	6722	32	3.75	4.0	1.22474487139	2	5	32	2.15625	2.0	1.20180528269	1	5	30	4.23333333333	5.0	1.35851225815	0	5	30	9.2	8.0	2.56124969497	5	15
biciklijada	Nc	11	4160	32	4.28125	5.0	1.20505121779	1	5	32	2.40625	2.0	1.11409646687	0	5	30	4.4	5.0	0.8	2	5	30	8.96666666667	8.5	2.90382888997	4	15
usporediv	Ag	9	5813	32	3.25	3.0	1.34629120178	1	5	32	3.40625	3.0	1.2956507776	1	5	30	3.03333333333	3.0	1.47158267031	1	5	30	8.5	8.5	2.80178514522	2	13
formirati	Vm	9	31051	32	3.28125	3.0	1.28048757803	1	5	32	3.1875	3.0	1.01357967126	1	5	30	3.1	3.0	1.39880901722	0	5	30	9.83333333333	10.0	3.11001964981	2	15
zazirati	Vm	8	3198	32	2.25	2.0	1.0	1	5	32	1.90625	1.0	1.2338804389	1	5	30	2.36666666667	2.0	1.1685698762	1	5	30	11.8	11.5	2.62551582234	7	18
nagnati	Vm	7	4390	32	2.375	2.0	1.11102430216	1	5	32	1.96875	1.5	1.10352772394	1	4	30	2.5	2.0	1.25830573921	1	5	30	10.8666666667	11.5	2.8134597128	2	15
zvučan	Ag	6	28327	32	3.4375	4.0	1.19732775379	1	5	32	3.09375	3.0	1.15540509671	0	5	30	3.76666666667	4.0	1.05461946797	2	5	30	7.7	8.0	2.6602004937	2	14
bistar	Ag	6	10131	32	3.21875	3.0	1.21794845437	1	5	32	3.40625	3.0	1.14180161915	0	5	30	3.96666666667	4.0	1.25122162527	1	5	30	6.56666666667	7.0	2.07658908362	3	12
obala	Nc	5	107402	32	4.21875	5.0	1.31658590206	1	5	32	3.59375	4.0	0.99559577013	1	5	30	4.76666666667	5.0	0.760847480701	2	5	30	5.2	5.0	1.95618676682	2	10
jarak	Nc	5	4157	32	4.1875	5.0	1.23585749583	1	5	32	2.875	3.0	1.08253175473	1	5	30	4.36666666667	5.0	1.07960898271	1	5	30	7.13333333333	7.5	2.69237606751	2	12
radarski	Ag	8	3184	32	2.9375	3.0	1.14393782611	1	5	32	2.09375	2.0	1.07119603131	1	5	30	3.16666666667	3.0	0.96896279025	1	5	30	10.1	11.0	2.65015722804	4	15
satnica	Nc	7	7147	32	3.90625	4.0	1.18214251996	1	5	32	3.40625	3.0	0.99559577013	2	5	30	3.2	3.0	1.13724814062	1	5	30	10.7666666667	10.0	2.30482585508	7	15
kvantiteta	Nc	10	3312	32	3.125	3.0	1.24373429638	1	5	32	2.90625	3.0	1.07119603131	1	5	30	2.93333333333	3.0	1.26315302143	1	5	30	11.0666666667	12.0	2.29395340454	5	14
korektor	Nc	8	3314	32	4.53125	5.0	0.999511599482	2	5	32	3.59375	4.0	1.11409646687	1	5	30	4.8	5.0	0.653197264742	2	5	30	8.1	7.5	2.11896201004	5	13
fizički	Ag	7	110033	32	3.375	3.0	1.2183492931	1	5	32	3.46875	3.0	1.24960931395	1	5	30	3.6	4.0	1.1430952133	1	5	30	7.26666666667	7.5	2.27937613297	2	13
početi	Vm	6	641150	32	3.1875	3.0	1.50908705846	0	5	32	4.0625	4.0	0.966226552109	2	5	30	3.53333333333	3.5	1.17567947257	1	5	30	5.1	5.0	1.90350553804	2	10
predobar	Ag	8	8177	32	3.09375	3.0	1.42213253162	1	5	32	4.34375	5.0	0.922272160211	2	5	30	3.03333333333	3.0	1.35359603362	1	5	30	4.83333333333	4.0	2.17689891563	0	10
televizor	Nc	9	24732	32	4.65625	5.0	0.922272160211	1	5	32	4.3125	5.0	1.07347275233	1	5	30	4.76666666667	5.0	0.715697018453	2	5	30	4.23333333333	4.0	2.04423308086	2	10
brigadir	Nc	8	4497	32	3.21875	3.0	1.49445590015	1	5	32	1.84375	1.0	1.22753245884	1	5	30	3.2	3.5	1.57902923764	0	5	30	11.6666666667	12.0	4.01109572173	0	18
nizak	Ag	5	169532	32	4.3125	5.0	1.07347275233	1	5	32	4.34375	5.0	0.887742044459	2	5	30	4.43333333333	5.0	0.989388138644	1	5	30	5.16666666667	5.0	2.13046682417	2	10
mehanizam	Nc	9	45029	32	3.8125	4.0	1.07347275233	1	5	32	3.1875	3.0	1.18420595759	0	5	30	3.76666666667	4.0	1.28279209366	1	5	30	8.26666666667	8.0	2.54209012866	2	13
radovati	Vm	8	28791	32	3.0	3.0	1.45773797371	0	5	32	3.46875	3.5	1.08927656612	1	5	30	3.76666666667	4.0	1.30851909509	1	5	30	5.9	5.0	2.56059888828	2	15
oborinski	Ag	9	4911	32	2.8125	3.0	0.916429893663	1	4	32	2.25	2.0	1.08972473589	1	5	30	3.2	3.0	1.10754984839	1	5	30	9.26666666667	10.0	2.6574841904	5	15
ojačati	Vm	7	24989	32	3.25	3.5	1.19895788083	1	5	32	3.34375	4.0	1.1887329126	1	5	30	3.6	4.0	1.2	1	5	30	7.43333333333	7.0	1.87409237292	3	11
kontinentalan	Ag	13	12083	32	3.53125	4.0	1.08927656612	1	5	32	2.96875	3.0	1.01502386056	1	5	30	3.76666666667	4.0	1.08576649833	2	5	30	9.56666666667	9.0	2.07658908362	5	14
naručivanje	Nc	11	3428	32	3.4375	3.5	1.27322179922	1	5	32	3.5625	4.0	1.02887985207	0	5	30	3.7	4.0	1.26885775404	1	5	30	8.36666666667	8.0	1.83454505411	5	12
human	Ag	5	19080	32	2.65625	2.0	1.38314349852	1	5	32	3.21875	3.0	1.31658590206	1	5	30	2.8	3.0	1.16619037897	1	5	30	10.1666666667	10.0	3.27702439553	2	15
željeti	Vm	7	1148913	32	2.6875	2.0	1.40172884325	1	5	32	4.0	4.0	1.08972473589	2	5	30	3.0	3.0	1.39044357431	1	5	30	5.23333333333	5.0	2.33357141642	2	12
sprovesti	Vm	9	5515	32	2.5625	2.0	1.19732775379	1	5	32	2.1875	2.0	1.1301963325	0	5	30	2.6	2.0	1.28062484749	0	5	30	10.4	10.0	3.10483493925	5	15
mikroskop	Nc	9	3193	32	4.4375	5.0	1.02887985207	1	5	32	2.84375	3.0	1.27743333975	1	5	30	4.76666666667	5.0	0.760847480701	2	5	30	8.73333333333	9.0	2.44858235629	4	13
razvod	Nc	6	20628	32	3.625	4.0	1.31695671911	1	5	32	3.28125	3.0	1.35172054712	1	5	30	3.86666666667	4.0	1.08730042869	2	5	30	7.76666666667	7.0	2.5778975068	3	13
istina	Nc	6	335288	32	2.46875	2.0	1.56093671797	1	5	32	4.125	4.0	0.892678553568	2	5	30	2.76666666667	2.0	1.52059929706	1	5	30	5.56666666667	5.0	2.07658908362	3	10
savjest	Nc	7	34851	32	2.21875	2.0	1.43034906142	1	5	32	3.65625	4.0	1.10706184899	0	5	30	2.8	3.0	1.27540843131	1	5	30	7.93333333333	8.5	2.37954243968	2	12
paklen	Ag	6	9623	32	2.90625	3.0	1.39998604904	1	5	32	2.75	3.0	1.06066017178	1	5	30	3.03333333333	3.0	1.22429117815	1	5	30	8.13333333333	8.0	2.71702451631	2	13
operativac	Nc	10	3987	32	3.28125	3.0	1.41938311865	1	5	32	1.84375	2.0	0.939061200082	1	4	30	2.76666666667	3.0	1.45334862377	1	5	30	12.3666666667	12.5	3.55418376315	4	20
spretan	Ag	7	7954	32	3.09375	3.0	1.30765474706	1	5	32	3.6875	4.0	0.845484328654	2	5	30	3.53333333333	3.5	1.05619863452	1	5	30	7.46666666667	7.5	2.47296493213	3	13
usmjerenje	Nc	10	8418	32	2.90625	3.0	1.15540509671	1	5	32	3.21875	3.0	1.11058472774	1	5	30	3.0	3.0	1.29099444874	1	5	30	10.4666666667	10.5	2.87208789714	5	15
trgovanje	Nc	9	21113	32	3.5	4.0	1.39194109071	1	5	32	3.3125	3.0	1.04395581803	1	5	30	3.66666666667	4.0	1.01105005921	1	5	30	8.3	8.0	2.41039415864	4	13
prenamjena	Nc	10	5130	32	2.28125	2.0	1.06754317828	1	4	32	2.28125	2.0	1.28048757803	1	5	30	2.46666666667	2.0	1.08730042869	1	5	30	11.3	12.0	2.60959767014	4	15
neispravan	Ag	10	9283	32	3.34375	3.0	1.24019592706	1	5	32	3.375	3.5	1.19242400177	1	5	30	3.5	3.5	1.1474609652	1	5	30	7.63333333333	7.0	2.07337620534	4	11
kloniti	Vm	7	4180	32	2.59375	3.0	0.860936082122	1	4	32	2.625	3.0	1.05326872165	1	5	30	2.6	3.0	1.2274635093	1	5	30	8.73333333333	10.0	2.24993827076	4	13
težište	Nc	7	6378	32	3.25	3.0	1.17260393996	1	5	32	2.375	2.0	1.19242400177	1	5	30	3.0	3.0	1.18321595662	1	5	30	11.5666666667	12.0	2.30482585508	5	15
nemio	Ag	5	5448	32	2.09375	2.0	1.2338804389	0	4	32	1.84375	1.0	1.17551517961	0	4	30	2.53333333333	2.0	1.23107902084	1	5	30	10.2333333333	10.0	3.10572947237	2	16
fizikalan	Ag	9	12769	32	2.6875	3.0	1.18420595759	1	5	32	2.53125	3.0	1.14521763761	1	5	30	2.96666666667	3.0	1.22429117815	1	5	30	10.0666666667	10.0	3.07607253202	2	14
tvrđava	Nc	7	16051	32	4.4375	5.0	0.863767185068	2	5	32	2.875	3.0	1.16592238164	1	5	30	4.63333333333	5.0	0.948097510222	1	5	30	6.86666666667	7.0	3.0521395046	2	19
pokazati	Vm	8	471140	32	3.75	4.0	1.19895788083	1	5	32	4.3125	4.0	0.726184377414	3	5	30	3.76666666667	4.0	1.20231258646	1	5	30	5.66666666667	5.0	2.79682359512	2	13
hidratantan	Ag	11	3527	32	3.0	3.0	1.17260393996	1	5	32	2.6875	3.0	1.26089006261	1	5	30	2.96666666667	3.0	1.27758452645	1	5	30	11.6	12.0	2.82370914461	5	16
naivan	Ag	6	23303	32	2.71875	2.5	1.32840070668	1	5	32	3.4375	3.0	1.14393782611	1	5	30	2.76666666667	3.0	1.22972444971	1	5	30	8.53333333333	8.5	2.4997777679	3	13
ravnodušan	Ag	10	10049	32	2.8125	3.0	1.18420595759	1	5	32	3.3125	3.0	0.982264602844	2	5	30	3.03333333333	3.0	1.35359603362	1	5	30	10.0	10.0	2.76887462097	5	14
inozemstvo	Nc	10	64284	32	3.8125	4.0	1.1301963325	1	5	32	3.75	4.0	0.829156197589	2	5	30	4.0	4.0	0.816496580928	2	5	30	9.53333333333	10.0	2.80158685193	4	15
transportni	Ag	11	8558	32	3.5625	4.0	1.19732775379	1	5	32	2.84375	3.0	1.09285677813	1	5	30	3.13333333333	3.0	1.17567947257	1	5	30	10.0666666667	10.5	3.28565907476	4	15
postati	Vm	7	525313	32	2.625	2.0	1.2930100541	1	5	32	4.03125	4.0	0.918026926348	2	5	30	2.46666666667	2.0	1.28409068562	1	5	30	6.33333333333	5.0	2.49443825785	3	11
nadoknaditi	Vm	11	20632	32	2.96875	3.0	1.28657430314	1	5	32	3.78125	4.0	1.052805033	1	5	30	2.8	2.5	1.32664991614	1	5	30	7.93333333333	8.0	2.26470503353	3	11
mehanika	Nc	8	8194	32	3.75	4.0	1.25	1	5	32	2.8125	3.0	1.28543523758	0	5	30	3.43333333333	3.5	1.11604460285	1	5	30	10.3333333333	11.0	3.01477841456	5	19
zavist	Nc	6	8024	32	1.96875	2.0	1.10352772394	1	4	32	2.625	3.0	1.34047566185	0	5	30	2.8	3.0	1.51437555888	1	5	30	8.9	9.0	2.10317220725	5	13
odvjetništvo	Nc	12	37814	32	3.4375	3.0	1.22314911192	1	5	32	2.625	2.0	1.26861144564	1	5	30	3.46666666667	4.0	1.25786415094	1	5	30	9.93333333333	10.0	2.47565928368	5	15
dežuran	Ag	7	15848	32	3.25	3.0	1.29903810568	1	5	32	2.71875	3.0	1.06754317828	1	5	30	3.16666666667	3.5	1.21335164821	1	5	30	9.13333333333	9.0	2.36267268622	5	13
proteinski	Ag	10	3238	32	3.5	4.0	1.34629120178	1	5	32	2.75	3.0	1.17260393996	1	5	30	3.16666666667	3.0	1.09797793947	1	5	30	11.2	12.0	2.95972971739	3	15
pogled	Nc	6	229348	32	4.5	5.0	0.612372435696	3	5	32	4.21875	4.0	0.779998998397	3	5	30	4.3	5.0	1.12989675045	1	5	30	5.7	5.0	2.45153013443	2	10
