leksem	vrsta.riječi	broj.slova	frek	k.N	k.M	k.C	k.STD	k.MIN	k.MAX	č.N	č.M	č.C	č.STD	č.MIN	č.MAX	p.N	p.M	p.C	p.STD	p.MIN	p.MAX	d.N	d.M	d.C	d.STD	d.MIN	d.MAX
razmisliti	Vm	10	55285	31	2.58064516129	2.0	1.38597103606	1	5	31	4.70967741935	5.0	0.453911202564	4	5	30	3.83333333333	4.0	1.26710518725	1	5	29	5.79310344828	5.0	2.04061029317	3	12
sezati	Vm	6	10655	31	3.12903225806	3.0	1.33783492602	1	5	31	2.64516129032	3.0	1.03326563729	1	5	30	3.16666666667	3.0	1.34370962472	1	5	29	10.2068965517	10.0	3.84509818129	4	17
ribnjak	Nc	7	5755	31	4.77419354839	5.0	0.749609679911	1	5	31	2.51612903226	3.0	0.875139352661	1	4	30	4.86666666667	5.0	0.426874949162	3	5	29	8.89655172414	5.0	15.2685044942	3	89
dostupnost	Nc	10	15564	31	2.45161290323	3.0	1.18699158019	1	5	31	3.35483870968	3.0	1.06402725822	1	5	30	3.0	3.0	1.43759057686	1	5	29	9.48275862069	9.0	3.28655242964	6	17
stagnirati	Vm	10	5157	31	2.64516129032	2.0	1.28385475756	1	5	31	2.51612903226	3.0	1.13225346934	1	5	30	2.76666666667	2.5	1.22972444971	1	5	29	12.1034482759	12.0	3.58488039127	1	18
terorizirati	Vm	12	3086	31	3.0	3.0	1.21814242506	1	5	31	3.16129032258	3.0	0.883423479847	2	5	30	3.76666666667	4.0	1.20231258646	1	5	29	10.2068965517	11.0	3.42787066051	2	15
uspjeti	Vm	7	404910	31	2.61290322581	2.0	1.31191609082	1	5	31	4.1935483871	4.0	0.930464845281	1	5	30	3.76666666667	4.0	1.43022919686	1	5	29	6.27586206897	5.0	2.46207862453	3	13
deformacija	Nc	11	6016	31	4.03225806452	4.0	1.06206952472	2	5	31	2.90322580645	3.0	1.22750307035	1	5	30	4.3	5.0	1.1	1	5	29	9.62068965517	10.0	2.99900895244	3	16
stisnuti	Vm	8	25139	31	4.32258064516	5.0	0.929345825219	1	5	31	4.09677419355	4.0	0.7768770696	2	5	30	4.33333333333	5.0	0.977525219908	1	5	29	5.13793103448	5.0	2.0798563931	3	10
bosti	Vm	5	14856	31	4.35483870968	5.0	0.89976294716	1	5	31	3.0	3.0	1.21814242506	1	5	30	4.33333333333	5.0	0.829993306533	2	5	29	6.79310344828	6.0	3.10038162662	3	16
sinji	Ag	5	3059	31	2.1935483871	2.0	1.22919734731	1	5	31	1.45161290323	1.0	0.755141929724	1	4	30	2.13333333333	2.0	1.28409068562	1	5	27	13.0740740741	13.0	4.12692985991	6	20
antioksidans	Nc	12	7646	31	3.1935483871	3.0	1.4462265659	1	5	31	2.1935483871	2.0	1.14777076611	1	5	29	2.55172413793	3.0	1.30215224748	1	5	29	13.4482758621	13.0	2.23739699276	9	19
nacionalan	Ag	10	263522	31	2.70967741935	3.0	1.1965959349	1	5	31	3.0	3.0	1.016001016	1	5	30	2.96666666667	3.0	1.35359603362	1	5	29	10.5517241379	10.0	2.54051592502	5	16
zapis	Nc	5	44327	31	4.77419354839	5.0	0.489217770584	3	5	31	3.8064516129	4.0	0.964510734692	2	5	30	4.36666666667	5.0	0.91226214556	2	5	29	7.89655172414	7.0	2.61751168474	3	15
loš	Ag	3	380756	31	2.90322580645	3.0	1.57305617293	1	5	31	4.25806451613	5.0	1.04627578969	1	5	30	4.06666666667	5.0	1.31487219489	1	5	29	4.10344827586	4.0	1.74878928732	2	10
poluprazan	Ag	10	3108	31	3.90322580645	4.0	1.17376809024	1	5	31	3.06451612903	3.0	1.13409005363	0	5	30	4.53333333333	5.0	0.884433277428	2	5	29	6.34482758621	6.0	2.03886144815	3	10
dobni	Ag	5	11965	31	2.29032258065	2.0	1.24934946652	1	5	31	2.58064516129	3.0	1.26425277047	1	5	30	2.36666666667	2.0	1.37800177391	1	5	29	9.03448275862	8.0	2.9534638766	3	15
upraviti	Vm	8	4559	31	2.38709677419	2.0	1.20956988769	1	5	31	2.25806451613	2.0	1.10622117416	1	5	30	2.36666666667	2.0	1.30341431973	1	5	29	10.9655172414	10.0	4.24656257436	4	25
kvadrat	Nc	7	36394	31	4.54838709677	5.0	0.910111998688	1	5	31	3.48387096774	4.0	1.18786791223	1	5	30	4.86666666667	5.0	0.561743318212	2	5	28	6.96428571429	7.0	2.55625483384	2	15
presedan	Nc	8	7786	31	2.45161290323	2.0	1.07279284828	1	5	31	2.0	2.0	0.983738753676	1	4	30	2.16666666667	2.0	1.36829171678	1	5	27	13.7777777778	13.0	3.57287448685	5	20
zapremnina	Nc	10	1434	31	3.29032258065	3.0	1.41862151144	0	5	31	2.12903225806	2.0	0.832483090359	1	4	29	2.68965517241	3.0	1.46460417804	1	5	28	12.6785714286	13.0	2.9405243875	6	20
kalkulirati	Vm	11	4400	31	2.8064516129	3.0	1.42374687037	1	5	31	3.22580645161	3.0	1.0382888348	1	5	30	3.1	3.0	1.3503086067	1	5	29	10.7931034483	12.0	2.68301567778	5	15
posvađati	Vm	9	9734	31	3.61290322581	4.0	1.28709273182	1	5	31	3.96774193548	4.0	0.999479573215	1	5	30	4.3	5.0	1.12989675045	1	5	29	5.62068965517	5.0	2.69627831756	2	16
alkoholni	Ag	9	11422	31	4.09677419355	4.0	0.96235057356	2	5	31	3.64516129032	4.0	1.09392419083	1	5	30	3.9	4.5	1.32539302347	1	5	29	8.79310344828	8.0	3.20967621468	4	17
prerada	Nc	7	18759	31	3.64516129032	4.0	1.00155965782	2	5	31	2.8064516129	3.0	0.895124962936	1	5	30	3.46666666667	4.0	1.33499895963	1	5	29	9.58620689655	10.0	2.63291160949	5	18
proziran	Ag	8	14290	31	4.06451612903	4.0	1.16218603449	1	5	31	3.70967741935	4.0	0.922603202973	1	5	30	4.7	5.0	0.82259751195	1	5	29	5.96551724138	5.0	2.89449845123	3	19
dodati	Vm	6	262166	31	4.1935483871	4.0	0.997395150564	1	5	31	4.51612903226	5.0	0.712603936593	2	5	30	4.26666666667	5.0	1.06249183003	2	5	29	5.44827586207	4.0	3.19035407068	3	18
proizvoditi	Vm	11	93037	31	4.16129032258	4.0	0.766086586261	2	5	31	3.74193548387	4.0	1.01497630468	1	5	30	4.36666666667	5.0	0.87496031656	2	5	29	7.51724137931	7.0	2.47219976951	4	17
izbaviti	Vm	8	3056	31	3.03225806452	3.0	1.20439707759	0	5	31	2.61290322581	3.0	1.00570692052	1	5	30	3.66666666667	4.0	1.22020034785	1	5	29	8.55172413793	8.0	2.85978305057	3	16
prosuđivati	Vm	11	3447	31	2.48387096774	2.0	1.26671960749	1	5	31	2.83870967742	3.0	1.05024649007	1	5	29	3.13793103448	3.0	1.40747114703	1	5	29	9.65517241379	9.0	2.78265393129	3	15
general	Nc	7	96640	31	4.41935483871	5.0	0.942686399755	1	5	31	2.29032258065	2.0	0.810955167095	1	4	30	4.9	5.0	0.3	4	5	29	8.65517241379	9.0	2.39648970399	4	14
aktualizirati	Vm	13	3353	31	2.38709677419	2.0	1.06793195853	1	5	31	2.8064516129	3.0	0.997395150564	1	5	30	2.7	2.5	1.39403491109	1	5	29	12.6896551724	13.0	2.57445606275	8	20
reproduktivan	Ag	13	5152	31	2.90322580645	3.0	1.25350704695	1	5	31	2.74193548387	3.0	0.949286385133	1	5	30	3.36666666667	3.5	1.49406232207	1	5	29	11.7931034483	12.0	2.53770613696	7	16
vlas	Nc	4	7951	31	4.8064516129	5.0	0.533965979266	3	5	31	3.51612903226	3.0	1.04328784702	2	5	30	4.9	5.0	0.395811402901	3	5	29	6.27586206897	6.0	2.33262545176	3	11
oblačiti	Vm	8	11191	31	4.51612903226	5.0	0.875139352661	1	5	31	4.54838709677	5.0	0.910111998688	1	5	30	4.86666666667	5.0	0.426874949162	3	5	29	4.41379310345	4.0	1.95672564953	2	10
provincijski	Ag	12	3580	31	2.93548387097	3.0	1.13409005363	1	5	31	2.03225806452	2.0	1.06206952472	0	5	30	3.16666666667	3.0	1.12792828771	1	5	29	11.6551724138	12.0	1.97004922167	8	15
pristojba	Nc	9	11862	31	3.29032258065	4.0	1.46339306093	1	5	31	2.32258064516	2.0	1.05912613931	1	5	30	2.33333333333	2.0	1.22020034785	1	5	28	12.6428571429	13.0	3.20952027695	6	19
prilazni	Ag	8	3091	31	2.83870967742	3.0	1.01906896767	1	5	31	2.45161290323	2.0	1.07279284828	1	5	30	2.73333333333	3.0	1.41264134003	1	5	28	9.64285714286	9.5	3.47659814961	4	16
odložiti	Vm	8	5399	31	3.96774193548	4.0	1.14958256008	1	5	31	4.0	4.0	1.016001016	1	5	30	4.23333333333	5.0	1.11604460285	2	5	29	6.89655172414	7.0	2.42607711715	3	13
odnositi	Vm	8	156744	31	3.06451612903	3.0	1.43539325557	1	5	31	3.93548387097	4.0	0.981620906755	2	5	30	3.4	3.0	1.3316656237	1	5	29	6.86206896552	7.0	2.34482758621	3	11
udružiti	Vm	8	10292	31	3.25806451613	3.0	1.1630810566	1	5	31	3.16129032258	3.0	0.883423479847	2	5	30	3.73333333333	4.0	1.3646326327	1	5	29	8.06896551724	8.0	2.97032489205	4	15
osnova	Nc	6	154315	31	3.0	3.0	1.27000127	1	5	31	3.70967741935	4.0	0.990065113111	1	5	30	2.8	2.0	1.37598449604	1	5	29	7.65517241379	7.0	2.30854278666	3	14
taktički	Ag	8	9266	31	2.41935483871	2.0	1.07085114017	1	5	31	3.16129032258	3.0	0.919213345082	1	5	30	2.96666666667	3.0	1.37800177391	1	5	29	11.0344827586	11.0	3.18923575994	4	19
nerazumljiv	Ag	11	5879	31	2.74193548387	3.0	1.45840703941	0	5	31	3.54838709677	4.0	1.24015372818	0	5	30	3.53333333333	4.0	1.45449494862	1	5	29	7.65517241379	7.0	2.79501850057	3	18
porta	Nc	5	3092	31	4.54838709677	5.0	0.944891517153	1	5	31	3.09677419355	3.0	1.27898242591	1	5	30	4.7	5.0	0.690410505907	2	5	29	9.03448275862	8.0	2.79756986441	6	16
ekstrem	Nc	7	4325	31	2.48387096774	2.0	1.38822159944	1	5	31	3.12903225806	3.0	0.87037016537	1	5	29	3.20689655172	3.0	1.49434128828	1	5	29	11.1724137931	11.0	3.30171288375	5	18
laprdati	Vm	8	4495	31	3.0	3.0	1.39121668728	1	5	31	3.06451612903	3.0	1.18961863965	1	5	30	3.93333333333	4.5	1.31487219489	1	5	29	8.10344827586	7.0	3.70781865035	2	19
domoljublje	Nc	11	8721	31	2.67741935484	2.0	1.59408375492	1	5	31	2.96774193548	3.0	1.23088929215	1	5	30	3.8	4.0	1.37598449604	1	5	29	9.10344827586	9.0	2.26433864267	5	15
odlučiti	Vm	8	390135	31	2.87096774194	3.0	1.40831483567	1	5	31	4.35483870968	5.0	1.00155965782	1	5	30	3.53333333333	4.0	1.35973853696	1	5	29	6.06896551724	5.0	2.08328378855	3	10
pandemija	Nc	9	3454	31	3.1935483871	3.0	1.30555524805	1	5	31	1.8064516129	2.0	0.930464845281	1	5	29	2.27586206897	2.0	1.25661152816	1	5	24	13.5833333333	14.0	3.66192875712	5	20
pametan	Ag	7	136445	31	3.06451612903	3.0	1.60514261995	1	5	31	4.61290322581	5.0	0.605214936751	3	5	30	4.13333333333	5.0	1.11753697428	1	5	30	4.6	4.5	1.56204993518	2	9
prekršiti	Vm	9	11645	31	2.90322580645	3.0	1.32846840529	1	5	31	3.51612903226	4.0	1.0118959446	1	5	30	3.7	4.0	1.39403491109	1	5	30	6.06666666667	6.0	2.18987569409	2	13
analogan	Ag	8	11241	31	2.03225806452	2.0	1.06206952472	1	5	31	1.8064516129	2.0	0.779551353135	1	4	30	2.76666666667	2.5	1.43022919686	1	5	29	12.1724137931	12.0	3.7145470371	5	20
stečajni	Ag	8	23043	31	2.25806451613	2.0	0.982680400757	1	4	31	2.1935483871	2.0	1.09011259669	1	5	30	2.26666666667	2.0	1.26315302143	1	5	29	13.2068965517	13.0	2.73394133006	7	18
glavnica	Nc	8	5041	31	3.1935483871	3.0	1.37768751639	1	5	31	1.87096774194	2.0	0.750996563021	1	3	30	2.8	3.0	1.27540843131	1	5	29	13.2413793103	13.0	2.77495166051	8	20
stožerni	Ag	8	3029	31	2.41935483871	2.0	1.00880617878	1	5	31	1.64516129032	2.0	0.697848633961	1	3	30	2.63333333333	3.0	1.0482790129	1	5	30	12.7333333333	13.0	3.10841152717	6	20
ponijeti	Vm	8	34478	31	3.96774193548	4.0	0.96666606863	1	5	31	4.38709677419	5.0	0.867975744972	2	5	30	4.16666666667	4.5	1.00277393043	2	5	30	5.96666666667	5.5	2.27278585783	3	13
odijelo	Nc	7	24720	31	4.96774193548	5.0	0.176684695969	4	5	31	3.61290322581	4.0	1.00570692052	1	5	30	4.83333333333	5.0	0.734090518185	1	5	30	6.63333333333	6.0	2.52300526269	3	14
hormonalan	Ag	10	5343	31	2.8064516129	3.0	1.20266786337	1	5	31	2.70967741935	3.0	0.956928837045	1	4	30	2.53333333333	3.0	1.14697670227	1	5	30	12.0666666667	12.0	2.42120263964	8	17
nezamjenjiv	Ag	11	6289	31	2.58064516129	3.0	1.12949299355	1	5	31	3.45161290323	4.0	0.978435541168	1	5	30	3.1	3.0	1.44568322948	1	5	30	8.2	8.0	2.22710574513	4	12
hitan	Ag	5	67541	31	3.1935483871	3.0	1.42374687037	0	5	31	3.96774193548	4.0	0.739828705883	3	5	30	3.76666666667	4.0	1.33374993492	1	5	30	6.5	6.0	2.09364116633	3	11
alkoholizam	Nc	11	6610	31	4.0	4.0	1.04726987618	2	5	31	3.16129032258	3.0	1.19398422731	1	5	30	4.23333333333	5.0	0.989388138644	2	5	30	10.0	10.0	2.50333111407	6	15
promisliti	Vm	10	10336	31	2.67741935484	3.0	1.14686379578	1	5	31	4.16129032258	4.0	0.766086586261	2	5	30	3.4	3.0	1.28062484749	1	5	30	8.2	7.5	2.71293199325	3	16
računalni	Ag	9	29417	31	3.67741935484	4.0	0.963431259553	2	5	31	3.41935483871	4.0	1.12949299355	1	5	30	4.0	4.5	1.18321595662	1	5	30	8.86666666667	9.0	2.53946626063	5	14
pakt	Nc	4	7665	31	3.12903225806	3.0	1.33783492602	1	5	31	2.09677419355	2.0	1.08820179312	1	5	30	3.56666666667	4.0	1.11604460285	2	5	30	11.1666666667	11.0	2.14605581371	6	15
prepucavati	Vm	11	3812	31	2.83870967742	3.0	1.16665427871	1	5	31	2.96774193548	3.0	0.897446951177	1	4	30	3.73333333333	4.0	1.28927197372	1	5	30	8.33333333333	8.0	2.74873708375	4	15
letenje	Nc	7	8892	31	4.64516129032	5.0	0.863166978081	1	5	31	3.32258064516	3.0	1.17465428749	1	5	30	4.7	5.0	0.690410505907	2	5	30	4.76666666667	5.0	1.6265163865	2	8
bronca	Nc	6	13396	31	4.77419354839	5.0	0.489217770584	3	5	31	2.67741935484	3.0	1.25433690937	1	5	30	4.66666666667	5.0	0.829993306533	1	5	30	7.6	7.0	2.2	5	12
neutemeljen	Ag	11	6216	31	2.58064516129	2.0	1.18523697231	1	5	31	3.0	3.0	0.950381926623	1	5	30	2.53333333333	2.5	1.17567947257	1	5	30	10.5333333333	10.0	2.18682926225	7	16
dokaz	Nc	5	158854	31	3.70967741935	4.0	1.32454613985	1	5	31	3.61290322581	3.0	1.03728614134	2	5	30	4.13333333333	5.0	1.20369800568	1	5	30	8.16666666667	8.0	2.01797478236	5	13
parirati	Vm	8	6859	31	2.38709677419	2.0	0.939369017972	1	4	31	2.06451612903	2.0	1.01395055777	1	4	30	3.0	3.0	1.39044357431	1	5	30	11.8333333333	12.0	3.90796906618	4	19
krpati	Vm	6	3554	31	3.90322580645	4.0	1.02720537601	2	5	31	2.93548387097	3.0	1.04528075781	1	5	30	4.23333333333	4.0	0.803464719546	3	5	30	7.63333333333	7.0	2.28740512857	4	12
dugotrajan	Ag	10	36447	31	3.22580645161	3.0	1.2879009534	1	5	31	3.51612903226	4.0	1.0118959446	1	5	30	3.16666666667	3.0	1.21335164821	1	5	30	8.96666666667	8.5	2.10528435662	5	15
obramben	Ag	8	28483	31	3.03225806452	3.0	1.17730887683	1	5	31	2.96774193548	3.0	1.0312495073	1	5	30	3.5	3.5	1.0246950766	2	5	30	9.3	9.0	2.11581347634	6	15
stereo	Nc	6	5010	31	3.8064516129	4.0	1.37768751639	1	5	31	2.29032258065	2.0	1.1965959349	1	5	30	4.1	5.0	1.22065556157	1	5	30	9.56666666667	10.0	2.83646885327	3	15
kockica	Nc	7	15298	31	4.87096774194	5.0	0.420593703561	3	5	31	3.48387096774	4.0	1.41126728092	0	5	30	5.0	5.0	0.0	5	5	30	4.36666666667	4.0	2.42876283093	2	15
starački	Ag	8	5846	31	3.74193548387	4.0	1.04627578969	1	5	31	3.35483870968	3.0	1.15139150307	1	5	30	4.6	5.0	0.663324958071	3	5	30	6.9	6.0	3.15541861988	3	19
odraz	Nc	5	19047	31	3.90322580645	4.0	1.30396018912	1	5	31	3.48387096774	3.0	1.04328784702	1	5	30	4.36666666667	5.0	1.01598337694	2	5	30	6.93333333333	6.5	3.0433899228	2	18
odmarati	Vm	8	17397	31	4.16129032258	4.0	1.08052478867	1	5	31	4.67741935484	5.0	0.532013629112	3	5	30	4.63333333333	5.0	0.795124029458	2	5	30	5.7	5.0	2.97937353594	2	17
usputan	Ag	7	6144	31	2.35483870968	2.0	1.12302549584	0	5	31	2.64516129032	3.0	1.06402725822	0	4	30	3.0	3.0	1.21106014164	1	5	29	9.62068965517	9.0	2.82127133367	5	16
rastući	Ag	7	15078	31	3.51612903226	4.0	1.16039391926	1	5	31	2.90322580645	3.0	0.928225456125	1	4	30	3.6	4.0	1.08320512062	1	5	30	8.03333333333	8.0	3.04940795711	3	16
odličan	Ag	7	231014	31	2.96774193548	3.0	1.53420928395	1	5	31	4.38709677419	5.0	0.829979376146	2	5	30	4.3	5.0	1.12989675045	1	5	30	5.53333333333	5.0	1.47723465374	3	11
okretan	Ag	7	10509	31	3.22580645161	3.0	1.26260553489	1	5	31	3.03225806452	3.0	0.860752520266	1	5	30	4.16666666667	5.0	1.00277393043	2	5	30	7.53333333333	7.5	2.70472837001	3	13
mikser	Nc	6	4149	31	4.93548387097	5.0	0.245670100189	4	5	31	3.58064516129	4.0	1.15770054483	1	5	30	4.86666666667	5.0	0.426874949162	3	5	30	6.06666666667	5.0	2.29395340454	2	12
smilovati	Vm	9	4929	31	2.51612903226	3.0	1.16039391926	1	5	31	2.70967741935	3.0	0.849802572408	1	5	30	3.46666666667	3.5	1.14697670227	1	5	30	8.3	8.0	2.00249843945	5	13
registriran	Ag	11	20661	31	3.06451612903	3.0	1.3182462414	1	5	31	3.16129032258	3.0	1.220702447	1	5	30	3.33333333333	3.0	1.24721912892	1	5	30	10.1	10.0	2.07123151772	6	15
povraćanje	Nc	10	7762	31	4.83870967742	5.0	0.367798524226	4	5	31	3.06451612903	3.0	1.01395055777	1	5	30	4.73333333333	5.0	0.679869268479	3	5	30	5.73333333333	5.0	2.63227826965	3	16
priglup	Ag	7	3369	31	3.12903225806	3.0	1.43103696857	1	5	31	3.32258064516	3.0	0.963431259553	2	5	30	3.7	4.0	1.15902257671	1	5	30	7.7	7.0	2.94561821468	4	17
sramotiti	Vm	9	5695	31	2.96774193548	3.0	1.23088929215	1	5	31	3.93548387097	4.0	0.981620906755	2	5	30	3.96666666667	4.0	1.25122162527	1	5	30	6.36666666667	6.5	2.19823161251	2	10
brižan	Ag	6	6095	31	3.0	3.0	1.24434203368	1	5	31	3.70967741935	4.0	1.05321469144	1	5	30	4.3	5.0	1.06926766216	1	5	30	6.96666666667	7.0	3.06031951854	2	17
mladenački	Ag	10	7463	31	3.45161290323	4.0	1.24015372818	1	5	31	3.45161290323	4.0	1.04228996267	1	5	30	4.06666666667	5.0	1.26315302143	1	5	30	8.8	8.0	2.99332590942	5	16
spržiti	Vm	7	3272	31	4.0	4.0	0.983738753676	2	5	31	3.58064516129	4.0	0.794098943554	2	5	30	4.46666666667	5.0	0.80553639824	2	5	30	7.2	7.0	2.24202289611	4	12
tehnički	Ag	8	128066	31	3.38709677419	3.0	1.09772255014	1	5	31	3.67741935484	4.0	1.05912613931	1	5	30	3.56666666667	3.5	1.11604460285	1	5	30	9.06666666667	8.0	2.88598144292	5	20
podnositi	Vm	9	39244	31	2.93548387097	3.0	1.26836150009	1	5	31	4.12903225806	4.0	0.706738783878	3	5	30	3.36666666667	3.0	1.3287420952	1	5	30	8.23333333333	8.0	2.01135664554	5	13
komercijalan	Ag	12	40583	31	2.48387096774	2.0	1.13225346934	1	5	31	3.0	3.0	1.04726987618	1	5	30	3.1	3.0	1.19303534454	1	5	29	11.5172413793	11.0	2.44414415816	8	17
karizma	Nc	7	9394	31	1.90322580645	1.0	1.11745213392	1	5	31	2.45161290323	3.0	1.13133405915	0	5	30	3.1	3.0	1.24766448481	1	5	30	12.1	12.5	2.2708295107	7	15
kalvarija	Nc	9	4068	31	3.03225806452	3.0	1.49156490603	1	5	31	1.93548387097	2.0	0.913535629581	1	4	30	2.9	3.0	1.59895799403	1	5	27	13.4814814815	15.0	4.1309165907	5	20
građanski	Ag	9	52335	31	2.77419354839	3.0	1.2104298735	1	5	31	3.22580645161	3.0	0.974172185196	1	5	30	3.63333333333	4.0	1.13968806649	1	5	30	8.7	8.0	1.95192212959	5	12
izmišljati	Vm	10	11770	31	2.77419354839	3.0	1.2879009534	1	5	31	4.06451612903	4.0	0.800624106193	2	5	30	3.66666666667	4.0	1.2736648783	1	5	30	6.0	5.5	1.91485421551	3	11
omalovažavati	Vm	13	6919	31	2.77419354839	3.0	1.26260553489	1	5	31	3.22580645161	3.0	0.749609679911	2	5	30	3.63333333333	4.0	1.30341431973	1	5	30	9.26666666667	9.0	2.30843862576	6	15
prijaviti	Vm	9	97019	32	3.03125	3.0	1.01502386056	1	5	32	3.75	4.0	0.935414346693	1	5	30	3.7	4.0	1.29486163997	1	5	30	7.56666666667	7.0	2.69175696443	3	15
milja	Nc	5	21825	32	3.59375	4.0	1.36609331215	1	5	32	2.1875	2.0	1.04395581803	1	4	30	3.46666666667	3.0	1.23107902084	1	5	30	9.16666666667	8.0	3.50317316475	2	17
primamljiv	Ag	10	6050	32	2.53125	2.5	1.19855055692	1	5	32	3.3125	3.5	0.916429893663	1	5	30	3.26666666667	3.0	1.23648246607	1	5	30	8.13333333333	8.0	2.78966346039	3	17
eliminirati	Vm	11	12841	32	2.78125	3.0	1.13837535001	1	5	32	2.96875	3.0	0.809489615437	2	5	30	3.73333333333	4.0	1.23648246607	1	5	30	10.1	10.0	3.02599845781	4	17
osvježavati	Vm	11	3220	32	3.15625	3.5	1.17551517961	1	5	32	3.5625	4.0	0.899218410621	1	5	30	3.83333333333	4.0	1.12792828771	2	5	30	7.83333333333	7.5	2.88771343608	3	15
okolina	Nc	7	58901	32	3.78125	4.0	1.19201444517	1	5	32	3.90625	4.0	0.84259179767	2	5	30	4.3	5.0	0.862167810425	2	5	30	7.03333333333	7.0	2.37323033484	3	15
izluđivati	Vm	10	3795	32	2.75	3.0	1.25	1	5	32	3.53125	4.0	1.08927656612	0	5	30	3.56666666667	4.0	1.14552268516	1	5	30	7.2	7.0	2.6	3	15
šarolik	Ag	7	4839	32	3.09375	3.0	1.28353454862	1	5	32	2.84375	3.0	1.03408700674	1	5	30	4.16666666667	5.0	1.12792828771	1	5	30	6.86666666667	6.5	2.53946626063	2	15
osuditi	Vm	7	31048	32	2.90625	3.0	1.18214251996	1	5	32	3.40625	3.0	0.860936082122	2	5	30	3.76666666667	4.0	1.11604460285	2	5	30	7.63333333333	8.0	2.15225979431	3	12
zainteresiran	Ag	13	78038	32	2.71875	3.0	1.30466410907	0	5	32	4.0	4.0	0.866025403784	2	5	30	3.76666666667	4.0	1.22972444971	2	5	30	6.93333333333	7.0	2.20504472114	3	12
postojanje	Nc	10	87033	32	1.875	1.0	1.16592238164	1	5	32	3.375	3.0	0.992156741649	2	5	30	3.36666666667	3.0	1.49406232207	1	5	30	7.33333333333	7.0	2.16538423585	3	11
pretjeran	Ag	9	26342	32	2.3125	2.0	1.1301963325	1	5	32	3.78125	4.0	1.11058472774	0	5	30	3.46666666667	4.0	1.43139403691	1	5	30	7.3	7.0	2.54492959955	2	15
buđenje	Nc	7	15337	32	4.0625	4.0	0.998044963917	2	5	32	4.5	5.0	1.08972473589	0	5	30	4.66666666667	5.0	0.829993306533	2	5	30	4.93333333333	4.0	3.03241744415	2	15
priključiti	Vm	11	29722	32	3.625	4.0	1.05326872165	1	5	32	3.8125	4.0	1.01357967126	0	5	30	4.2	5.0	0.979795897113	2	5	30	7.0	6.0	2.50333111407	2	13
omalovažavanje	Nc	14	5266	32	2.59375	2.0	1.38878037771	1	5	32	3.03125	3.0	0.918026926348	1	5	30	3.8	4.0	1.30128141973	1	5	30	8.43333333333	8.0	2.71641103092	3	17
nabrojati	Vm	9	13231	32	3.65625	4.0	1.01886502418	1	5	32	4.03125	4.0	0.728198762358	2	5	30	4.1	5.0	1.22065556157	1	5	30	6.23333333333	6.0	2.71641103092	2	15
nespojiv	Ag	8	4084	32	2.71875	3.0	1.25584570609	1	5	32	3.25	3.0	0.901387818866	1	5	30	3.4	3.0	1.2274635093	1	5	30	8.06666666667	8.5	2.50244325055	3	13
vrijeđati	Vm	9	35122	32	3.59375	4.0	1.08568454788	1	5	32	3.65625	3.5	0.887742044459	2	5	30	3.9	4.0	1.24766448481	1	5	30	6.16666666667	6.0	2.55712512187	2	14
negativac	Nc	9	7576	32	3.15625	3.0	1.27743333975	1	5	32	3.09375	3.0	0.878897569402	1	5	30	4.1	5.0	1.32539302347	1	5	30	6.23333333333	6.0	2.27571722516	3	14
trk	Nc	3	6475	32	3.71875	4.0	1.15201928695	1	5	32	2.59375	3.0	1.14180161915	1	5	30	4.0	4.5	1.26491106407	1	5	30	6.1	5.0	2.48126311919	3	11
otputovati	Vm	10	17417	32	3.90625	4.0	1.2338804389	1	5	32	3.8125	4.0	1.21030729569	0	5	30	4.33333333333	5.0	0.977525219908	2	5	30	6.46666666667	6.0	1.66799946709	4	10
socijalizam	Nc	11	17994	32	2.5	2.0	1.47901994577	1	5	32	3.03125	3.0	1.4248766394	0	5	30	3.16666666667	3.0	1.31866936299	1	5	30	11.3	12.0	2.9	4	16
klavir	Nc	6	13164	32	4.96875	5.0	0.173992636338	4	5	32	3.375	3.0	1.05326872165	1	5	30	4.86666666667	5.0	0.718021974285	1	5	30	6.16666666667	5.5	3.17367645204	3	15
odgoditi	Vm	8	16569	32	2.84375	3.0	1.17551517961	1	5	32	4.125	4.0	0.819679815538	2	5	30	3.6	4.0	1.2274635093	1	5	30	7.83333333333	7.5	2.85287379477	3	17
pribrojiti	Vm	10	3017	32	2.75	3.0	1.25	1	5	32	3.1875	3.0	0.949917759598	1	5	30	3.46666666667	3.0	1.23107902084	1	5	30	8.53333333333	8.5	2.64238949101	3	15
prijavljivanje	Nc	14	4514	32	2.6875	3.0	1.04395581803	1	4	32	3.28125	3.5	1.28048757803	0	5	30	3.33333333333	3.0	1.22020034785	1	5	30	8.36666666667	7.5	2.22835265511	3	13
koristan	Ag	8	77708	32	2.65625	3.0	1.28960689262	1	5	32	4.21875	4.0	0.856386850378	2	5	30	3.66666666667	4.0	1.1352924244	1	5	30	7.1	7.0	2.8676354952	2	15
izvanjski	Ag	9	4424	32	2.40625	2.0	1.2464794172	1	5	32	2.53125	2.5	1.14521763761	1	4	30	3.03333333333	3.0	1.1967548714	1	5	30	9.33333333333	9.5	3.56214666864	2	16
štala	Nc	5	6140	32	4.8125	5.0	0.463512405443	3	5	32	2.90625	3.0	1.15540509671	1	5	30	4.8	5.0	0.791622805803	1	5	30	5.6	5.0	3.03973683071	2	15
