leksem	vr	frek	23a.01.k	23a.01.č	23a.02.k	23a.02.č	23a.03.k	23a.03.č	23a.04.k	23a.04.č	23a.05.k	23a.05.č	23a.06.k	23a.06.č	23a.07.k	23a.07.č	23a.08.k	23a.08.č	23a.09.k	23a.09.č	23a.10.k	23a.10.č	23a.11.k	23a.11.č	23a.12.k	23a.12.č	23a.13.k	23a.13.č	23a.14.k	23a.14.č	23a.15.k	23a.15.č	23b.01.k	23b.01.č	23b.02.k	23b.02.č	23b.03.k	23b.03.č	23b.04.k	23b.04.č	23b.05.k	23b.05.č	23b.06.k	23b.06.č	23b.07.k	23b.07.č	23b.08.k	23b.08.č	23b.09.k	23b.09.č	23b.10.k	23b.10.č	23b.11.k	23b.11.č	23b.12.k	23b.12.č	23b.13.k	23b.13.č	23b.14.k	23b.14.č	23b.15.k	23b.15.č
razapeti	G	4906	2	3	4	4	4	3	3	4	4	5	5	5	4	2	4	4	4	4	4	4	0	0	1	2	5	5	3	2	5	3	3	3	4	2	3	2	3	3	3	3	4	2	3	2	3	0	3	2	3	3	2	3	5	3	5	3	5	3	4	1
knjižnični	P	4517	3	3	5	3	2	4	3	4	4	5	1	3	3	2	4	2	5	3	4	2	0	0	4	2	5	5	3	2	2	1	3	4	3	3	4	4	3	3	3	3	3	4	4	3	4	0	4	4	2	2	2	5	2	4	4	2	3	2	3	2
predati	G	74858	3	4	2	5	4	5	3	5	4	5	5	4	5	5	5	4	5	5	3	2	0	0	3	3	5	4	3	4	5	5	3	5	2	4	3	4	3	4	3	4	3	2	4	3	3	0	5	5	3	4	2	5	5	4	4	5	5	5	4	5
vrlina	I	15900	1	4	1	5	1	4	1	3	4	5	1	4	1	4	1	3	5	5	3	3	0	0	2	4	2	4	1	4	1	5	1	3	1	3	1	5	3	4	1	4	1	4	1	4	2	0	2	4	3	3	1	4	2	3	2	4	5	3	3	4
počinitelj	I	28115	2	3	1	3	4	4	4	4	5	5	4	5	5	4	5	3	4	5	4	4	0	0	1	3	4	5	3	4	3	4	4	3	3	3	5	3	4	4	2	3	5	3	5	2	4	0	4	3	4	4	3	4	5	3	4	3	5	2	5	3
mesni	P	8781	3	5	5	4	5	5	3	3	5	5	5	5	5	5	5	5	5	5	3	4	0	0	2	4	5	5	4	4	5	5	5	5	3	5	5	4	5	4	4	3	4	3	5	3	5	4	0	4	2	4	3	4	5	4	5	5	5	5	5	5
progurati	G	5810	2	5	3	3	4	4	4	5	5	5	5	3	4	4	2	2	4	5	3	5	0	0	5	4	3	4	2	4	5	4	4	4	3	5	3	3	3	4	4	4	4	4	4	3	3	3	5	2	3	3	1	4	5	4	5	4	5	3	2	5
izmjeriti	G	11273	2	4	4	4	3	4	3	4	4	4	5	5	4	4	2	4	3	5	4	4	0	0	2	3	4	4	2	4	2	3	4	4	3	5	3	2	4	4	4	4	3	4	4	3	5	3	3	5	3	2	2	4	5	4	5	3	5	4	5	2
promidžbeni	P	6513	1	3	4	2	2	4	2	4	5	5	2	5	1	2	4	2	4	3	3	4	0	0	1	3	3	2	2	2	2	2	3	3	1	3	3	1	2	3	3	4	1	1	3	3	4	3	4	2	2	3	1	3	4	3	2	4	4	2	4	2
numerički	P	3360	2	3	1	4	3	3	3	4	4	4	1	3	0	0	5	2	4	2	2	3	0	0	4	3	1	1	4	2	3	3	2	2	2	1	2	5	1	2	2	4	3	2	4	3	4	2	4	3	3	4	1	5	4	3	4	3	3	1	4	5
praviti	G	84892	2	5	1	3	4	4	3	4	5	5	5	4	2	5	5	3	5	4	4	4	0	0	4	4	4	5	3	4	3	5	4	4	3	3	3	4	3	5	3	4	3	3	4	5	2	4	3	4	1	3	3	5	1	4	3	4	5	5	5	5
popeti	G	27612	2	4	2	5	4	5	4	3	4	5	5	5	4	3	4	4	5	5	4	5	0	0	5	4	3	5	3	4	5	5	4	4	5	3	3	1	3	4	4	4	3	4	4	4	4	4	5	5	2	4	3	4	2	3	5	4	5	5	5	2
marketinški	P	25784	2	3	4	3	2	3	2	2	4	5	2	4	1	3	5	2	3	2	2	2	0	0	3	3	3	1	2	1	2	3	4	3	1	2	2	4	3	2	3	3	2	3	3	3	3	3	5	5	5	2	1	5	1	3	2	2	2	1	5	3
izdanje	I	125688	2	4	2	4	4	4	3	3	4	5	3	5	2	3	4	4	3	4	4	3	0	0	3	4	4	4	3	3	4	3	5	3	4	3	3	4	3	4	2	3	1	3	0	4	3	3	2	2	5	3	2	4	5	4	3	3	3	1	5	3
alergijski	P	7712	2	4	3	5	4	5	2	3	4	4	4	5	1	2	3	3	5	3	3	2	0	0	2	2	2	2	4	3	1	1	4	3	3	3	3	4	3	3	3	5	2	5	4	3	5	3	4	3	3	5	2	5	3	4	5	3	5	2	3	4
higijena	I	14207	1	4	4	3	3	2	3	3	5	5	1	5	2	4	4	5	5	5	4	4	0	0	3	3	5	4	4	3	4	5	4	4	4	3	3	3	5	5	3	4	3	4	4	5	5	4	2	4	1	3	2	3	3	4	4	4	5	5	3	4
jednoličan	P	3298	1	4	3	2	2	3	3	5	5	5	1	2	2	2	3	3	4	5	4	3	0	0	4	3	1	3	2	3	2	1	2	3	2	4	3	3	2	4	2	4	1	4	4	2	5	3	3	1	5	1	2	5	2	1	2	3	4	3	5	3
brutalan	P	14533	1	3	4	4	2	3	1	5	5	5	4	4	3	5	5	5	5	5	2	4	0	0	4	4	3	4	2	4	3	5	2	3	2	3	3	2	1	4	2	3	1	2	3	2	3	3	1	5	5	2	2	4	2	3	3	5	5	5	3	3
ugostiteljski	P	21286	2	3	4	3	3	4	2	5	5	5	3	3	3	1	5	5	5	5	3	3	0	0	3	2	3	3	3	3	2	2	3	3	1	2	4	4	3	3	2	4	2	4	4	3	4	3	3	2	4	4	3	3	4	3	3	3	5	3	5	5
promišljen	P	3374	1	4	1	5	2	5	2	3	5	5	1	2	2	5	1	3	4	3	2	3	0	0	1	4	4	2	1	4	5	2	1	4	2	3	2	4	1	3	1	4	1	4	4	3	4	4	4	3	3	4	1	4	1	3	3	3	5	2	1	4
raspisati	G	20585	1	4	3	4	3	2	4	4	5	5	5	4	5	5	1	3	5	4	2	3	0	0	2	3	2	3	3	4	3	5	3	4	3	2	3	2	1	3	2	4	2	3	4	3	4	4	1	4	5	3	2	3	3	4	3	2	3	4	3	2
urednički	P	4412	1	3	2	2	3	4	2	3	4	4	2	3	2	2	4	3	4	2	2	3	0	0	3	2	2	4	3	2	5	4	3	2	4	2	4	3	3	3	2	2	3	2	3	3	3	1	4	2	4	3	3	2	3	1	3	1	4	1	3	2
otmičar	I	4663	5	3	4	4	4	3	5	3	5	5	5	4	5	3	5	4	5	5	4	3	0	0	5	2	4	2	5	2	1	4	5	2	5	2	5	2	5	3	3	2	4	2	5	2	5	3	3	4	3	4	3	3	5	2	5	3	5	4	5	2
sveobuhvatan	P	11464	2	4	1	5	2	4	1	4	4	4	1	4	2	3	1	2	5	2	3	2	0	0	2	3	1	4	4	3	4	3	3	3	2	2	2	3	1	3	2	3	2	5	3	2	3	3	5	3	2	3	2	5	4	3	2	3	4	1	1	5
oboljeti	G	16136	3	3	1	3	3	4	4	5	5	4	4	5	4	5	3	3	5	5	4	3	0	0	1	4	3	3	3	3	5	4	4	3	5	3	3	3	1	4	3	3	3	4	4	3	4	3	4	5	2	3	3	4	4	3	3	2	5	4	2	3
kotačić	I	4223	5	3	5	4	5	5	5	2	5	5	5	5	5	5	5	4	5	5	5	3	0	0	5	3	5	2	0	2	4	3	5	4	5	3	5	2	5	4	5	3	5	4	5	2	5	1	3	4	5	4	5	4	5	4	5	3	5	3	5	4
predstaviti	G	164811	3	4	2	5	3	0	4	4	5	4	5	5	2	4	2	2	4	5	3	3	0	0	2	3	4	4	5	4	3	2	3	4	4	4	4	4	2	5	2	3	3	4	4	4	3	4	4	0	3	3	2	2	4	4	3	4	4	2	3	1
odziv	I	5468	3	3	3	2	4	0	3	4	5	4	3	5	1	3	4	2	4	3	3	3	0	0	2	3	2	3	3	2	1	3	3	3	3	2	3	2	1	3	1	1	2	3	1	1	2	1	2	1	2	4	1	2	2	4	1	1	1	1	3	1
intenzivirati	G	4371	2	3	2	3	3	0	1	3	5	4	1	2	1	2	2	1	2	2	2	2	0	0	1	2	2	1	1	1	1	1	1	1	3	2	3	2	1	3	2	2	1	2	1	2	2	2	4	5	1	3	1	4	1	2	2	3	5	1	3	1
legitiman	P	14579	2	3	4	4	1	0	1	5	5	4	1	4	2	4	3	5	3	4	3	3	0	0	1	4	2	2	1	4	5	4	2	3	4	2	1	4	1	3	1	3	1	2	1	2	2	4	2	4	5	3	1	4	2	3	2	4	5	3	2	3
sredina	I	137538	3	5	1	4	3	0	2	5	5	4	5	5	5	5	4	5	5	5	5	5	0	0	3	4	3	5	4	4	1	5	5	5	5	5	3	4	3	4	4	4	3	3	4	3	3	4	3	5	3	2	3	5	4	5	3	5	5	3	5	4
prestajati	G	34632	2	5	4	5	0	0	3	5	5	4	1	5	1	5	2	4	5	5	3	3	0	0	1	4	4	5	2	5	4	1	3	5	3	5	3	4	2	5	2	4	2	5	3	3	3	4	1	4	2	3	2	4	2	3	2	4	5	5	2	4
moliti	G	248089	4	3	3	3	0	0	4	3	5	5	5	4	4	3	4	4	5	5	5	3	0	0	2	4	5	5	2	5	3	5	4	4	5	5	2	3	2	4	4	4	4	3	4	4	3	3	1	3	1	3	3	4	4	4	5	5	5	5	5	1
razgradnja	I	5272	4	4	1	4	0	0	2	3	5	5	4	3	1	4	5	2	3	4	2	4	0	0	2	2	5	3	3	3	2	2	2	3	4	3	3	2	3	3	2	3	3	2	3	3	2	2	1	1	4	4	2	2	4	4	4	3	5	2	3	1
opstanak	I	27810	3	3	1	5	0	0	3	5	5	5	2	4	2	2	3	3	5	5	4	3	0	0	2	2	4	3	3	3	5	2	2	3	3	3	3	3	2	4	2	3	2	2	1	3	3	3	2	3	5	4	2	2	2	3	3	3	5	1	3	2
dojiti	G	12135	5	3	4	4	0	0	5	4	5	5	5	2	5	3	4	1	5	5	3	3	0	0	5	3	5	2	5	2	5	2	4	3	5	2	5	2	4	4	4	3	4	3	5	3	4	2	4	1	3	3	4	3	5	3	5	3	5	1	5	2
kreda	I	3689	5	4	5	3	0	0	5	5	5	5	5	3	5	3	5	5	5	5	3	3	0	0	5	2	5	3	5	2	4	4	5	4	5	3	5	2	5	4	5	3	5	2	5	3	5	2	5	2	5	5	5	5	5	3	5	3	5	2	5	5
mrlja	I	17229	5	4	1	4	0	0	5	5	5	5	5	5	5	4	5	5	5	5	5	4	0	0	5	4	5	4	5	3	3	2	5	5	5	3	3	3	4	4	4	4	5	3	5	3	5	4	5	5	3	3	5	5	5	5	5	4	5	5	5	5
tinejdžer	I	13465	5	5	2	5	0	0	5	5	5	5	5	5	5	3	5	5	5	5	5	5	0	0	5	3	5	1	5	3	2	2	5	5	5	3	4	2	5	5	4	4	4	3	2	3	5	3	2	3	5	5	4	5	3	4	5	4	5	3	3	5
komuniciranje	I	11523	3	3	1	2	0	0	3	5	5	5	4	5	1	4	1	4	2	5	5	4	0	0	3	3	3	4	5	3	5	4	2	4	4	3	3	5	3	5	3	4	3	4	3	4	4	4	4	4	5	4	3	4	1	4	2	4	5	4	2	5
cijepiti	G	7865	4	4	5	3	0	0	4	4	5	5	5	3	5	3	3	3	4	2	4	3	0	0	4	4	4	2	5	2	5	5	4	4	5	3	4	3	3	4	4	3	4	3	4	2	4	3	5	4	5	5	4	3	5	3	5	3	5	1	5	3
stavljati	G	106469	4	5	1	4	0	0	4	5	5	5	5	5	2	0	2	4	4	3	5	5	0	0	4	4	4	4	3	5	2	5	4	5	4	5	4	4	3	5	3	4	3	5	4	4	3	5	4	2	5	5	4	5	5	5	5	5	5	3	3	5
raznolik	P	17330	5	3	1	3	0	0	1	4	5	5	2	5	4	4	3	2	3	3	4	4	0	0	2	4	5	1	3	4	5	1	3	5	4	4	3	4	2	5	2	3	3	4	4	3	3	4	3	3	4	3	3	4	1	4	2	3	5	2	4	4
hokejaš	I	3525	4	5	5	2	0	0	5	3	5	5	5	3	0	4	5	3	5	5	5	3	0	0	5	3	5	1	5	2	3	2	5	3	5	2	5	1	5	4	5	2	4	2	4	2	5	2	4	3	4	4	5	3	5	3	5	3	5	2	5	1
zagledati	G	5121	3	4	3	4	0	0	3	3	4	4	1	4	3	5	1	2	4	4	4	5	0	0	3	4	5	3	3	4	5	2	4	5	3	3	4	3	1	5	3	4	4	4	4	4	4	5	3	4	3	3	5	5	2	4	4	4	5	2	4	5
uliti	G	8058	5	3	5	5	0	0	4	4	4	4	5	4	5	4	4	4	4	4	4	3	0	0	5	4	5	4	5	3	5	5	4	4	5	4	4	3	4	5	4	5	4	3	5	5	4	5	5	3	5	4	5	4	5	5	5	4	5	3	5	4
ratnik	I	12877	2	3	4	5	0	0	5	5	4	4	5	5	3	0	5	5	5	4	5	3	0	0	5	3	5	5	5	4	3	5	5	3	5	3	3	2	3	4	4	3	5	2	5	3	5	3	5	4	5	5	4	4	4	4	5	3	5	2	5	1
inicirati	G	10911	3	3	3	3	0	0	2	5	5	5	2	2	5	4	1	1	2	3	3	2	0	0	2	3	3	1	3	2	2	3	2	3	2	2	3	3	2	4	3	3	2	4	2	3	4	4	4	2	1	1	1	2	2	4	3	2	5	2	3	1
nebitan	P	16757	4	3	1	4	0	0	2	5	5	5	1	4	0	5	5	3	3	4	5	4	0	0	1	5	1	5	1	5	2	2	2	5	4	4	1	4	1	5	2	4	2	5	4	4	2	5	2	3	4	4	1	5	3	5	2	5	5	4	1	1
ispraviti	G	28644	4	4	1	5	0	0	3	5	5	5	5	5	2	0	4	2	5	5	3	4	0	0	3	5	3	5	1	4	4	3	4	5	4	4	3	4	3	5	3	4	4	4	4	4	3	4	2	4	5	5	1	4	3	5	3	5	5	4	3	4
zaobljen	P	3630	3	3	4	4	0	0	4	3	5	5	5	5	4	3	4	1	5	5	4	4	0	0	5	4	5	4	5	4	3	5	4	3	4	3	3	2	3	4	4	4	4	4	4	2	3	3	4	2	3	3	4	4	4	4	5	3	5	3	5	2
odisati	G	7360	4	4	3	3	0	0	2	3	5	4	1	1	2	5	2	1	3	1	4	3	0	0	2	3	1	1	3	3	1	1	2	3	2	2	2	3	1	3	2	3	3	3	2	1	1	3	2	1	1	1	2	1	1	1	1	2	1	1	3	1
razrada	I	5916	3	3	4	4	0	0	2	5	5	5	3	4	5	2	3	1	4	3	3	4	0	0	1	3	1	3	3	3	1	1	2	4	4	4	3	3	3	4	3	4	2	2	2	3	1	3	3	4	1	1	1	3	1	4	1	3	4	1	3	1
licemjerje	I	8312	3	4	1	5	0	0	2	5	5	5	3	4	2	4	1	4	3	4	4	4	0	0	1	4	1	4	1	4	2	1	1	4	3	3	1	4	2	5	1	3	2	3	1	3	1	4	2	1	4	2	1	3	1	2	2	4	5	4	1	2
neprirodan	P	6215	5	3	1	4	0	0	2	3	5	5	2	5	4	2	2	3	5	5	2	4	0	0	1	4	1	5	2	4	5	1	2	5	3	4	3	4	3	5	2	4	3	4	3	3	1	3	1	3	5	5	2	4	1	3	3	3	5	3	2	3
badminton	I	3458	5	3	5	4	0	0	5	2	5	5	5	3	2	5	5	3	5	4	5	5	0	0	5	4	5	2	5	2	5	1	5	4	4	3	5	3	5	4	5	2	4	3	4	3	5	2	3	2	3	2	5	5	5	4	5	3	5	3	5	1
