leksem	vr	frek	14a.01.k	14a.01.č	14a.02.k	14a.02.č	14a.03.k	14a.03.č	14a.04.k	14a.04.č	14a.05.k	14a.05.č	14a.06.k	14a.06.č	14a.07.k	14a.07.č	14a.08.k	14a.08.č	14a.09.k	14a.09.č	14a.10.k	14a.10.č	14a.11.k	14a.11.č	14a.12.k	14a.12.č	14a.13.k	14a.13.č	14a.14.k	14a.14.č	14a.15.k	14a.15.č	14b.01.k	14b.01.č	14b.02.k	14b.02.č	14b.03.k	14b.03.č	14b.04.k	14b.04.č	14b.05.k	14b.05.č	14b.06.k	14b.06.č	14b.07.k	14b.07.č	14b.08.k	14b.08.č	14b.09.k	14b.09.č	14b.10.k	14b.10.č	14b.11.k	14b.11.č	14b.12.k	14b.12.č	14b.13.k	14b.13.č	14b.14.k	14b.14.č	14b.15.k	14b.15.č
nesiguran	P	15133	5	4	2	5	2	3	3	4	3	3	1	1	1	4	3	4	4	4	2	2	1	3	2	3	1	5	5	0	2	4	1	3	3	4	1	3	3	3	3	5	5	4	3	4	2	3	1	3	2	4	4	3	2	4	3	4	2	3	3	4
neupućen	P	5966	4	3	2	5	2	3	2	3	1	3	1	1	1	3	3	4	3	3	1	1	1	2	3	2	1	5	5	0	3	4	3	3	3	4	2	4	3	2	3	4	5	4	2	4	1	4	3	2	3	4	3	4	2	4	3	3	2	5	2	3
naučiti	G	165389	5	5	3	5	2	3	2	5	1	5	2	4	2	4	2	5	3	5	1	5	1	5	3	5	1	5	5	0	2	5	5	1	3	4	1	4	4	5	4	2	5	5	3	4	2	5	5	5	4	5	3	5	2	5	3	4	4	4	2	5
ubojstvo	I	80121	5	4	5	5	4	3	4	4	5	4	4	1	5	3	5	2	4	2	5	2	5	3	5	1	5	5	5	0	4	3	3	3	5	4	5	5	4	4	5	5	5	5	3	4	5	4	5	4	5	3	5	3	3	2	4	3	5	4	4	4
kozmetički	P	15141	4	2	3	3	3	3	2	4	3	3	2	1	4	3	3	3	4	2	5	2	5	1	4	1	4	5	0	4	2	2	3	4	3	3	3	1	4	5	3	4	5	5	3	4	3	4	4	3	4	3	5	4	4	3	2	2	4	4	3	4
optuživati	G	25154	4	2	4	3	2	3	1	3	1	3	2	1	2	3	3	3	3	4	2	2	1	2	2	1	1	5	4	0	4	3	5	2	3	4	1	3	4	4	4	5	5	4	3	4	2	3	2	2	4	3	5	3	2	3	2	3	3	4	3	4
skripta	I	7551	5	4	4	4	4	3	5	5	5	4	2	3	5	4	5	5	5	4	5	5	5	5	5	1	4	5	5	0	2	3	5	1	5	4	5	2	5	3	5	4	5	5	5	5	5	5	5	4	5	4	5	2	5	4	5	3	5	5	5	5
krupan	P	21417	4	4	5	4	4	3	5	4	4	3	4	3	5	3	5	4	5	3	5	4	5	3	4	2	4	5	5	0	5	3	4	4	5	4	4	5	4	3	5	3	5	4	5	5	5	4	4	4	4	4	5	2	5	4	4	3	5	3	4	4
ulazak	I	129020	5	3	4	3	2	3	4	4	3	4	4	5	5	4	4	4	3	4	4	3	3	5	4	2	4	5	5	0	5	4	3	3	5	4	3	3	4	4	4	4	5	5	3	4	3	3	5	5	4	4	5	4	4	5	2	3	5	4	4	5
prednost	I	156493	4	4	3	4	2	3	2	4	2	4	2	3	1	4	2	3	1	4	2	1	1	4	3	2	1	5	5	0	4	4	3	3	3	3	1	4	3	4	2	3	5	4	2	3	2	2	3	3	3	4	5	3	2	4	2	3	3	4	3	5
uvjetan	P	7322	3	1	2	3	2	3	1	1	1	2	1	1	1	3	2	2	1	2	1	1	2	3	2	1	1	4	0	5	2	3	5	3	2	3	1	5	2	3	2	5	4	4	1	3	1	2	1	1	1	2	1	3	2	4	1	1	2	2	2	4
školarac	I	6467	4	3	5	2	3	3	4	4	5	4	4	4	5	4	5	4	5	4	5	4	5	5	5	2	3	4	5	0	5	2	5	2	5	2	3	3	4	4	5	2	5	5	5	3	4	3	5	5	4	4	5	5	5	5	4	4	5	2	4	4
ugostitelj	I	15988	5	5	5	3	3	3	5	4	5	3	2	2	5	3	5	2	5	4	5	2	5	4	4	1	4	4	5	0	4	2	5	4	4	4	4	5	4	4	5	2	5	4	4	4	5	4	5	5	5	4	5	2	4	4	5	2	5	4	5	5
ulagati	G	47478	4	3	3	5	2	3	2	3	2	2	1	3	3	4	4	2	2	4	4	2	3	3	3	1	1	4	0	5	3	3	3	5	2	4	2	2	4	3	2	3	5	3	3	3	4	3	2	2	1	4	3	3	2	4	3	2	2	4	2	5
zanimljiv	P	338893	4	4	2	4	2	3	2	5	2	4	3	4	1	4	2	5	2	5	3	5	1	4	2	2	1	5	5	0	3	5	3	5	1	4	2	4	2	5	3	3	5	5	2	4	2	4	1	5	1	5	3	5	4	5	2	4	3	5	3	5
diktirati	G	9317	4	3	4	2	3	3	3	4	2	3	2	2	4	3	4	3	2	4	4	3	4	3	3	1	4	4	0	3	4	2	3	1	4	3	4	5	5	3	3	2	5	4	3	3	3	3	3	1	4	3	3	4	4	4	3	2	4	3	4	3
prisluškivati	G	3277	5	2	2	4	3	3	4	4	4	2	4	2	5	3	4	3	4	3	5	2	2	3	3	2	4	4	5	0	5	3	3	1	3	3	3	2	5	3	4	2	5	3	4	4	3	2	5	3	5	3	5	4	4	4	4	3	3	3	4	4
depresivan	P	12253	4	3	3	5	3	3	4	5	3	1	4	3	1	4	2	5	4	3	2	2	1	4	1	1	2	4	5	0	4	4	3	4	2	4	2	2	2	4	2	3	5	5	1	4	2	2	4	4	3	3	5	3	2	5	3	4	3	4	2	3
kadetski	P	6021	3	1	2	2	2	3	1	1	2	3	1	1	1	1	2	1	4	2	3	1	2	1	1	1	1	4	0	2	1	1	5	4	2	3	3	2	4	2	2	1	5	1	1	2	1	1	2	1	3	1	3	1	4	3	2	1	2	2	2	2
krovni	P	12040	4	1	4	2	3	3	2	1	5	2	4	2	3	3	5	1	4	4	5	1	5	2	5	2	4	5	0	2	5	3	3	4	3	3	4	1	5	3	4	3	5	0	4	3	5	3	4	2	5	3	5	2	4	4	4	4	4	3	3	4
orginalan	P	3988	4	5	3	4	3	3	2	5	1	3	2	3	1	4	3	5	2	3	2	4	1	5	1	1	2	5	5	0	2	4	1	5	2	5	1	2	3	3	2	3	5	0	1	4	1	4	2	3	1	3	5	5	2	5	4	5	3	4	3	5
jednostavan	P	166520	3	4	1	4	2	3	1	5	1	5	2	4	1	5	2	5	2	5	1	5	1	5	1	3	1	5	1	0	2	4	3	3	2	5	1	5	3	5	2	4	5	5	3	4	1	4	1	2	1	4	3	4	2	5	4	5	3	5	3	5
prokomentirati	G	13850	4	4	2	5	2	3	2	5	3	2	2	3	1	5	3	5	2	5	1	5	5	5	4	3	3	5	5	0	3	4	3	5	2	4	2	5	5	5	2	5	5	5	2	4	2	4	5	5	4	3	3	5	2	4	2	3	2	4	4	4
mješanac	I	3080	2	3	1	2	2	3	2	3	4	2	4	3	4	4	4	2	3	3	2	4	5	4	5	1	1	4	0	4	5	3	3	3	3	4	2	4	2	4	4	3	5	5	3	4	3	3	3	3	4	3	5	2	2	3	4	2	4	3	2	3
sastati	G	28109	4	3	2	3	2	3	2	5	3	5	4	3	2	3	5	5	3	5	5	3	3	4	2	2	4	5	5	0	2	4	5	2	2	5	2	3	5	5	3	4	5	5	3	4	2	2	2	2	4	3	3	5	4	4	2	3	3	4	3	5
lijek	I	137113	4	4	25	5	4	3	5	4	5	4	3	3	5	4	5	5	5	2	5	3	5	3	4	2	3	5	5	0	4	3	1	3	5	4	2	4	3	4	3	4	5	5	3	5	4	3	5	5	5	3	5	4	5	5	5	4	5	5	5	5
opravdanost	I	6358	3	2	1	4	2	3	1	2	1	4	1	2	1	4	3	4	3	3	1	2	1	4	1	3	1	4	0	4	2	3	5	3	3	4	1	4	1	2	1	3	2	4	2	4	1	3	1	2	3	3	2	3	2	4	1	4	2	4	2	5
rat	I	443507	5	4	2	4	4	3	4	4	4	4	3	1	5	3	3	1	4	5	5	3	5	4	5	1	3	4	0	4	4	3	3	5	4	4	3	4	2	3	3	4	5	2	4	5	4	4	5	5	5	3	5	4	4	3	5	3	5	4	4	5
opisati	G	69890	4	4	1	3	2	3	1	5	2	5	3	4	3	4	2	5	2	5	1	5	3	4	3	4	2	5	5	0	4	4	5	4	3	4	2	3	3	5	2	4	5	5	2	4	1	3	1	5	3	5	2	5	2	4	3	3	3	4	3	5
osposobiti	G	7345	4	3	1	3	2	3	1	4	1	2	2	3	2	3	3	5	2	5	1	3	3	3	4	2	1	4	5	0	3	3	5	3	2	4	1	5	3	3	1	3	5	4	2	3	1	3	2	3	2	4	3	4	2	4	2	3	2	3	3	4
potrošački	P	11888	4	3	1	2	2	3	2	4	3	3	2	2	3	3	3	2	2	3	1	4	3	4	3	2	2	5	5	0	2	2	5	4	2	3	2	5	2	3	3	2	4	5	2	3	1	2	1	1	3	2	2	3	1	3	2	2	3	3	2	5
državljanstvo	I	18822	5	2	2	2	2	3	2	3	4	3	3	2	5	5	4	2	4	2	2	2	2	3	4	1	2	4	0	4	2	2	5	1	2	3	2	3	2	4	2	3	5	3	3	3	1	2	1	2	3	3	2	2	2	3	3	3	2	3	3	4
križaljka	I	3247	5	2	5	3	4	3	5	3	5	2	4	2	5	4	5	3	5	3	5	2	5	2	5	1	5	4	0	4	4	3	5	2	5	3	5	3	5	5	5	4	5	5	5	5	5	4	5	3	5	4	5	3	3	3	5	3	5	3	5	4
krstiti	G	8252	5	3	4	2	4	3	4	3	2	2	3	1	5	0	3	2	5	2	5	3	4	1	4	1	3	4	0	4	4	2	3	3	5	3	5	2	4	3	3	2	5	2	4	4	5	3	5	5	4	2	5	1	2	5	5	3	5	4	4	3
obarati	G	3556	4	2	4	2	2	3	5	5	2	1	1	1	2	2	4	4	3	5	1	1	5	2	4	1	3	4	0	4	3	3	5	5	3	3	2	2	5	3	4	3	5	1	3	3	4	3	2	3	3	4	5	2	2	3	4	2	4	3	3	2
pokrivanje	I	7256	4	4	4	4	2	3	5	5	5	3	4	4	5	2	4	4	4	5	5	4	5	3	2	2	3	5	0	0	5	3	5	1	5	4	4	2	5	5	5	5	5	5	5	5	5	5	5	4	4	5	5	5	2	5	4	4	5	4	2	3
primitivan	P	18834	5	4	1	3	2	3	2	4	2	3	1	1	1	4	2	4	1	3	1	2	1	2	3	1	2	4	4	0	2	3	3	3	4	4	1	4	2	2	3	1	5	5	3	4	3	3	4	2	1	3	5	2	1	2	4	3	2	4	2	5
ugroziti	G	22173	4	2	2	3	2	3	2	3	1	4	3	2	1	4	2	3	1	3	1	3	1	2	3	2	2	4	4	0	3	3	5	2	3	3	2	3	2	4	2	3	2	4	2	4	2	2	2	2	2	4	3	3	1	4	3	3	4	4	3	4
brodski	P	21119	5	4	4	4	2	3	3	3	4	2	3	1	4	3	5	2	5	2	5	2	5	1	5	4	5	4	0	4	4	2	5	1	3	3	4	3	4	4	4	2	5	3	4	3	4	2	3	2	3	2	3	1	2	2	5	2	5	3	4	3
ventil	I	18617	0	0	5	2	4	3	5	3	5	4	3	1	5	3	5	1	5	2	5	1	5	1	5	1	5	4	0	1	5	3	1	3	5	3	5	3	5	4	5	4	5	3	5	5	4	2	5	3	5	2	5	2	4	3	5	2	5	2	3	3
metabolički	P	3986	4	3	2	3	2	3	1	1	3	1	1	1	2	3	3	2	5	2	1	1	4	5	4	2	1	3	0	3	1	3	5	4	2	3	1	3	4	2	1	1	3	3	1	2	2	1	1	1	1	3	3	3	2	2	3	3	1	3	1	2
prelijep	P	16068	2	4	2	5	2	3	2	3	2	2	4	4	1	2	5	5	2	4	3	3	4	4	4	3	2	5	0	5	2	4	3	5	1	3	1	1	1	5	4	5	3	5	2	5	2	5	4	4	3	4	2	5	2	5	2	4	4	2	2	3
novouređen	P	3595	5	2	2	4	2	3	2	2	3	3	4	3	5	4	4	3	1	3	1	2	3	3	4	1	4	4	0	4	4	2	1	5	4	3	2	5	3	3	2	3	5	3	3	3	3	4	2	3	2	3	2	2	4	3	5	3	3	1	2	3
poman	P	3131	4	2	1	1	2	3	1	1	1	2	1	1	1	3	1	1	1	1	1	1	5	1	3	2	1	4	4	0	1	3	5	3	1	2	1	3	2	2	1	1	4	2	2	3	1	1	1	1	1	1	2	1	1	2	3	2	1	4	2	2
laserski	P	9125	4	2	2	2	2	3	2	2	4	1	3	1	4	3	2	2	3	1	4	1	5	2	5	2	4	4	0	2	2	2	3	3	4	3	3	1	3	3	3	3	5	4	4	4	3	2	3	2	3	2	4	2	2	3	5	2	4	4	3	4
potrošiti	G	61782	4	4	3	5	2	3	5	5	2	4	4	4	4	4	5	5	1	4	5	4	1	4	5	4	1	5	0	5	4	4	3	5	3	5	2	4	3	5	3	5	5	5	3	5	3	5	2	4	4	5	4	4	2	5	4	4	5	4	3	4
kadulja	I	4291	4	2	5	4	4	3	5	2	5	1	3	2	5	4	5	1	5	3	5	1	5	2	5	3	5	3	0	2	5	3	5	4	5	3	5	3	5	2	5	3	5	4	5	4	5	1	5	1	5	1	5	3	5	4	5	3	5	3	5	3
vodovod	I	20638	5	3	5	3	4	3	5	3	5	5	3	1	5	3	5	3	5	3	5	2	5	2	5	2	4	4	2	0	5	0	5	1	5	3	5	2	3	4	4	3	5	5	5	4	4	2	5	5	5	3	5	2	4	3	5	4	5	3	4	4
gorući	P	6412	0	0	5	4	2	3	1	3	3	3	5	2	3	3	5	3	5	3	3	1	5	3	4	1	4	4	2	0	4	2	3	2	4	3	4	1	5	3	4	2	5	4	4	3	5	2	3	3	3	2	5	2	5	3	3	2	4	4	2	4
posvećen	P	13460	4	2	2	4	2	3	2	2	2	2	2	2	2	3	2	3	1	3	2	2	3	2	4	1	1	4	0	5	1	2	5	5	3	3	1	5	1	3	2	3	4	4	2	3	2	2	1	2	3	2	2	3	3	5	1	3	3	3	2	3
tetovaža	I	7944	5	3	5	4	4	3	5	5	5	3	5	4	5	4	5	4	5	2	5	2	5	3	5	3	5	4	0	4	5	3	5	5	5	5	5	2	5	4	5	3	5	5	5	5	5	2	5	5	5	2	5	4	5	3	5	4	5	4	5	3
pejzaž	I	6016	5	3	5	2	4	3	3	4	5	3	3	2	5	3	5	3	5	2	4	1	5	5	2	3	4	4	0	4	4	3	3	2	5	3	4	2	3	2	4	2	5	4	5	5	4	2	5	3	4	2	5	3	2	3	2	4	5	4	3	3
napaliti	G	3649	4	3	5	5	3	3	2	5	5	4	5	4	1	4	4	4	1	2	5	5	3	5	4	4	1	4	0	5	2	2	3	2	3	4	1	2	3	3	3	5	3	3	2	4	3	2	3	5	1	4	2	4	1	2	3	2	4	5	1	2
nanositi	G	17555	4	3	5	5	2	3	2	4	2	2	4	2	4	4	3	3	1	1	5	4	2	3	2	3	2	4	0	5	4	3	3	5	3	3	2	5	4	3	3	4	5	5	4	4	4	3	2	3	2	3	2	4	4	4	4	3	4	4	2	3
probuditi	G	59121	5	4	5	5	2	3	5	5	5	5	4	4	5	5	5	5	2	5	5	5	5	5	4	5	3	5	0	5	5	4	5	3	4	5	4	5	5	5	5	5	5	5	5	5	5	5	5	2	5	5	5	5	4	5	4	4	5	2	4	4
brodogradilište	I	28633	5	4	5	2	4	3	3	3	5	1	4	1	5	3	5	1	5	1	5	1	5	2	5	3	5	3	0	2	5	1	5	2	5	3	5	2	5	2	4	2	5	4	5	3	5	3	5	2	5	2	5	2	5	2	5	2	5	4	5	3
izmaći	G	3817	3	2	4	1	2	3	1	1	3	2	2	1	1	1	3	1	1	1	2	2	2	1	3	1	2	4	0	3	3	3	1	1	1	2	2	2	3	2	3	4	1	2	2	1	4	2	3	1	2	3	4	2	3	3	1	3	3	2	2	3
mito	I	9688	5	4	5	3	2	1	2	3	4	2	4	1	5	3	5	4	1	1	3	1	5	1	5	1	1	4	4	0	2	3	5	11	2	3	3	2	3	2	4	5	5	0	3	2	5	2	4	2	2	2	5	2	2	3	4	3	4	3	3	5
kupovanje	I	8675	5	4	5	4	2	3	5	5	4	3	4	4	5	4	5	5	1	5	5	4	4	5	5	1	3	5	0	5	5	3	5	4	3	4	4	5	5	4	5	5	5	4	4	4	5	5	5	5	5	3	5	3	4	5	4	4	5	5	2	4
isprobati	G	30500	4	2	4	5	2	3	2	5	4	4	4	4	5	4	5	5	1	5	4	3	3	3	5	5	4	5	0	5	4	4	5	3	2	4	4	4	4	5	3	5	5	5	4	4	4	4	5	5	3	4	3	5	5	4	2	4	5	5	3	4
grub	P	26358	4	2	5	3	4	3	4	4	3	3	3	3	2	4	5	3	3	2	5	3	2	2	4	4	3	5	0	4	3	3	5	4	4	3	2	4	4	4	3	4	5	4	3	3	4	4	5	4	2	4	4	3	4	3	4	5	4	5	3	4
simbolički	P	7275	5	4	4	3	2	3	2	4	1	3	3	1	2	3	2	2	2	5	2	3	1	5	2	1	1	5	0	3	1	3	4	1	2	3	1	2	1	3	1	4	1	4	1	3	3	2	2	4	1	3	1	3	2	5	2	3	3	4	1	5
prikladan	P	30497	4	3	4	2	2	3	1	4	2	4	2	4	1	4	2	5	1	4	3	3	1	4	4	4	1	5	0	5	2	4	3	3	2	4	1	3	2	4	2	4	1	4	2	4	1	3	2	2	1	3	1	4	3	4	1	4	1	3	2	4
