leksem	vr	frek	15a.01.k	15a.01.č	15a.02.k	15a.02.č	15a.03.k	15a.03.č	15a.04.k	15a.04.č	15a.05.k	15a.05.č	15a.06.k	15a.06.č	15a.07.k	15a.07.č	15a.08.k	15a.08.č	15a.09.k	15a.09.č	15a.10.k	15a.10.č	15a.11.k	15a.11.č	15a.12.k	15a.12.č	15a.13.k	15a.13.č	15a.14.k	15a.14.č	15a.15.k	15a.15.č	15b.01.k	15b.01.č	15b.02.k	15b.02.č	15b.03.k	15b.03.č	15b.04.k	15b.04.č	15b.05.k	15b.05.č	15b.06.k	15b.06.č	15b.07.k	15b.07.č	15b.08.k	15b.08.č	15b.09.k	15b.09.č	15b.10.k	15b.10.č	15b.11.k	15b.11.č	15b.12.k	15b.12.č	15b.13.k	15b.13.č	15b.14.k	15b.14.č	15b.15.k	15b.15.č
progovoriti	G	24551	3	3	1	4	2	4	4	4	3	4	2	4	2	5	2	4	3	3	3	3	5	2	2	4	2	4	3	3	1	3	1	0	4	4	5	4	4	4	5	5	4	5	4	4	5	4	3	5	5	3	1	4	5	1	2	3	4	1	2	4
konstatacija	I	9812	1	1	1	3	1	2	3	2	2	4	2	4	3	5	3	4	3	3	2	2	1	1	2	3	2	3	1	1	1	2	0	0	2	3	1	5	3	4	3	3	2	4	2	4	4	2	1	3	1	2	3	3	4	1	1	2	3	2	5	3
strast	I	38465	2	3	1	3	1	5	1	5	2	5	1	3	1	4	2	4	2	4	1	2	1	3	1	4	1	3	1	5	2	3	0	2	4	5	1	2	3	3	4	5	2	5	2	2	3	3	1	4	4	2	1	3	1	1	1	3	2	1	4	3
pučki	P	25523	4	3	2	4	3	2	3	3	1	4	2	2	2	3	3	4	1	1	2	2	3	1	2	2	3	3	3	2	1	2	1	0	4	3	1	3	4	3	3	4	3	1	3	3	2	1	3	3	2	1	1	2	1	3	2	2	2	2	1	3
preventivan	P	16915	4	4	2	4	2	4	3	4	2	3	2	3	1	4	2	4	2	3	1	2	4	2	2	3	2	2	2	4	1	3	0	3	2	4	1	3	3	3	3	4	1	4	3	2	1	2	1	3	2	1	2	3	1	5	1	1	2	1	3	3
svanuti	G	3222	3	4	4	4	3	3	4	3	5	4	2	3	5	4	4	4	5	2	2	2	4	4	4	4	4	3	3	3	2	2	3	0	3	3	2	2	4	3	4	5	3	3	4	3	2	3	2	3	4	2	3	4	5	5	3	2	4	2	4	3
recitirati	G	3051	2	3	5	3	3	2	5	4	5	5	2	4	4	4	3	4	3	1	5	1	5	3	3	3	4	3	3	3	2	2	0	4	4	4	4	2	4	3	4	4	3	2	4	3	2	2	2	2	5	2	4	3	5	4	5	2	4	1	3	2
predvoditi	G	43462	4	4	4	3	4	5	4	4	4	5	2	3	2	5	3	4	4	3	3	1	5	5	2	4	2	2	3	4	2	3	4	0	4	5	4	3	4	3	4	4	4	4	4	2	2	2	2	1	3	2	4	3	4	2	3	3	4	2	5	3
maloljetan	P	12114	5	4	4	4	4	4	3	3	4	5	4	4	1	4	4	4	3	2	4	3	5	5	4	4	3	4	3	5	2	3	0	3	5	4	1	3	5	4	5	5	5	3	4	2	5	3	5	2	3	3	3	4	2	2	1	2	4	4	4	3
pogoditi	G	80134	5	5	3	4	5	5	4	4	4	4	4	4	3	4	3	5	3	5	5	5	4	4	4	4	4	4	1	3	2	3	2	0	4	5	5	4	3	3	5	5	3	5	4	3	2	4	2	5	5	4	4	5	5	5	3	4	3	4	5	4
odnijeti	G	41486	4	5	5	5	5	5	4	5	4	5	5	5	2	5	3	5	5	5	5	4	5	5	4	4	3	3	3	2	3	4	0	3	4	4	5	5	4	4	4	5	5	5	5	3	4	5	3	5	5	4	3	5	4	5	2	4	2	1	5	2
pjenušac	I	3356	5	3	5	3	5	3	5	2	5	5	5	2	5	3	5	3	5	1	5	1	5	3	5	3	5	2	4	2	5	1	3	4	5	4	5	5	5	3	5	4	4	4	5	3	5	2	5	1	5	2	3	3	5	3	4	2	5	1	5	3
tropski	P	7174	3	3	4	2	4	3	4	3	4	3	2	2	3	4	2	4	4	1	4	2	4	2	4	4	3	3	3	2	3	2	5	4	4	4	4	3	4	3	3	3	2	3	5	2	2	2	4	3	3	1	5	2	3	3	3	2	3	3	5	2
proizvod	I	344914	4	5	4	4	1	5	4	5	5	3	2	5	4	5	3	5	3	4	5	3	5	5	3	5	5	3	3	4	3	5	5	5	5	5	5	3	4	4	5	5	1	5	5	2	4	3	5	4	5	3	3	5	5	4	3	3	4	4	5	4
izjavljivati	G	11569	2	4	4	4	3	3	3	3	3	5	2	5	2	4	5	5	2	4	5	5	3	3	2	4	2	3	3	3	2	3	5	3	4	5	3	5	4	3	4	4	5	4	4	4	4	4	2	5	5	4	5	3	5	4	1	4	4	3	5	3
nabaviti	G	56745	2	4	3	4	2	4	4	5	4	5	2	3	2	4	2	5	3	4	4	4	1	3	3	4	3	4	3	3	2	4	3	3	3	5	3	3	4	3	4	4	5	3	4	3	3	4	3	5	5	3	3	3	1	3	1	3	2	2	5	3
kockast	P	4557	5	3	5	3	4	4	5	4	5	4	4	3	2	4	3	4	5	2	5	3	5	3	5	4	4	2	2	2	5	2	3	3	5	4	5	3	4	3	5	4	5	1	4	2	5	2	5	3	5	2	3	4	5	1	5	3	5	1	4	4
ponukati	G	3936	3	2	2	3	1	1	3	2	1	2	2	3	2	4	2	3	2	1	2	2	1	2	2	2	1	1	3	1	1	2	4	0	3	3	1	3	3	2	3	3	3	3	3	2	2	1	1	1	2	1	5	2	1	1	2	3	3	2	5	2
strog	P	39780	2	4	2	4	2	5	3	4	2	2	1	4	2	4	3	5	3	3	3	3	1	3	2	4	1	4	2	5	2	3	0	0	2	5	1	5	3	4	4	4	4	4	5	1	3	3	3	4	3	2	2	2	1	4	3	3	3	3	2	4
vunen	P	3102	4	3	5	4	5	3	4	3	5	3	5	2	5	4	4	5	5	2	5	3	5	3	5	3	3	1	4	3	5	3	0	0	5	4	5	3	5	3	4	3	5	2	5	3	4	2	5	4	5	2	5	0	5	2	5	3	5	3	5	3
magistar	I	6634	4	2	3	4	5	3	3	4	5	3	2	4	2	4	2	4	2	3	5	2	5	4	4	4	4	3	3	4	2	4	0	4	5	4	3	3	4	4	4	4	2	4	4	3	4	2	5	2	5	3	3	3	3	2	2	2	3	4	5	3
izmisliti	G	23519	2	4	1	4	3	5	2	5	2	2	2	4	2	5	1	5	2	2	3	4	2	4	2	4	2	5	2	4	1	4	4	5	3	5	2	4	4	4	5	5	4	2	4	2	2	3	2	5	3	2	3	5	1	3	1	3	2	2	5	3
izigravati	G	3336	2	3	1	4	3	3	3	3	1	5	2	4	2	4	1	4	3	2	2	3	1	2	2	4	2	3	2	3	1	3	3	0	2	2	4	3	3	3	3	4	3	3	3	2	1	2	2	5	2	2	3	4	1	2	1	3	1	3	4	3
zezati	G	13817	2	4	2	4	3	4	1	5	2	4	2	4	3	5	2	5	4	4	4	4	0	4	2	4	2	5	3	4	1	4	0	5	3	4	2	5	4	4	5	5	5	5	4	2	4	4	3	5	3	4	4	5	1	4	1	4	3	3	3	4
napet	P	15292	3	4	2	4	4	5	2	5	3	5	2	4	4	5	3	5	3	4	5	3	1	3	4	4	1	4	2	5	3	4	4	0	3	5	4	4	3	4	4	5	3	4	4	3	3	4	3	5	4	3	2	5	3	3	2	3	4	3	4	3
misliti	G	1274155	4	5	1	5	2	5	2	5	3	5	1	4	1	5	2	5	5	5	4	5	5	5	1	5	1	5	2	5	1	5	0	5	2	5	2	5	3	4	5	5	1	5	4	3	3	5	2	5	3	4	3	5	1	5	1	5	3	3	4	4
kasniti	G	21341	4	4	2	3	3	4	4	5	4	5	2	4	2	5	5	5	4	4	5	5	5	5	2	5	2	4	4	5	2	4	3	4	2	5	2	5	4	4	5	5	5	5	4	4	3	4	3	5	4	3	3	5	2	4	3	4	2	4	5	3
slučajan	P	26962	2	4	1	4	1	5	2	5	2	5	1	4	2	5	1	5	2	4	3	4	1	3	1	5	1	4	2	4	1	4	4	4	2	5	1	5	3	4	4	5	1	4	4	4	2	5	2	5	2	2	3	5	1	4	1	5	2	3	5	3
savjestan	P	4198	2	3	1	4	1	4	1	5	1	5	1	3	1	4	4	4	2	2	2	3	1	3	1	4	1	4	2	5	1	3	4	4	2	4	1	3	3	3	4	5	3	3	3	3	3	4	3	5	3	3	3	5	1	1	2	4	2	4	2	2
šutljiv	P	3014	4	3	3	3	4	4	4	3	2	4	1	4	3	5	4	4	4	3	4	3	5	4	2	4	2	4	3	4	2	3	3	4	2	4	3	5	4	4	5	5	5	2	4	3	4	4	5	5	5	2	3	5	3	3	2	3	4	3	1	3
sudbina	I	78036	3	3	1	4	2	4	1	4	1	4	1	2	1	4	2	5	2	3	1	2	1	4	1	3	1	3	1	5	1	3	4	3	3	5	1	4	2	3	3	5	1	3	2	3	1	3	3	5	1	3	1	4	1	3	1	4	2	3	5	2
plemenit	P	21681	2	3	1	3	1	2	1	3	1	3	1	2	2	4	4	4	3	2	1	2	1	2	1	3	1	3	2	3	1	2	1	1	2	5	1	3	3	3	4	5	2	4	3	2	2	2	5	5	2	1	1	4	1	2	1	1	3	3	1	3
ustrojiti	G	3405	3	2	3	2	3	2	1	2	1	3	1	2	1	4	2	3	3	1	2	2	3	2	2	3	2	2	3	2	1	1	1	0	3	4	2	2	3	3	4	4	1	4	3	2	1	2	4	4	4	1	2	4	1	1	1	1	2	1	2	4
kloniranje	I	3435	4	2	4	2	4	2	5	3	2	2	2	2	4	3	3	3	5	1	5	2	5	1	1	3	3	2	3	2	4	2	3	1	3	4	4	3	4	2	5	4	5	2	4	2	2	2	5	3	3	2	2	2	3	1	5	2	4	2	4	4
reguliranje	I	5418	3	4	3	3	2	2	3	3	2	2	2	4	2	4	2	3	3	2	3	3	3	1	1	3	3	2	3	2	2	4	2	4	3	4	3	3	3	3	4	4	2	5	4	2	2	2	4	3	2	1	4	4	1	3	2	4	2	2	5	3
bilijun	I	3160	5	2	5	3	5	3	5	4	3	3	5	4	3	3	3	4	2	3	5	4	5	4	5	3	3	2	3	3	2	3	4	3	3	5	3	3	5	4	3	3	5	1	5	2	4	2	5	4	3	2	3	4	1	2	3	2	4	2	3	4
popunjavati	G	6481	4	3	4	4	2	4	4	4	3	5	4	4	2	4	3	4	5	4	4	3	5	4	4	4	4	3	2	3	3	3	4	2	4	5	5	4	4	3	5	5	4	5	5	3	4	3	5	5	5	4	4	5	5	5	5	3	3	3	5	4
prekrižiti	G	3930	4	3	5	3	4	4	4	4	3	4	4	4	3	5	4	4	5	4	4	3	5	4	5	4	5	4	3	4	3	2	4	3	3	5	5	4	4	3	5	5	4	3	5	3	5	3	5	5	5	4	4	5	5	5	5	4	5	3	5	4
zdravstven	P	156396	3	4	3	3	3	3	4	4	4	4	1	4	3	5	3	4	4	2	2	3	5	3	3	3	3	3	3	4	2	3	2	3	3	4	2	3	4	4	4	5	2	4	4	4	2	3	5	5	2	2	3	5	3	3	1	4	2	4	5	4
nadgledati	G	6465	3	3	2	3	2	2	4	4	3	4	1	3	2	4	3	4	4	1	4	3	5	1	2	3	2	3	3	4	2	2	5	3	3	3	3	4	3	3	5	4	2	2	4	3	2	1	4	5	5	3	3	5	4	3	5	3	2	3	4	3
moćnik	I	9673	4	2	2	3	1	2	3	2	4	3	2	4	4	4	4	3	4	2	3	2	1	1	3	3	4	1	3	2	2	2	2	2	5	3	1	1	4	3	4	4	1	3	3	2	2	1	4	4	4	3	3	2	3	1	2	1	4	3	4	4
izgubiti	G	254391	4	3	4	4	2	5	5	5	3	2	2	4	3	5	3	5	4	4	5	5	5	3	4	4	2	3	2	4	2	4	5	4	4	5	1	5	3	4	5	5	5	4	4	4	2	4	5	5	4	4	3	5	3	3	2	5	2	4	5	0
gastronomski	P	8126	4	4	2	2	2	3	4	3	5	4	2	5	2	4	4	4	3	3	3	2	3	2	3	4	3	2	3	2	2	1	4	3	3	3	3	2	3	3	3	3	5	2	4	2	1	1	3	1	1	1	3	4	1	2	1	1	3	2	3	3
generalski	P	3198	2	2	2	1	1	1	4	3	5	2	2	2	1	2	2	3	3	1	3	2	3	2	2	2	3	1	3	1	2	1	2	1	3	4	3	2	4	3	2	2	5	1	3	2	2	1	3	1	1	2	2	1	1	1	2	1	3	4	2	2
kajati	G	218562	3	2	1	3	1	2	3	4	2	2	1	4	1	4	2	3	2	2	2	2	1	2	2	3	1	2	2	4	1	3	3	1	2	5	1	3	3	3	3	2	4	2	4	3	1	3	5	3	3	2	1	3	1	1	1	2	3	2	2	3
četverac	I	4041	3	2	5	2	3	3	4	3	5	3	4	2	5	3	2	3	4	1	5	1	5	1	4	3	5	1	2	1	3	1	3	1	5	2	2	1	5	3	2	1	2	1	3	1	4	2	3	4	3	1	3	2	2	1	3	1	2	1	5	4
klijent	I	76836	4	5	4	3	4	4	4	5	5	2	4	3	3	5	2	4	4	3	5	3	5	2	4	3	5	2	3	4	2	3	2	2	5	5	2	2	3	3	4	4	2	2	3	3	4	3	4	2	2	2	4	3	3	3	2	3	2	4	5	4
kulinarski	P	6999	3	4	2	2	2	2	4	3	4	3	4	5	2	4	4	4	3	3	3	2	3	2	3	3	3	3	3	2	2	3	5	2	3	3	3	2	3	3	5	4	5	2	4	2	2	2	4	1	3	2	3	3	3	3	3	2	3	4	3	3
dizati	G	57447	4	5	5	4	3	5	4	5	3	4	4	4	4	5	5	5	5	4	5	4	5	4	5	5	2	4	3	4	4	4	5	3	3	5	5	4	4	4	5	5	4	5	4	3	5	3	5	4	5	3	5	5	5	5	5	5	4	5	5	4
