leksem	vr	frek	26a.01.k	26a.01.č	26a.02.k	26a.02.č	26a.03.k	26a.03.č	26a.04.k	26a.04.č	26a.05.k	26a.05.č	26a.06.k	26a.06.č	26a.07.k	26a.07.č	26a.08.k	26a.08.č	26a.09.k	26a.09.č	26a.10.k	26a.10.č	26a.11.k	26a.11.č	26a.12.k	26a.12.č	26a.13.k	26a.13.č	26a.14.k	26a.14.č	26a.15.k	26a.15.č	26b.01.k	26b.01.č	26b.02.k	26b.02.č	26b.03.k	26b.03.č	26b.04.k	26b.04.č	26b.05.k	26b.05.č	26b.06.k	26b.06.č	26b.07.k	26b.07.č	26b.08.k	26b.08.č	26b.09.k	26b.09.č	26b.10.k	26b.10.č	26b.11.k	26b.11.č	26b.12.k	26b.12.č	26b.13.k	26b.13.č	26b.14.k	26b.14.č	26b.15.k	26b.15.č
upaljač	I	4507	5	5	5	5	5	4	5	4	5	4	5	5	5	3	5	5	5	4	5	4	5	3	5	4	5	5	5	5	5	4	5	2	5	4	5	5	5	5	5	3	5	3	5	4	5	2	5	5	5	5	5	3	5	5	5	2	5	5	5	2
natjecateljski	P	17876	4	4	4	3	2	4	3	3	3	4	2	3	4	4	2	4	2	5	2	4	1	4	5	3	5	4	3	3	2	2	5	4	3	3	5	5	1	5	5	5	4	4	3	4	3	2	4	4	3	3	2	3	2	4	3	4	5	3	3	2
objasniti	G	179183	2	4	1	4	1	5	2	4	3	5	3	5	2	5	3	5	2	5	2	5	1	5	2	5	5	5	3	5	4	5	5	5	3	4	3	5	1	5	5	5	5	5	3	5	1	5	4	5	5	5	2	5	2	5	1	5	5	5	5	3
prijeći	G	85555	5	5	4	3	4	5	3	4	4	5	3	4	5	4	5	5	3	4	4	5	4	4	5	5	5	5	4	4	4	5	5	5	3	2	5	4	5	4	5	5	3	2	5	5	5	5	5	5	4	4	5	4	4	5	3	5	5	5	5	3
nepregledan	P	5234	3	4	2	4	2	4	5	3	3	4	2	4	3	3	3	4	2	4	4	4	1	3	3	3	5	5	3	3	3	5	3	3	2	2	3	4	2	4	3	5	4	3	5	5	5	1	4	5	4	4	3	3	1	3	1	4	5	4	4	2
džep	I	44141	5	5	5	4	5	5	5	4	5	5	5	4	5	4	5	5	5	4	5	4	5	4	5	4	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	5	5	4	5	5	5	4	5	5	5	5	5	5	5	4	5	5	5	5	5	3
skromnost	I	6166	1	4	1	4	1	4	1	4	2	4	2	5	3	4	1	3	1	3	2	4	1	4	1	4	4	3	2	3	1	3	3	4	4	2	1	4	1	4	4	4	1	4	2	4	1	3	3	5	1	2	1	4	1	3	2	4	1	4	1	3
suicid	I	4592	4	2	5	5	5	4	5	3	4	3	4	3	3	3	5	2	4	3	5	3	1	3	5	1	3	2	4	3	4	2	5	2	5	2	3	2	5	3	5	3	4	1	2	3	5	1	4	5	4	1	5	2	4	2	2	1	5	1	5	1
poetski	P	6024	2	3	1	5	2	4	2	2	3	4	4	3	3	4	1	3	2	5	2	4	1	4	2	2	3	3	2	3	1	1	4	3	2	2	1	3	1	3	5	4	3	3	2	3	1	1	2	4	0	3	1	3	2	5	2	4	5	5	3	1
svemirski	P	24745	2	2	2	2	4	4	2	2	4	4	1	3	2	4	4	5	2	4	3	3	1	1	3	2	4	3	3	2	1	1	5	3	4	3	5	2	3	4	5	4	1	3	4	4	5	1	4	4	3	2	5	3	5	4	2	2	5	5	5	2
slutiti	G	9663	1	2	3	4	1	4	1	3	2	4	1	4	2	3	1	5	1	3	1	3	1	3	2	2	3	2	2	2	1	2	2	3	3	2	1	3	1	4	2	3	1	3	1	3	1	1	1	3	1	2	1	4	1	4	1	4	5	1	1	1
patetičan	P	4373	2	3	2	5	1	4	2	3	3	3	2	3	4	3	1	5	2	3	1	4	1	3	2	2	4	4	3	2	1	1	2	2	2	3	1	2	1	3	2	4	1	1	1	3	1	1	2	2	1	0	2	3	1	4	1	3	1	4	1	1
suspendirati	G	4161	4	2	4	4	2	4	3	2	3	2	3	3	5	2	2	3	3	4	2	3	2	2	4	3	4	4	3	3	1	1	4	2	4	3	1	2	1	3	5	4	4	2	2	3	1	1	2	3	4	4	2	2	1	1	2	1	1	4	5	1
flora	I	8287	5	3	3	2	5	3	3	2	4	3	0	2	5	2	4	2	4	3	3	3	4	2	5	1	3	3	5	2	1	1	5	2	4	3	1	1	4	3	1	2	1	2	5	2	5	1	5	2	4	4	5	2	5	3	3	2	5	1	5	1
gaziran	P	4016	4	4	4	2	5	4	5	4	4	3	4	3	5	3	5	2	5	2	4	3	2	3	5	5	5	4	4	4	1	2	5	3	4	3	1	4	4	5	4	4	2	4	5	4	5	5	4	5	5	5	5	4	4	5	3	4	5	5	5	3
privredni	P	11298	2	4	2	1	3	4	1	1	3	2	4	2	5	3	3	2	1	5	3	2	1	1	4	2	2	2	2	2	1	1	2	2	2	1	3	1	1	3	2	1	1	2	2	3	1	1	2	4	1	2	4	3	1	2	1	2	1	1	1	1
kampanja	I	112527	3	3	2	4	4	4	3	1	4	3	1	3	5	3	2	3	2	4	3	3	2	2	5	1	3	2	4	5	2	1	5	3	3	1	5	4	2	4	3	3	3	2	2	4	1	1	4	3	3	3	3	3	2	2	1	4	1	5	3	2
privoditi	G	4916	4	3	2	3	2	4	3	3	3	4	3	3	5	3	3	2	4	4	5	3	2	2	5	3	4	3	2	3	2	1	4	2	2	2	3	4	1	3	5	4	5	3	4	3	5	1	3	3	3	3	4	4	2	3	1	1	5	4	5	2
referenca	I	13762	5	4	4	3	4	4	1	3	4	4	2	2	3	3	1	2	2	5	4	2	2	2	5	4	5	4	3	4	1	1	5	4	2	2	3	3	1	3	5	4	5	4	3	3	5	3	2	5	5	4	5	3	1	4	1	4	1	4	5	3
opljačkati	G	11283	4	4	4	2	5	4	5	4	4	3	3	4	5	3	5	4	5	5	5	4	4	3	4	3	5	3	4	4	4	1	5	3	3	2	5	2	2	3	5	4	5	3	4	3	5	1	4	4	4	4	5	3	3	3	2	1	5	4	5	2
minijaturan	P	5903	5	3	5	2	4	4	5	4	4	4	4	3	4	3	4	5	5	5	5	3	2	3	5	3	5	3	4	2	4	2	5	3	4	3	5	2	4	3	5	4	4	3	5	5	5	1	5	4	5	5	5	4	5	3	4	3	5	2	5	1
ličiti	G	16160	3	5	4	3	2	4	3	4	4	3	3	4	3	3	2	5	2	3	5	5	4	2	5	5	5	3	4	2	4	1	3	3	3	4	3	3	5	3	5	5	3	4	0	5	5	1	5	3	4	4	5	3	5	3	2	1	1	4	5	2
lud	P	72829	2	5	5	4	2	5	1	5	3	3	2	5	2	4	4	5	2	5	4	5	2	4	5	5	4	3	3	5	2	3	4	4	3	5	3	4	1	4	2	5	1	5	1	4	1	4	4	5	4	3	5	5	5	5	2	2	1	5	1	3
pronaći	G	225344	3	5	5	5	3	5	5	5	4	5	2	5	5	4	3	5	4	5	3	5	4	4	4	5	5	5	4	4	3	3	5	4	4	4	3	5	2	5	5	5	5	5	5	3	2	4	3	5	3	4	4	5	4	5	2	4	5	5	5	3
dadilja	I	4440	5	3	5	1	5	3	5	3	5	3	2	3	5	2	5	3	5	3	5	4	5	4	5	4	5	3	5	3	5	2	5	3	5	2	5	2	5	3	5	4	5	2	5	0	5	1	5	4	5	5	5	4	4	3	5	2	5	4	5	2
vježbati	G	35103	5	5	4	4	4	5	5	4	5	4	5	5	5	3	2	5	5	3	5	5	5	4	5	3	5	5	4	3	5	4	5	5	4	3	5	4	5	5	5	5	5	5	5	4	5	4	5	5	4	4	5	5	5	5	3	5	5	5	5	3
neostvaren	P	3038	2	3	3	5	2	4	3	3	2	3	4	3	1	3	1	4	2	2	1	3	1	2	2	3	4	2	2	2	3	2	3	3	1	2	1	3	1	2	1	4	1	4	1	4	1	1	2	4	1	1	2	4	1	4	2	3	1	4	1	2
zaduživati	G	6038	4	2	4	2	3	4	2	2	3	2	1	3	5	4	2	2	3	3	2	3	2	2	4	3	4	3	2	3	2	1	3	3	4	4	3	3	1	3	5	4	4	3	1	4	4	1	3	3	1	1	2	2	2	3	1	2	1	4	1	2
bombardirati	G	5553	5	2	5	5	5	4	4	3	4	2	2	3	5	3	5	4	4	5	5	4	2	3	5	3	5	2	4	3	3	1	5	3	4	3	5	3	4	3	5	4	5	3	5	4	5	1	5	3	4	4	5	4	5	2	2	2	5	2	5	2
uvažen	P	7240	3	3	2	4	2	4	4	3	2	4	4	2	3	3	1	3	2	3	1	3	2	3	5	2	5	3	3	3	2	1	3	3	2	3	1	3	1	4	1	3	1	1	2	4	1	1	3	4	2	3	2	3	3	1	2	3	1	4	1	1
spajati	G	33118	5	4	5	4	5	5	5	4	4	3	2	5	3	5	4	5	4	5	5	5	4	4	5	4	5	3	4	4	5	3	5	4	4	4	5	5	5	4	5	5	2	4	5	4	4	2	4	5	3	3	5	4	5	5	2	5	5	5	5	3
parfem	I	16554	5	5	4	3	5	5	5	4	5	4	4	4	3	5	5	5	5	3	5	4	5	5	5	5	5	5	5	4	5	2	5	4	5	3	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5
rađati	G	26394	5	3	0	2	5	4	5	2	5	3	5	4	3	3	5	4	5	4	5	4	3	4	5	4	5	3	5	4	5	2	5	3	5	2	5	3	5	4	5	4	5	4	4	3	4	2	5	5	4	4	5	4	5	5	3	3	5	4	5	3
boksač	I	7998	5	2	5	1	5	4	5	3	5	3	4	3	5	3	5	5	5	2	5	3	5	4	5	2	5	5	5	4	5	1	5	3	5	4	5	3	5	4	5	4	5	3	5	1	5	1	5	4	5	5	5	4	5	4	5	3	5	4	5	2
nezavidan	P	3517	1	2	3	3	2	4	2	1	3	3	1	3	2	3	2	4	2	4	2	3	2	2	3	4	3	3	2	2	2	1	2	2	2	2	1	1	1	2	4	4	1	3	1	2	1	1	2	3	1	1	1	1	1	1	2	2	1	1	1	2
odigravanje	I	4602	2	1	2	2	2	3	1	2	4	3	2	3	3	2	1	3	3	3	2	3	2	2	4	2	3	3	3	4	1	1	3	2	3	4	1	1	1	3	5	5	2	3	3	2	1	1	3	3	4	4	1	1	2	2	2	3	0	4	3	1
interesirati	G	17098	2	5	4	4	2	4	3	4	3	4	3	5	4	5	1	5	2	5	2	4	2	3	3	5	3	4	3	4	2	2	3	5	2	4	1	5	1	4	5	5	2	5	1	5	1	3	2	5	2	3	2	4	2	5	2	5	1	5	1	4
svakojak	P	7630	1	1	1	1	2	4	2	4	2	3	1	2	4	4	1	5	1	2	1	3	2	3	4	2	2	4	3	2	1	1	3	3	2	4	1	2	1	3	1	3	1	3	2	1	1	1	3	4	4	4	1	1	2	3	1	4	1	5	1	2
tijelo	I	440561	4	5	5	5	5	5	5	4	5	5	5	5	4	5	5	5	4	5	5	4	5	5	5	5	3	4	5	5	5	2	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
distribuirati	G	7695	4	3	4	3	4	3	1	3	4	3	2	3	5	3	2	3	3	3	3	3	2	3	5	4	2	3	3	4	1	1	4	2	3	3	1	3	2	3	4	5	2	2	1	1	1	1	1	2	1	1	3	1	5	3	1	3	4	2	5	2
rekreativan	P	6560	3	4	2	2	3	3	3	3	3	4	2	4	5	3	2	4	2	3	2	4	2	4	5	4	3	4	3	4	1	1	4	3	3	4	3	5	1	3	2	5	3	5	2	1	1	1	4	5	5	4	5	4	2	4	1	5	5	5	1	3
podesiv	P	3599	2	1	3	1	4	3	2	2	3	3	1	3	5	3	1	2	2	3	1	3	2	2	5	3	3	3	4	4	1	1	4	3	3	4	1	2	2	3	4	5	4	4	5	2	1	1	2	4	1	3	1	2	5	4	1	2	5	4	1	3
vražji	P	5261	3	2	2	2	2	3	5	4	3	3	2	3	3	4	3	5	3	4	2	4	1	1	5	2	3	3	3	4	3	2	4	2	4	4	5	2	3	3	4	1	1	4	1	3	1	3	5	4	4	4	5	2	5	2	1	2	5	3	1	1
podzeman	P	26586	5	3	3	2	4	3	2	3	4	3	5	3	5	3	5	5	5	3	5	3	2	2	4	2	4	3	5	4	3	1	5	3	5	2	5	3	4	4	4	3	5	3	5	1	5	1	5	5	3	3	5	4	5	3	4	2	5	4	5	2
oslabiti	G	11806	3	3	5	5	3	4	5	4	4	4	2	4	3	4	2	5	3	5	3	4	2	3	4	4	4	4	3	4	2	2	5	3	4	4	5	4	4	3	4	5	5	3	3	2	1	2	4	5	3	4	5	3	5	3	3	4	4	4	5	2
providnost	I	3478	4	3	1	1	3	3	4	3	3	3	1	2	2	3	4	2	1	3	3	3	1	5	1	5	4	2	3	4	1	1	3	4	3	3	1	4	1	2	3	5	1	1	5	2	1	1	3	5	1	2	5	4	5	2	1	3	5	2	1	2
ciljan	P	7458	4	4	2	4	2	4	2	3	3	3	1	3	3	4	1	5	3	4	2	4	2	2	3	2	4	3	2	2	1	1	3	3	4	3	1	5	1	4	4	5	1	3	2	3	1	1	4	5	1	3	4	4	5	3	1	4	1	4	1	2
višestruk	P	16449	2	2	1	2	4	4	3	3	4	4	3	4	3	3	4	4	3	3	1	3	2	3	3	2	3	3	4	3	1	1	3	3	3	3	1	2	1	4	4	2	1	3	1	2	4	2	4	4	1	2	1	1	5	3	1	3	1	2	1	3
ribati	G	5262	5	3	5	3	5	4	4	4	4	3	4	4	5	3	5	4	5	2	5	4	4	3	5	2	4	3	5	4	5	1	5	4	5	3	5	5	5	5	5	4	5	5	5	2	5	4	5	5	5	4	5	4	5	4	5	3	5	4	5	2
relevantan	P	34559	1	3	5	5	2	5	3	3	2	4	1	4	3	4	1	5	2	5	2	4	2	4	2	2	4	2	4	4	2	3	3	3	3	4	1	5	1	4	4	5	3	3	1	5	1	1	3	4	1	3	3	3	3	4	1	4	1	2	1	2
gajiti	G	8577	1	2	2	4	2	4	4	4	2	3	2	3	3	4	1	4	2	5	1	3	2	3	1	5	4	4	3	2	1	1	2	3	3	3	1	3	1	3	1	2	1	2	1	2	1	1	2	4	1	4	2	3	4	2	1	5	1	2	1	1
odjava	I	3121	3	4	3	3	5	5	3	3	4	4	4	4	4	4	2	3	2	5	4	5	4	4	4	4	4	4	4	5	1	2	5	4	2	4	1	5	1	4	1	5	5	5	5	4	1	1	2	5	3	4	5	4	5	3	1	3	5	5	1	4
razrađivati	G	3674	2	3	2	3	5	4	4	4	3	4	1	3	4	4	2	5	2	5	2	4	2	4	4	4	4	3	3	2	2	1	3	3	3	4	1	4	1	4	2	5	2	2	1	2	3	3	2	4	3	3	2	3	3	3	1	3	1	4	1	2
odigrati	G	116815	2	3	4	5	5	4	2	3	4	3	2	3	4	3	3	4	2	5	3	4	4	4	5	3	4	3	4	3	2	2	5	4	4	4	1	4	2	5	4	4	5	4	5	4	3	2	3	5	3	3	3	4	5	3	1	3	5	0	5	3
sačinjavati	G	8159	1	3	3	3	3	4	4	4	3	4	3	4	4	4	1	3	3	5	2	4	2	3	4	3	5	4	3	2	3	2	4	3	2	2	1	1	2	2	1	4	1	1	1	3	1	1	1	1	2	2	2	1	4	3	1	3	4	1	1	2
skica	I	8020	4	3	2	4	5	3	3	3	5	4	5	4	3	4	5	3	3	5	5	4	2	3	5	3	5	4	5	3	4	1	5	3	3	4	5	2	5	5	5	5	5	4	5	3	5	2	5	4	5	4	5	4	5	4	5	4	5	4	5	3
krucijalan	P	3684	1	3	2	2	2	4	1	3	3	3	2	3	3	4	1	5	2	3	1	3	2	4	4	4	5	5	2	4	4	2	3	3	1	3	1	2	1	4	2	2	1	1	2	2	1	1	1	5	1	2	2	2	5	4	1	5	1	0	1	1
isključiv	P	12153	1	1	4	5	3	4	2	4	3	3	1	3	3	3	1	5	1	4	2	3	3	4	3	3	4	4	2	2	2	3	2	3	1	2	1	4	1	3	2	5	1	2	2	1	1	2	2	1	2	3	1	1	2	4	1	5	1	5	1	2
planski	P	8011	2	2	3	3	4	4	2	1	3	4	2	4	4	4	2	5	2	3	2	3	2	3	4	3	3	2	3	3	2	3	4	3	3	2	1	4	1	3	2	3	3	3	3	1	1	2	3	3	4	3	2	4	2	4	1	5	1	5	5	1
pločica	I	28034	5	3	4	3	5	4	4	4	5	3	4	2	5	3	5	3	5	3	5	4	5	3	5	4	5	5	5	4	5	3	5	3	4	4	5	3	5	5	5	5	5	4	5	3	5	3	5	5	5	5	5	4	5	4	5	5	5	4	5	2
stupanje	I	9962	2	1	4	4	2	4	3	2	3	3	3	4	3	3	4	4	3	4	5	3	4	3	5	3	5	3	3	3	4	2	5	3	5	4	5	1	5	4	4	4	2	2	5	1	5	1	4	2	3	2	3	3	5	4	5	2	5	2	5	1
kvalifikacijski	P	14266	1	1	3	4	3	4	4	3	2	3	2	3	4	3	1	2	2	4	2	3	2	3	4	2	3	3	4	4	2	1	2	2	4	3	1	3	1	2	1	5	1	3	1	4	1	1	3	3	1	2	1	4	2	3	1	3	1	2	1	2
novogradnja	I	6519	3	4	2	2	5	3	3	3	4	3	4	3	5	3	4	2	4	3	5	3	2	3	5	5	5	3	3	4	2	1	5	3	3	1	1	2	4	3	1	5	4	3	1	1	5	1	3	3	2	2	1	1	5	3	4	2	5	2	5	2
posredstvo	I	6902	4	4	2	2	2	3	4	3	3	3	2	3	3	3	1	3	3	2	3	3	2	3	4	3	3	2	2	3	1	1	4	2	2	2	1	1	1	1	3	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	2	1	2
gnojivo	I	9081	5	3	4	2	5	3	5	2	4	3	5	3	5	3	5	1	5	2	5	3	5	3	5	3	5	2	5	3	2	1	5	3	4	3	5	2	4	3	5	5	5	3	5	2	5	3	5	3	5	3	5	3	5	4	5	2	5	2	5	2
nadmorski	P	3466	4	3	2	0	5	3	5	3	3	4	4	3	4	3	3	2	4	2	4	3	2	4	4	2	5	2	4	4	2	3	5	3	4	3	5	2	2	4	3	4	2	3	2	2	3	1	4	3	1	1	3	3	4	4	2	2	5	2	1	2
pohlepan	P	4987	1	4	1	4	2	3	5	4	3	4	2	3	2	3	2	3	2	3	4	4	2	4	4	4	4	3	2	3	2	3	3	3	3	4	1	3	2	4	2	4	1	4	1	4	1	3	3	5	4	4	2	4	4	4	2	3	1	3	1	2
zdenac	I	3883	5	3	5	1	5	3	5	1	5	3	5	4	5	2	5	1	5	2	5	3	5	3	5	3	5	2	5	2	5	1	5	2	4	4	5	1	5	3	5	2	5	4	5	1	5	1	5	2	5	5	5	5	5	2	5	2	5	2	5	1
pređa	I	6715	4	1	1	1	3	1	2	1	4	2	1	3	4	1	0	1	5	1	5	1	4	1	5	1	3	1	4	1	2	1	5	1	4	1	1	1	4	1	5	1	1	2	0	0	5	1	3	1	1	1	5	1	4	1	5	1	5	1	5	1
kristalan	P	9258	5	1	2	2	5	3	5	3	4	3	5	1	3	3	0	3	4	2	5	3	4	2	5	2	5	3	4	3	4	2	5	3	3	2	5	2	4	3	5	3	5	3	5	1	5	1	5	1	2	2	5	4	5	3	1	2	5	3	5	2
kazivati	G	13459	5	3	4	4	2	3	4	3	4	5	2	3	4	4	2	1	3	3	5	2	2	2	5	2	4	1	3	2	5	1	5	3	3	1	5	1	4	4	3	4	1	3	3	1	1	3	4	3	4	4	2	3	2	1	2	5	5	5	5	1
plitak	P	11030	4	1	3	3	5	4	5	3	3	3	4	2	3	3	4	4	4	3	5	3	2	4	5	3	4	3	5	4	4	2	5	3	3	3	5	3	4	3	5	4	5	4	5	2	1	2	4	4	3	3	3	4	5	4	3	4	5	4	5	2
poljoprivredni	P	64544	3	4	3	3	5	4	4	2	4	3	4	4	5	3	4	2	4	2	4	4	4	4	5	3	4	3	3	4	4	1	5	3	3	2	5	2	2	3	2	4	4	5	3	1	5	1	4	4	3	4	1	2	4	4	3	3	4	4	5	1
priljev	I	5744	4	4	2	3	2	4	5	2	3	2	3	4	4	1	3	1	3	2	3	2	2	1	4	2	4	1	3	1	3	1	5	1	4	1	1	1	3	2	4	3	1	3	5	1	1	1	2	1	1	1	5	5	1	2	3	2	1	1	5	1
odvjetnik	I	87181	4	2	3	4	5	4	5	4	5	3	5	3	5	4	4	4	5	3	5	3	5	4	5	3	5	3	5	4	4	3	5	3	4	3	5	2	4	3	5	5	5	5	5	3	5	1	5	4	5	3	5	3	4	4	5	3	5	4	5	3
argumentirati	G	6496	1	3	3	4	2	5	5	4	3	4	2	5	3	4	2	5	3	5	4	4	2	5	4	2	4	0	2	2	4	4	3	3	2	3	1	4	1	4	1	4	4	3	5	3	1	3	3	4	1	2	3	4	1	5	1	5	1	5	1	2
raketni	P	6704	5	4	5	4	5	3	3	2	4	3	3	4	5	3	5	1	4	2	4	2	2	1	5	3	4	4	4	2	4	1	5	1	2	2	5	1	2	2	4	2	3	2	4	1	5	1	4	2	4	1	1	1	4	2	2	1	5	2	5	1
sloga	I	8469	1	2	2	3	2	3	5	3	3	4	2	3	2	4	1	3	2	3	3	2	2	2	5	2	4	3	4	1	4	3	3	3	1	3	1	1	1	3	2	3	3	3	1	2	1	1	3	3	1	2	3	3	5	2	1	3	2	5	1	1
narezati	G	9132	4	2	4	4	5	5	5	3	4	4	4	3	5	5	5	5	4	4	5	5	4	4	5	2	5	3	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	3
normalizirati	G	3017	1	4	3	4	1	3	5	3	2	4	1	5	3	3	1	2	2	3	2	4	2	4	2	2	4	5	2	4	3	5	3	3	1	3	1	1	1	3	1	3	2	3	1	1	1	1	3	3	2	2	1	1	1	3	1	3	1	4	1	1
pisati	G	590871	5	3	5	5	5	5	5	4	5	5	4	4	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	5	5	0
siv	P	33667	5	5	5	4	5	4	5	2	3	4	3	5	3	4	5	4	5	4	5	4	5	3	5	4	5	5	5	5	5	3	5	4	5	5	5	4	4	5	5	4	5	5	5	4	5	4	5	5	5	3	5	5	5	5	5	5	5	5	5	4
pčelinji	P	6841	5	4	5	1	5	4	4	1	4	2	4	3	4	3	4	2	5	2	4	3	3	3	5	3	4	5	4	4	5	0	5	3	2	2	5	1	1	3	5	3	4	3	5	2	5	2	5	4	3	2	1	1	0	3	5	2	5	2	5	2
