leksem	vr	frek	30a.01.k	30a.01.č	30a.02.k	30a.02.č	30a.03.k	30a.03.č	30a.04.k	30a.04.č	30a.05.k	30a.05.č	30a.06.k	30a.06.č	30a.07.k	30a.07.č	30a.08.k	30a.08.č	30a.09.k	30a.09.č	30a.10.k	30a.10.č	30a.11.k	30a.11.č	30a.12.k	30a.12.č	30a.13.k	30a.13.č	30a.14.k	30a.14.č	30a.15.k	30a.15.č	30b.01.k	30b.01.č	30b.02.k	30b.02.č	30b.03.k	30b.03.č	30b.04.k	30b.04.č	30b.05.k	30b.05.č	30b.06.k	30b.06.č	30b.07.k	30b.07.č	30b.08.k	30b.08.č	30b.09.k	30b.09.č	30b.10.k	30b.10.č	30b.11.k	30b.11.č	30b.12.k	30b.12.č	30b.13.k	30b.13.č	30b.14.k	30b.14.č	30b.15.k	30b.15.č
parlamentaran	P	37712	2	2	2	1	1	2	2	2	2	1	3	2	3	2	2	3	2	2	1	2	2	4	3	4	2	2	1	1	1	2	2	2	2	3	4	5	2	3	4	3	2	3	1	5	2	2	3	1	3	4	2	2	5	3	1	1	3	2	1	2
hobi	I	14068	3	4	1	3	2	3	2	3	3	4	3	4	5	4	4	2	4	4	4	3	3	4	5	4	5	4	3	5	1	1	4	4	3	5	5	3	4	4	3	2	2	3	1	4	3	2	5	5	5	5	3	5	4	4	3	4	4	4	2	4
ugođaj	I	17272	2	3	2	2	2	3	2	3	2	4	2	4	2	4	1	3	3	3	2	3	3	4	4	4	1	3	1	5	2	2	3	3	3	4	1	4	2	5	3	4	2	4	1	4	3	3	4	5	1	5	3	4	3	2	2	3	4	3	2	5
srednji	P	198214	3	5	1	4	3	4	3	4	4	5	4	4	4	5	4	4	3	4	5	4	3	4	5	5	3	3	4	5	5	4	4	3	4	4	2	5	3	5	4	5	4	4	1	5	4	5	3	3	4	5	3	4	2	3	3	4	5	4	4	4
tinejdžerski	P	4867	3	3	1	1	3	3	3	3	2	4	3	2	4	3	3	2	5	5	3	1	4	3	4	4	3	3	4	5	1	2	4	3	3	4	1	2	3	4	5	3	2	3	2	4	3	3	4	2	4	4	4	4	4	4	3	3	5	4	2	4
opustiti	G	13571	4	4	3	3	2	4	4	4	3	5	3	2	5	4	1	5	3	5	1	5	0	5	4	5	3	4	1	5	5	5	4	4	3	4	3	5	3	5	4	4	2	4	3	5	4	4	4	5	4	4	2	4	2	5	3	4	5	4	3	4
uključenost	I	3125	4	3	3	1	2	3	2	4	1	1	2	3	2	3	1	3	3	4	2	5	3	3	3	4	1	3	1	2	1	5	3	2	2	3	2	3	2	5	4	4	2	3	1	4	3	3	3	3	1	3	2	5	4	4	2	3	3	4	1	4
dodijeliti	G	28132	3	3	2	2	4	3	4	3	3	3	4	4	3	2	2	2	3	4	1	4	4	4	3	3	1	2	3	4	2	3	4	3	3	4	3	3	4	5	4	4	2	3	1	3	4	3	3	3	3	3	2	5	3	3	2	3	4	4	1	4
licencija	I	3619	4	3	3	1	3	2	2	1	1	1	3	1	2	1	4	1	5	3	3	1	5	2	4	3	3	1	4	3	5	3	3	2	2	2	4	3	1	2	4	3	1	3	1	3	3	1	2	1	3	1	2	3	4	1	3	2	3	3	2	3
kompjutor	I	9497	5	5	5	4	5	5	5	5	5	5	5	5	5	3	5	4	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	1	5	5	5	5	4	5	5	5	5	5	5	5	4	3	4	5	5
odavati	G	11428	3	2	1	2	2	2	3	4	2	2	3	4	1	2	1	3	3	3	1	1	1	2	4	4	1	2	1	2	1	1	2	3	3	3	2	2	1	4	3	4	2	2	1	3	3	3	2	1	1	4	2	4	2	3	2	2	3	4	2	4
primiti	G	140027	5	5	2	2	5	4	5	4	4	5	3	4	3	3	3	5	4	5	4	3	5	4	5	4	2	3	3	5	5	5	5	4	5	4	5	5	4	5	4	4	5	4	5	5	5	4	4	4	3	4	2	3	4	5	4	3	3	3	3	5
razbijati	G	13978	5	3	3	2	5	3	5	4	5	4	4	4	4	3	4	3	5	4	5	3	5	4	5	4	4	2	5	5	5	5	5	4	5	4	5	4	5	5	4	4	5	3	5	5	5	4	4	3	2	4	4	4	4	5	5	4	4	2	5	5
prozvati	G	16709	4	3	3	2	4	4	5	5	5	5	3	4	2	3	2	4	4	4	3	3	4	4	5	4	3	3	2	4	5	5	4	4	3	4	4	4	3	5	4	4	4	3	2	4	4	4	4	3	1	3	3	5	3	4	4	3	2	2	3	5
osoban	P	217016	3	4	1	4	1	3	1	4	2	5	2	4	3	4	4	5	3	3	2	3	3	4	3	5	3	2	1	5	4	5	3	3	3	4	1	5	4	5	2	3	1	4	1	5	2	5	4	2	1	5	3	5	3	5	1	3	3	4	2	5
težnja	I	16952	3	2	1	1	1	2	1	4	1	2	1	3	3	2	1	3	2	3	1	1	2	3	1	4	3	2	1	5	1	3	2	3	2	3	1	2	1	5	2	3	1	3	1	4	2	3	4	5	1	4	3	4	2	2	1	3	3	4	1	5
visok	P	477855	4	4	4	5	4	4	5	4	5	5	4	4	5	4	5	5	5	5	5	4	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	3	4	5	5	5	5	5	5	5	5	3	5	4	5	4	5	5	2	5	4	5	5
čuditi	G	66954	3	2	3	4	2	3	4	4	2	3	2	5	3	4	3	5	2	4	5	4	4	4	2	4	2	3	1	5	5	5	4	4	2	3	2	5	4	5	3	4	3	4	3	4	3	3	4	3	1	4	4	4	3	5	5	3	5	5	2	5
abeceda	I	3838	5	2	3	2	4	3	4	3	5	4	4	2	5	2	5	3	5	4	5	1	5	2	2	4	5	1	4	2	2	5	3	3	4	3	3	4	5	4	4	3	5	2	1	5	2	2	5	3	5	4	5	4	3	4	5	3	3	3	3	5
ručka	I	5597	5	4	5	3	4	4	5	4	5	4	5	3	4	3	5	2	5	0	5	2	5	2	5	5	5	1	5	2	5	5	5	4	5	5	5	2	5	4	5	4	5	3	3	4	5	3	4	4	5	4	5	4	5	4	5	3	4	4	5	4
milosrdnica	I	3706	5	2	3	1	2	1	4	2	1	1	2	2	3	4	1	1	4	4	3	1	3	2	2	1	2	1	4	1	1	1	3	2	2	2	1	3	4	1	5	3	1	2	1	3	3	3	2	1	5	3	1	1	4	1	2	1	3	3	2	2
uskladiti	G	17235	3	3	1	3	3	3	3	4	2	3	3	3	2	3	2	5	3	4	1	4	1	3	3	4	1	2	1	4	1	5	3	4	2	3	3	5	2	5	4	4	2	3	1	3	3	4	5	5	2	3	2	3	3	4	2	3	3	4	2	5
podleći	G	5502	3	2	2	1	2	1	2	3	1	1	0	0	1	2	1	2	2	3	1	1	2	1	2	4	1	2	1	3	1	4	3	3	2	3	2	3	2	3	2	3	1	2	1	3	3	2	4	2	2	1	1	3	3	2	1	1	2	2	1	4
ratni	P	141888	4	4	3	3	3	2	3	3	4	3	2	1	4	2	3	3	3	3	4	1	3	3	3	3	5	1	3	3	2	4	4	3	4	2	5	4	4	3	4	3	3	2	3	4	4	3	3	1	5	2	3	4	5	4	4	2	3	2	3	2
realan	P	80000	3	5	1	4	2	3	1	5	1	5	2	3	4	3	1	5	2	4	2	2	1	4	2	5	4	4	1	4	1	5	2	4	3	4	1	5	3	5	2	3	2	4	1	5	3	3	5	5	1	5	2	4	4	3	2	5	5	5	1	5
razgledati	G	13217	4	3	3	2	3	3	3	4	4	4	4	4	3	2	3	4	4	4	2	2	3	3	4	4	3	2	2	4	5	5	4	4	4	4	5	5	4	5	4	4	2	3	2	4	4	3	5	5	3	3	2	3	3	3	5	4	3	4	3	4
pripadnik	I	103323	4	3	2	2	2	2	2	3	2	4	3	2	3	2	1	2	3	3	2	2	4	2	4	5	4	2	1	2	3	5	4	2	3	4	1	4	4	5	5	4	2	3	2	4	3	2	4	4	5	3	2	3	3	2	2	2	5	4	3	4
literaran	P	11935	3	2	1	1	1	1	1	2	2	3	2	1	3	1	2	2	3	3	1	1	2	3	2	3	3	3	1	3	4	3	2	2	2	3	2	3	2	2	3	3	1	3	1	4	2	1	3	1	1	1	2	2	1	1	1	1	3	4	2	3
žderati	G	4037	4	2	4	2	4	2	4	3	5	3	4	2	4	1	4	5	5	5	4	1	5	4	5	5	4	3	4	5	5	5	5	4	3	4	5	3	5	4	3	3	4	3	5	4	5	3	4	2	5	5	3	2	5	3	3	4	5	4	5	4
elektronički	P	38696	5	4	4	2	2	2	4	4	4	5	4	3	5	3	4	3	4	3	5	3	4	4	3	5	3	3	3	5	2	2	4	4	3	4	4	4	5	2	4	4	3	2	2	5	3	4	5	3	5	5	2	3	4	5	3	4	4	3	3	3
minski	P	5115	5	2	4	1	1	1	4	2	3	3	4	1	4	1	4	1	4	3	3	1	2	4	3	2	3	1	3	2	2	1	3	2	3	2	3	2	4	1	3	2	1	2	3	2	5	2	1	1	5	2	1	2	2	1	3	1	3	2	1	2
savjetodavan	P	10426	3	1	1	1	2	2	3	3	1	2	3	3	2	1	1	2	3	4	1	1	2	4	1	2	1	2	1	2	1	1	2	2	3	3	1	4	2	3	4	4	1	3	1	3	3	2	2	1	1	2	1	2	3	2	1	1	3	3	2	3
neugledan	P	3536	4	3	3	2	2	2	3	4	3	2	2	4	3	2	2	1	3	4	3	1	1	4	4	3	4	2	2	2	2	4	4	3	4	3	1	4	5	4	4	4	2	3	5	3	2	2	4	3	1	3	1	3	3	3	2	2	3	2	4	3
analitički	P	8621	4	3	1	1	1	2	2	1	1	2	2	3	2	1	1	1	2	2	1	1	1	4	1	3	1	1	1	2	1	2	3	2	2	3	2	5	2	4	3	3	1	3	1	4	2	3	1	1	1	2	1	2	2	2	1	1	2	3	1	2
obnavljati	G	16355	4	4	1	3	3	2	4	3	3	4	4	4	3	2	2	4	3	2	1	1	3	2	3	4	1	2	1	3	1	5	5	4	3	3	2	4	3	5	4	3	3	3	3	3	3	3	4	2	1	4	1	3	2	3	2	1	4	4	3	4
implicirati	G	6013	3	3	1	2	1	1	1	3	1	4	3	4	2	3	1	2	2	0	1	1	1	4	1	3	1	1	1	2	1	5	2	2	1	2	1	5	2	5	2	4	1	4	1	4	2	5	2	1	1	1	3	4	1	2	1	1	2	3	1	3
koncert	I	177581	5	5	5	5	3	4	5	4	5	5	5	4	5	3	5	5	5	4	5	2	4	4	5	3	5	3	5	5	5	5	5	4	4	5	5	4	5	5	5	4	5	3	5	4	4	3	5	4	5	5	5	5	3	5	4	4	5	4	5	4
rijeka	I	81648	5	5	5	4	5	3	5	3	0	0	5	3	5	4	0	0	0	0	5	2	5	5	5	4	5	2	5	0	0	0	0	0	5	4	0	0	5	4	5	4	5	3	5	4	5	4	5	4	5	3	5	5	0	0	0	0	0	0	5	5
okrutan	P	14901	4	3	0	0	2	3	4	4	0	0	2	3	4	3	0	0	0	0	2	3	2	5	3	4	3	3	2	0	0	0	0	0	3	3	0	0	2	5	3	4	2	3	1	3	3	3	5	4	1	5	3	5	0	0	0	0	0	0	3	5
glazben	P	160867	3	5	1	5	2	2	4	4	2	4	3	4	3	4	4	5	5	4	4	4	4	4	4	4	3	2	3	3	4	5	3	4	4	4	2	5	3	5	3	4	4	3	5	5	3	3	5	5	5	5	3	5	4	5	3	4	3	5	4	4
mozaik	I	11057	5	2	5	1	4	2	5	2	5	3	5	2	5	1	3	1	5	3	5	2	4	4	5	3	3	1	5	2	5	2	5	2	5	4	5	3	5	3	5	3	5	2	1	3	4	2	3	1	5	2	5	4	3	4	3	2	3	2	5	3
odlaziti	G	113506	4	4	3	4	4	4	5	5	3	4	4	5	3	4	3	5	5	5	4	5	3	4	5	5	3	4	3	3	5	5	4	4	4	5	4	5	5	5	4	4	5	4	5	5	5	5	5	5	3	4	2	3	4	5	2	4	4	4	4	5
neodređen	P	8874	3	4	1	3	1	3	2	4	1	3	2	2	2	3	1	4	3	3	1	1	2	5	2	3	2	3	1	4	1	5	2	2	3	4	1	5	1	5	2	3	1	4	1	4	2	4	5	4	1	2	1	3	2	2	1	1	3	4	2	5
intencija	I	3601	4	1	1	1	1	3	3	3	1	3	2	3	3	1	1	1	3	1	1	1	1	1	1	4	1	1	1	1	1	1	2	2	1	1	1	4	1	3	3	3	1	3	1	2	2	1	2	2	1	2	1	1	1	1	1	1	2	2	3	1
ambulanta	I	16601	5	2	5	3	4	3	5	2	5	4	5	4	4	4	5	3	5	4	5	2	5	0	5	4	5	1	5	3	5	3	4	3	5	4	5	3	5	2	5	3	5	3	3	4	5	3	3	2	5	3	5	4	5	4	5	4	3	2	5	3
obilan	P	13385	4	3	3	1	2	2	3	3	3	3	3	3	2	2	5	3	5	4	4	3	3	5	4	4	3	2	1	3	5	5	3	3	5	4	4	3	3	4	4	3	4	3	5	4	4	2	5	4	5	3	2	3	3	3	2	3	3	4	3	4
odgledati	G	6839	4	4	3	5	3	2	4	4	3	3	3	4	2	2	3	5	5	5	1	3	2	5	4	5	3	5	1	5	5	5	3	4	4	5	5	5	5	5	4	4	3	2	2	5	4	4	5	3	1	5	3	4	3	4	4	4	3	4	4	4
crtani	P	6189	4	3	4	3	3	2	4	3	4	4	4	2	4	3	4	3	5	4	5	3	1	5	5	4	5	2	5	5	5	5	4	4	4	4	5	5	5	3	4	4	4	3	5	5	4	3	5	4	5	5	3	5	3	5	3	4	2	3	3	5
pobačaj	I	17271	5	3	3	2	2	3	5	4	2	3	3	3	5	3	4	1	5	4	4	2	4	1	3	3	3	1	5	5	5	2	3	4	2	4	5	4	4	4	5	2	5	3	1	4	4	3	4	3	5	3	3	3	5	4	3	2	3	2	2	4
preuzeti	G	128592	4	4	3	3	3	2	5	4	3	4	2	3	3	2	3	5	5	4	2	2	0	5	4	3	2	3	4	5	5	5	4	4	3	4	2	4	5	5	3	4	1	3	2	4	5	4	4	4	1	5	2	5	2	4	2	2	4	4	1	2
prerasti	G	15405	4	3	3	3	3	2	4	3	4	4	4	4	4	3	4	5	5	4	2	2	3	4	4	4	4	2	4	2	5	5	4	3	4	4	2	4	5	5	4	4	4	3	5	4	4	4	4	4	5	5	2	4	3	3	3	3	4	4	4	4
proraditi	G	11867	4	2	2	4	2	2	5	3	2	2	5	4	2	3	1	5	5	4	1	1	3	0	3	3	3	3	1	1	2	5	4	4	3	4	3	5	1	5	3	4	1	2	1	3	3	4	4	4	5	3	1	4	3	3	2	4	4	4	4	4
zamoliti	G	42630	5	4	2	4	3	3	5	4	3	4	2	4	4	4	3	5	5	4	4	5	3	3	4	5	4	4	1	5	5	5	4	4	3	4	1	5	3	5	4	4	4	5	1	5	3	4	4	5	1	5	1	4	4	5	2	3	5	4	3	5
alternativan	P	31577	3	5	1	1	1	2	2	4	2	3	2	3	4	4	2	5	3	0	1	1	3	4	2	2	2	2	1	5	1	5	2	4	1	2	2	5	2	5	2	4	1	4	1	5	2	4	2	2	1	3	1	4	4	4	1	1	2	4	2	5
putni	P	15016	4	3	2	4	2	2	3	3	3	4	3	4	5	3	3	5	4	3	5	3	3	5	3	3	4	3	2	5	1	5	3	3	4	3	2	3	3	5	4	4	2	3	1	4	4	3	5	4	4	3	1	4	3	4	3	3	3	3	4	5
objesiti	G	10078	5	4	3	4	4	3	5	4	5	3	4	2	5	2	4	5	2	4	5	4	3	5	5	5	5	3	4	5	5	5	5	4	5	4	5	3	5	4	4	4	5	4	5	4	5	3	4	3	5	2	1	4	2	5	4	3	4	3	5	5
bazirati	G	15744	3	2	1	1	1	2	2	2	1	2	2	2	2	2	1	2	3	4	1	1	3	4	2	2	1	1	1	5	1	3	2	1	2	3	1	5	1	5	3	3	2	3	1	3	2	4	2	2	1	3	1	3	2	3	1	1	2	3	1	5
učvršćivanje	I	3510	4	3	3	1	4	2	3	3	2	2	3	1	4	2	3	1	5	4	2	1	3	3	4	3	3	1	1	4	5	3	3	3	4	4	5	4	3	4	4	4	3	3	1	3	3	3	4	2	3	4	1	4	3	4	3	2	4	3	4	5
izići	G	32649	5	4	3	3	4	2	5	4	4	4	4	3	3	2	4	4	5	4	5	5	1	1	5	4	5	4	2	5	5	5	5	4	4	5	5	5	5	5	4	5	5	4	5	5	5	5	5	4	3	2	2	4	3	5	4	4	5	4	4	5
želučan	P	4317	4	2	3	2	3	1	2	3	3	2	2	1	4	2	5	5	5	2	5	1	2	3	3	3	3	1	1	1	5	5	3	2	3	2	4	3	2	2	4	3	4	3	5	4	4	3	5	4	5	4	3	4	4	3	3	2	5	2	3	4
vodovodni	P	6721	4	3	4	1	2	2	2	3	3	2	3	2	3	2	4	2	3	2	5	1	2	5	2	3	5	1	2	1	5	2	2	2	3	3	4	2	3	1	5	2	4	2	5	3	5	3	4	2	5	2	2	3	4	3	4	3	5	2	5	5
bahatost	I	8035	3	4	2	3	1	3	2	4	3	3	2	4	2	3	1	5	4	0	3	1	2	5	3	5	1	3	1	3	2	4	3	4	2	3	1	4	2	5	4	4	1	3	5	4	2	4	3	4	1	2	1	4	3	5	1	4	3	3	1	5
porasti	G	51075	4	4	2	2	4	2	3	3	4	3	4	3	3	3	3	3	5	3	3	1	4	0	4	5	3	2	2	2	5	5	4	4	3	3	2	3	5	5	3	4	4	3	5	5	5	5	4	4	3	5	1	3	3	4	3	2	5	3	4	4
proza	I	11995	3	2	3	2	1	2	2	3	4	2	4	2	3	1	3	2	4	3	5	1	4	3	4	4	4	2	1	5	1	1	4	3	3	4	5	3	4	5	4	4	2	2	1	4	3	2	2	2	5	2	2	3	4	2	2	2	3	3	1	4
fundamentalan	P	5031	4	2	1	1	1	1	1	2	1	2	2	2	3	2	1	1	4	2	1	1	1	5	2	1	3	2	1	1	2	1	2	2	1	1	1	2	1	4	1	3	1	3	1	3	1	3	2	1	2	2	1	1	2	1	1	1	2	3	2	2
multimedijski	P	5576	3	3	2	1	2	2	2	3	2	4	3	2	2	2	2	2	4	3	1	1	2	4	3	3	4	3	1	5	2	1	4	3	2	5	5	4	2	1	4	2	2	3	3	5	2	3	5	2	4	5	2	3	4	4	1	2	2	4	4	4
projekcija	I	33909	5	4	3	3	4	2	4	3	3	3	4	2	2	1	4	3	5	1	5	1	2	0	4	4	4	3	5	5	5	5	3	2	4	5	5	2	4	2	3	4	3	4	3	5	2	3	5	3	4	4	5	3	3	2	3	1	2	4	5	4
posjetilac	I	4659	5	3	3	1	3	2	5	2	3	4	5	3	3	3	5	3	3	3	3	1	3	3	5	4	5	3	3	5	5	2	5	3	5	4	4	3	4	4	4	2	2	3	3	4	4	2	5	2	5	4	2	1	4	3	3	3	5	2	5	4
razlaz	I	3725	3	2	3	2	2	1	4	3	2	1	3	2	1	2	3	5	5	4	1	1	2	4	4	4	3	3	2	3	5	4	5	3	4	4	2	2	4	4	3	3	2	3	5	4	4	2	5	3	3	3	1	2	3	1	2	2	3	3	4	5
keramika	I	9633	5	2	5	1	4	2	5	3	5	4	5	3	3	2	5	2	4	2	5	1	3	4	5	2	5	1	5	4	5	5	5	4	5	3	5	2	5	4	5	4	4	3	5	4	5	3	4	2	5	3	5	4	4	3	4	2	5	2	5	4
smješten	P	13484	2	3	2	1	3	2	2	4	2	4	4	2	2	3	3	4	4	4	2	2	3	4	3	4	3	2	2	4	2	4	4	4	4	4	3	3	3	3	4	4	3	3	2	3	5	5	4	2	1	4	1	4	2	5	1	2	3	3	5	4
prepoloviti	G	5332	4	4	3	3	5	3	3	2	5	5	5	3	4	3	2	2	4	4	5	3	3	5	5	5	5	3	3	5	5	5	5	4	5	3	5	4	5	5	5	5	5	3	5	5	5	5	5	3	4	3	3	5	3	5	5	4	5	4	5	5
neznanje	I	22553	3	4	2	4	1	3	1	4	2	4	1	4	2	3	1	5	3	4	1	1	4	3	1	5	2	3	1	5	1	4	4	4	4	5	1	4	2	5	4	5	2	4	3	5	3	3	4	4	1	5	1	5	4	4	1	2	1	5	1	5
opirati	G	6401	3	3	2	3	3	2	2	3	3	3	2	3	2	2	1	4	3	4	1	1	4	4	3	4	3	2	1	3	4	5	5	3	4	3	4	3	5	5	3	3	4	3	1	4	4	3	3	3	4	3	1	3	2	1	3	3	3	3	5	5
nedostižan	P	7033	3	2	1	1	2	2	2	4	2	1	2	2	3	2	2	4	3	4	1	2	4	3	3	4	1	3	1	3	3	3	5	3	3	4	1	4	2	5	3	3	2	3	2	4	2	3	4	2	1	5	1	3	3	3	1	2	2	3	2	5
agonija	I	7696	4	2	2	3	1	1	1	2	2	1	1	3	3	2	2	4	5	3	4	1	3	4	3	3	1	1	1	3	5	5	3	4	3	3	1	3	1	4	2	3	1	3	1	3	3	3	1	1	1	5	1	3	4	3	1	1	1	2	1	3
smrznut	P	6355	4	3	4	3	4	3	4	4	5	4	4	4	4	3	4	4	3	2	5	2	4	4	5	5	5	3	2	2	5	2	5	4	5	5	5	4	5	5	4	4	5	3	5	5	4	3	5	4	4	4	5	3	4	3	4	3	3	3	5	4
libido	I	3751	3	2	1	1	2	1	1	3	1	1	1	2	4	2	3	5	5	3	1	1	1	5	2	4	1	1	1	2	3	1	4	2	1	1	1	4	2	2	3	2	2	3	5	4	1	2	1	1	3	2	1	3	2	1	1	1	2	2	1	1
gorak	P	14067	4	4	1	3	5	3	5	4	5	4	1	3	1	3	5	5	3	5	4	1	1	5	5	4	2	3	1	3	1	4	5	3	5	4	4	4	5	5	4	4	5	4	5	5	4	3	5	4	5	3	5	4	4	3	5	4	2	3	5	4
podražaj	I	6082	4	5	3	3	3	4	3	4	3	4	2	3	3	3	2	4	5	3	1	1	1	3	3	4	3	2	1	1	5	2	4	3	2	3	2	5	3	5	3	4	3	5	2	5	3	5	5	3	4	4	1	3	3	2	3	2	2	2	1	3
ožiljak	I	11628	5	3	5	3	5	2	5	4	5	4	5	4	5	2	5	5	0	2	5	3	5	4	5	4	5	2	5	4	5	1	5	3	5	4	5	2	5	4	5	4	5	3	5	5	5	3	5	3	5	4	5	3	5	4	5	3	5	3	5	4
pristran	P	3601	2	4	2	4	2	3	2	3	2	3	2	3	4	3	2	3	2	3	1	1	1	0	2	4	1	3	1	4	5	2	3	2	2	4	1	0	2	5	3	4	2	4	1	3	3	4	2	2	1	2	1	2	1	1	1	1	2	3	2	4
amaterski	P	13847	3	4	1	1	1	2	3	3	2	2	2	2	4	3	1	4	3	2	2	1	2	3	3	3	2	3	1	5	1	2	2	3	3	3	1	4	2	3	4	3	1	4	1	4	3	3	5	3	2	4	1	3	5	2	1	3	2	2	3	3
predgrupa	I	3615	4	4	3	4	1	2	4	3	3	3	3	3	4	1	3	5	2	2	4	2	4	3	4	3	5	1	2	5	4	5	4	3	4	3	0	3	2	2	4	4	2	2	2	3	5	3	5	3	5	5	3	4	5	2	3	2	3	3	5	3
usrati	G	4349	4	1	2	2	5	3	2	2	0	3	3	1	4	3	3	5	3	3	5	1	1	5	4	4	3	1	1	5	2	5	4	4	3	1	4	1	4	5	3	4	2	3	5	5	2	5	1	5	3	3	1	1	5	5	2	4	5	3	5	4
poguban	P	9154	3	2	3	3	2	2	2	2	2	1	2	2	3	1	3	4	3	4	5	1	2	4	2	4	3	1	1	2	2	5	3	1	2	3	1	2	2	5	3	3	2	3	5	4	3	3	4	1	1	2	1	2	4	3	1	1	3	3	4	3
iznenađivati	G	8812	4	4	2	2	3	3	3	4	3	4	2	3	4	3	2	5	3	5	5	3	2	4	2	5	4	4	2	4	5	3	4	3	3	4	1	5	3	4	2	5	4	4	1	5	4	4	5	4	2	4	3	4	3	4	1	3	3	4	4	3
potencijal	I	70527	4	3	1	2	1	2	2	3	1	5	1	3	4	3	1	5	3	5	1	2	1	4	2	4	1	4	2	3	1	4	2	3	1	2	1	4	1	5	2	3	1	4	1	4	2	4	3	3	1	3	2	3	1	3	1	2	1	4	2	3
