leksem	vr	frek	11a.01.k	11a.01.č	11a.02.k	11a.02.č	11a.03.k	11a.03.č	11a.04.k	11a.04.č	11a.05.k	11a.05.č	11a.06.k	11a.06.č	11a.07.k	11a.07.č	11a.08.k	11a.08.č	11a.09.k	11a.09.č	11a.10.k	11a.10.č	11a.11.k	11a.11.č	11a.12.k	11a.12.č	11a.13.k	11a.13.č	11a.14.k	11a.14.č	11a.15.k	11a.15.č	11b.01.k	11b.01.č	11b.02.k	11b.02.č	11b.03.k	11b.03.č	11b.04.k	11b.04.č	11b.05.k	11b.05.č	11b.06.k	11b.06.č	11b.07.k	11b.07.č	11b.08.k	11b.08.č	11b.09.k	11b.09.č	11b.10.k	11b.10.č	11b.11.k	11b.11.č	11b.12.k	11b.12.č	11b.13.k	11b.13.č	11b.14.k	11b.14.č	11b.15.k	11b.15.č
epilog	I	6312	3	4	1	1	3	3	5	4	5	1	5	1	4	3	2	1	5	2	4	1	3	3	3	1	4	2	5	2	5	3	3	2	5	4	4	2	5	3	5	2	3	3	4	3	5	1	2	1	4	2	1	1	3	3	4	3	4	2	2	1
kirurški	P	12060	4	4	3	2	3	3	3	3	5	1	5	2	4	4	5	3	5	3	1	1	4	4	2	2	2	1	5	3	4	3	4	4	4	3	2	3	5	3	5	3	4	4	3	2	5	3	3	2	4	3	1	1	4	4	3	4	3	3	4	2
bezličan	P	3956	3	4	2	3	1	3	2	3	2	1	2	2	2	4	1	2	3	3	1	1	5	4	2	3	1	3	2	4	2	3	2	2	4	3	1	3	2	3	2	2	3	3	1	2	2	2	2	2	1	3	3	1	2	4	1	3	3	4	2	1
resorni	P	10785	2	3	2	1	3	3	1	4	2	1	2	1	2	1	1	1	2	2	1	1	2	3	2	3	1	1	1	1	4	2	1	1	3	2	1	2	3	2	3	3	2	3	1	2	2	1	3	1	2	2	3	1	2	3	2	2	3	2	3	1
napisati	G	318605	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5
stražnji	P	42791	5	3	5	3	3	5	5	5	5	4	5	3	4	5	3	5	5	3	5	2	3	5	5	5	3	5	5	5	4	4	4	3	5	4	4	5	5	4	5	5	3	4	4	4	4	3	3	3	2	3	5	3	5	4	5	4	4	3	4	1
prateći	P	18890	5	4	4	2	4	4	4	3	5	3	3	2	3	4	2	4	4	3	1	2	4	4	5	4	1	2	4	3	4	3	2	4	2	1	2	4	4	4	5	4	3	3	3	3	4	4	3	2	2	2	5	2	5	3	2	2	3	3	2	2
kupač	I	4816	5	4	5	2	5	5	5	3	5	3	5	2	5	4	5	4	5	3	5	2	1	4	5	4	5	2	5	4	5	3	5	3	5	3	5	3	5	2	5	2	5	4	5	3	5	2	4	2	5	1	5	1	5	3	5	3	5	4	5	2
inicijalan	P	8208	3	4	3	2	1	4	3	4	1	1	2	2	2	4	2	3	4	2	1	2	5	4	1	3	3	1	3	2	3	3	3	2	3	2	1	2	2	3	5	3	2	3	4	3	3	2	4	3	1	3	1	1	2	2	2	3	2	3	1	1
sakupljati	G	7192	5	4	5	4	5	4	5	4	5	2	5	2	5	4	4	4	4	4	5	3	3	5	4	4	4	3	5	4	4	3	3	3	4	2	5	4	4	4	5	2	4	3	4	4	5	4	5	5	4	3	5	3	4	4	4	4	4	3	4	2
istančan	P	3195	4	3	2	3	3	3	1	2	2	1	2	2	2	3	2	2	3	2	4	1	5	4	2	3	1	1	2	2	2	3	2	2	3	1	1	3	3	2	2	2	3	3	2	2	2	1	2	2	1	1	3	1	1	4	2	3	3	3	1	2
nahraniti	G	9871	4	5	4	3	5	5	5	5	5	4	5	5	5	5	5	5	5	4	5	4	2	5	4	5	4	3	5	5	4	2	4	4	5	4	4	5	5	4	5	5	4	4	3	5	5	5	4	5	5	3	5	4	5	5	5	5	5	4	5	5
kunić	I	6115	5	3	5	2	5	4	5	3	5	2	5	2	5	4	5	3	5	3	5	1	1	3	5	3	5	1	5	4	5	3	5	2	5	2	5	3	5	3	5	3	5	3	5	5	5	1	5	2	5	1	5	1	5	4	5	3	5	3	5	2
besprijekoran	P	8286	3	3	2	2	2	3	2	3	3	1	3	2	2	4	1	4	3	2	1	2	5	4	3	3	1	2	3	4	2	4	3	2	2	1	1	4	2	2	4	3	3	3	2	2	4	3	2	2	1	2	1	2	1	4	2	3	2	4	1	3
raščistiti	G	5279	4	3	3	3	3	3	3	3	5	3	4	4	4	4	4	5	4	3	5	3	4	4	2	3	2	3	5	4	4	4	4	3	3	3	3	4	3	3	5	3	4	3	3	3	5	4	4	3	4	4	5	3	2	3	3	4	3	3	2	3
predvidjeti	G	25467	3	4	2	4	1	4	3	4	5	3	2	4	3	5	2	4	3	4	3	2	4	5	2	3	2	3	2	4	4	3	3	4	2	4	1	5	2	4	2	4	3	3	1	3	1	3	3	3	2	4	1	2	2	5	2	4	2	4	3	3
naznačiti	G	6814	4	3	3	3	2	3	3	4	1	1	3	4	4	4	4	4	4	3	3	2	4	4	2	3	3	2	4	3	2	3	3	3	4	4	5	5	5	5	5	4	4	3	4	4	3	4	3	3	4	2	5	1	3	4	3	4	4	4	3	3
konzumirati	G	23395	5	5	4	4	4	4	4	5	5	1	3	3	5	5	4	4	5	4	4	3	4	5	3	4	2	2	5	4	4	3	3	3	5	3	4	5	5	4	5	3	3	4	3	4	2	5	3	3	3	3	5	5	3	5	4	5	4	4	2	1
autoput	I	11438	5	4	4	3	5	4	5	3	5	4	5	2	5	4	5	3	5	3	5	3	1	4	5	4	5	3	5	3	5	3	5	4	5	4	5	4	5	3	5	5	5	5	5	4	5	4	5	2	5	3	1	4	5	3	5	4	5	5	3	1
prerađivački	P	3651	4	3	3	2	2	3	3	3	5	1	4	1	3	4	2	3	3	2	1	1	4	4	3	3	1	1	3	3	4	3	3	3	4	3	2	3	3	3	5	2	3	2	2	2	2	2	2	2	2	2	3	1	4	2	2	2	4	2	2	2
mineralan	P	14839	4	4	3	0	4	2	4	4	5	4	4	1	4	5	5	5	4	3	3	3	3	4	4	4	1	4	4	3	4	3	4	4	5	4	2	3	4	3	4	4	2	3	3	4	5	4	3	3	3	3	1	3	4	5	4	3	4	3	1	1
dečko	I	142479	5	4	5	0	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	5	5	4	4	5	5	5	5	4	5	5	5	5	5	4	5	5
pirjati	G	4355	4	2	3	3	4	2	5	3	5	3	4	3	5	4	4	1	5	3	4	1	1	4	1	3	4	2	4	2	4	3	4	3	5	3	5	3	4	3	5	4	3	3	4	3	5	4	5	2	5	1	3	1	5	3	4	3	5	3	4	1
oduzeti	G	40569	4	4	4	4	4	4	5	4	5	2	4	5	3	5	2	4	5	4	5	3	3	5	3	4	1	4	5	4	4	4	3	4	5	3	2	4	3	4	5	3	4	4	4	4	4	5	3	2	4	4	5	2	5	5	3	4	4	4	3	2
podni	P	8257	4	4	3	4	5	4	4	1	5	3	4	3	5	4	4	2	5	4	4	2	3	4	4	2	2	2	5	4	4	4	4	3	3	1	4	4	5	2	5	2	4	4	4	3	5	3	4	2	4	1	3	1	5	5	4	3	5	3	3	2
pojavljivati	G	72986	4	4	3	3	4	5	4	5	5	2	3	5	3	4	3	4	4	4	4	3	3	4	2	3	1	3	4	5	2	4	5	4	3	0	2	5	4	4	5	4	4	4	2	4	4	4	2	3	3	5	5	3	3	5	4	4	3	3	2	2
uhićen	P	7272	5	4	4	4	5	4	4	4	5	4	5	2	4	5	5	4	5	4	5	1	2	4	4	3	1	3	5	5	4	3	4	3	3	1	4	3	4	3	5	4	3	4	4	3	5	2	3	2	4	2	5	1	4	4	4	4	5	3	4	1
ekosustav	I	4491	5	4	2	2	1	3	4	2	4	1	3	2	2	3	2	2	3	3	1	1	2	3	1	2	3	1	2	4	5	3	5	2	4	3	5	3	3	3	5	3	2	3	4	3	4	1	1	2	2	1	1	1	2	3	4	2	4	3	1	1
lišiti	G	3090	4	4	2	2	2	3	2	2	2	1	2	3	3	3	1	3	5	2	1	1	5	4	1	2	1	1	2	2	2	3	3	2	3	2	2	2	1	4	3	2	4	3	1	3	2	2	3	2	1	1	5	1	2	4	3	2	2	3	2	1
homogen	P	3913	3	4	1	2	1	3	3	4	5	1	1	3	3	3	1	3	4	4	1	3	5	4	3	3	1	2	3	4	4	3	4	3	3	4	1	3	2	4	4	3	3	3	2	4	3	3	2	3	3	3	5	2	3	5	3	3	2	4	3	1
sjajan	P	100722	3	5	4	4	2	4	2	5	5	3	3	3	3	0	4	4	5	4	1	4	5	5	3	4	5	3	5	5	4	4	4	4	4	4	1	5	4	4	5	5	3	4	4	4	2	4	3	4	3	3	5	1	2	4	4	0	3	3	2	4
sletjeti	G	14667	5	5	4	3	4	4	3	4	5	2	5	2	5	5	4	4	5	3	4	2	2	4	2	3	4	3	5	5	4	3	5	4	4	3	5	4	4	3	5	4	4	3	3	3	5	3	3	1	4	3	5	1	5	4	3	3	5	4	4	2
bijesan	P	12645	5	5	4	3	3	4	3	5	5	3	4	3	4	5	5	5	5	4	1	2	5	5	3	3	4	2	5	5	4	4	4	4	5	3	2	4	3	4	5	5	2	4	4	4	5	2	4	3	4	4	5	1	3	5	4	4	4	4	2	3
upotpunjivati	G	3576	4	4	2	2	1	3	2	3	4	2	1	2	2	5	2	3	4	3	3	2	5	4	1	2	2	1	4	3	2	3	4	3	3	2	2	3	2	3	4	3	3	3	1	2	1	2	3	2	2	4	3	1	4	5	3	4	4	4	2	2
trajan	P	55143	4	4	2	3	2	3	1	4	5	4	2	3	1	5	2	5	3	4	1	2	4	5	4	4	1	2	3	4	2	3	2	3	4	4	2	4	1	5	5	3	3	4	1	3	4	4	2	4	1	3	1	2	2	5	2	4	2	4	3	3
oslobađajući	P	5581	4	4	2	2	1	3	1	3	4	1	1	1	1	4	2	5	2	3	2	2	5	5	2	3	1	1	2	4	2	3	3	3	3	4	1	4	2	4	5	4	2	4	1	2	1	4	2	2	1	2	5	1	1	4	2	3	2	3	3	2
dogurati	G	7749	4	4	2	3	2	3	2	3	3	2	3	3	4	4	3	5	3	3	3	1	4	5	2	3	3	2	5	3	2	3	4	4	4	3	4	4	2	4	5	3	3	3	4	3	2	4	3	3	3	3	5	3	3	4	2	3	5	3	3	3
dišni	P	9313	4	4	2	2	3	4	1	2	5	2	5	3	4	4	4	3	3	3	2	1	3	4	3	4	1	2	5	3	5	3	4	4	3	2	3	4	4	4	5	3	3	4	2	3	4	4	4	2	4	3	1	2	4	4	2	3	3	4	4	4
čudan	P	99577	2	4	1	4	1	5	1	5	5	4	2	5	1	5	2	4	2	4	1	4	5	5	1	4	1	5	3	5	2	4	4	4	2	3	2	4	1	5	5	4	3	5	2	4	2	5	2	4	2	5	1	5	1	5	3	5	2	5	2	4
čitati	G	237914	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	4	5	4	5	5	5	5	5	4	5	5	5	3	5	5	5	5	5	4	4	5	5	3	5	5	5	3	5	5	5	5	5
košarkaš	I	27105	5	4	5	4	5	4	5	4	5	3	5	4	5	4	5	4	5	4	5	2	1	3	5	3	5	3	5	5	5	3	5	3	5	4	5	4	5	2	5	3	5	5	5	4	5	3	4	2	5	2	5	1	5	4	5	3	5	4	5	5
podnožje	I	8089	4	3	3	1	2	2	4	2	4	1	5	1	3	3	4	3	4	3	3	1	2	3	3	3	4	1	5	3	4	3	4	2	5	2	4	3	4	2	5	2	3	3	2	2	5	3	4	2	4	3	5	1	4	4	4	3	5	3	4	1
upečatljiv	P	9746	4	4	2	3	1	3	1	2	3	1	3	1	2	4	2	4	2	3	1	2	5	4	3	3	1	1	3	3	3	3	3	2	3	2	2	4	1	4	5	4	2	3	1	3	4	3	4	3	2	2	1	1	3	4	2	3	4	4	2	1
ubilježiti	G	3850	4	3	3	2	3	2	4	3	4	1	5	1	4	4	2	2	5	1	3	1	3	4	1	4	3	1	4	4	3	3	2	3	4	3	4	3	3	3	5	4	3	2	3	3	4	2	3	3	4	1	5	1	5	5	0	2	4	4	2	1
najesti	G	5526	4	4	3	4	5	5	5	4	5	5	4	5	3	5	4	5	4	5	3	3	3	5	4	5	2	4	5	5	4	4	4	4	5	4	4	5	4	5	5	5	4	5	2	4	5	5	2	5	3	4	5	3	4	5	3	5	4	4	5	5
svojstvo	I	50652	4	4	1	4	1	4	3	3	2	3	4	5	1	4	2	3	2	4	1	3	5	5	3	5	2	4	4	5	2	4	3	4	4	4	3	4	1	4	5	4	2	5	1	5	2	5	2	5	1	3	1	1	2	5	1	4	2	4	2	4
topnički	P	6065	4	3	3	1	4	2	3	1	3	1	4	1	2	1	3	1	3	1	1	1	3	3	1	2	1	1	5	2	3	2	5	2	4	3	2	2	4	1	4	2	3	3	2	1	3	1	3	1	2	1	3	1	4	2	4	2	3	2	4	1
uloviti	G	18818	5	5	5	4	5	3	3	4	5	3	5	4	4	5	4	3	5	3	5	2	3	5	3	4	1	3	5	5	4	4	4	3	5	3	3	4	5	4	5	4	4	4	4	3	5	1	3	5	4	2	5	2	5	5	4	4	5	4	5	3
produživati	G	4595	3	4	3	3	4	5	4	3	5	3	3	4	3	4	4	4	4	3	5	3	3	5	2	3	1	2	4	3	4	4	2	3	3	1	2	4	3	4	4	4	3	3	2	4	4	3	3	3	4	3	5	2	5	5	3	4	4	4	3	3
porezni	P	82751	3	4	1	4	1	3	2	3	5	1	4	4	2	4	4	5	4	3	1	1	4	5	2	2	3	2	4	5	4	3	3	3	3	2	3	3	4	3	4	3	2	4	2	4	3	2	3	2	1	3	1	2	3	5	2	3	3	2	2	1
prosipati	G	3768	5	4	5	3	5	4	4	2	5	4	5	3	4	5	4	4	4	4	5	2	2	4	1	4	2	3	5	5	4	4	4	4	4	2	5	4	5	2	5	3	4	3	2	2	5	4	4	2	4	3	5	4	3	4	4	3	5	4	5	4
ukloniti	G	37081	5	4	3	3	4	5	4	4	5	4	5	5	4	4	4	4	5	4	4	3	3	5	3	4	1	2	5	4	4	4	3	3	3	4	4	4	2	4	5	4	3	4	3	3	5	5	4	3	2	3	5	4	4	5	4	3	5	4	2	3
veslati	G	4706	5	4	5	2	5	3	5	2	5	2	5	2	5	4	5	3	5	3	5	2	1	3	4	3	4	1	5	5	4	3	4	3	5	2	5	3	5	1	5	3	5	3	5	2	5	2	5	1	4	1	5	1	5	3	5	3	5	3	5	2
bespotreban	P	4484	2	4	1	4	1	3	2	3	3	4	2	3	2	4	2	4	2	3	1	4	5	5	2	4	1	5	3	3	2	4	2	4	3	4	2	5	2	4	3	5	3	5	1	2	4	4	2	2	1	4	1	4	3	3	2	4	2	4	4	2
temperamentan	P	3326	2	4	1	3	1	3	1	5	5	2	1	2	2	5	2	4	4	3	1	3	5	4	2	4	2	1	2	5	4	3	2	3	4	4	1	4	3	2	5	3	2	4	4	3	1	4	3	2	1	2	1	1	4	3	4	4	2	5	2	2
popravljanje	I	3946	4	4	3	4	4	4	5	5	5	4	5	3	4	4	5	4	5	3	5	4	3	5	1	4	3	2	5	5	4	3	3	4	5	4	2	5	4	4	5	4	4	4	2	2	3	3	4	3	4	4	5	3	4	5	4	5	2	5	4	4
zaljubljivati	G	3789	3	4	1	4	1	4	1	5	4	4	1	4	1	5	1	3	2	4	1	4	5	5	1	3	1	3	4	5	2	4	3	4	2	2	1	4	1	5	4	5	2	4	2	3	1	3	1	2	3	4	1	1	1	5	1	5	3	3	3	3
pridavati	G	10508	2	3	2	3	2	3	1	2	3	2	1	3	3	4	2	3	3	4	2	3	5	4	1	3	1	3	3	3	2	3	2	3	4	3	2	4	2	4	3	4	4	3	1	2	2	2	1	3	1	3	3	2	3	5	2	5	2	4	3	3
izražajan	P	4206	4	4	1	3	1	4	2	3	2	1	1	2	1	4	2	3	3	4	1	3	5	4	2	3	1	3	3	4	2	3	3	4	2	2	1	4	1	4	5	4	2	4	1	2	2	3	1	2	1	2	1	1	2	5	2	3	3	4	2	2
sipati	G	4285	5	3	4	2	5	4	4	3	5	1	5	2	4	4	4	4	4	3	4	2	2	4	2	3	3	4	4	3	4	4	4	3	4	4	5	4	5	2	5	4	4	3	4	3	5	5	5	2	5	2	5	3	5	5	4	2	5	3	5	3
umisliti	G	4052	4	3	1	2	1	4	1	4	2	2	3	3	2	4	2	4	2	4	1	1	5	4	2	3	1	4	4	5	4	4	1	4	2	0	1	4	1	4	5	5	2	3	2	3	2	5	2	2	1	4	1	2	3	4	2	4	2	3	2	3
uobičajen	P	50676	3	4	1	4	2	5	2	5	3	3	2	3	2	5	2	5	3	4	1	4	5	5	3	4	1	5	4	5	4	4	2	5	3	5	1	5	3	4	3	4	2	5	2	3	3	5	3	3	2	4	1	4	4	5	2	5	2	4	2	4
varirati	G	14929	2	4	1	2	2	4	3	4	5	3	2	5	3	5	3	3	2	3	2	4	5	5	3	4	1	4	3	4	4	3	4	4	2	4	2	5	4	5	5	4	3	4	2	4	1	4	3	4	1	4	3	4	5	4	2	4	4	4	3	3
avenija	I	6965	4	4	3	3	5	4	5	3	5	4	4	2	5	4	2	1	5	4	4	3	1	3	3	3	5	3	5	4	5	4	5	3	4	3	5	4	5	3	5	5	4	4	2	3	5	1	5	3	5	1	4	3	4	2	3	4	5	3	3	3
apstrakcija	I	3742	3	3	1	3	1	4	1	4	1	1	1	2	1	4	1	4	2	3	1	1	5	5	1	2	1	1	2	4	2	3	1	4	2	4	1	4	1	4	3	5	2	4	1	3	1	3	2	3	1	3	1	2	1	5	1	4	1	4	1	3
iracionalan	P	5723	3	1	1	3	1	4	1	3	2	2	1	3	1	3	2	3	2	3	1	3	5	5	1	2	1	5	2	3	2	3	2	4	2	4	1	4	1	5	3	4	2	4	2	3	1	4	1	4	1	3	1	3	1	2	1	4	2	4	2	3
keramički	P	7919	5	4	3	4	5	3	5	2	5	2	5	1	5	4	5	1	5	3	5	3	2	3	4	2	3	4	5	3	4	3	5	3	0	1	5	3	5	2	5	4	5	3	4	2	5	2	5	2	5	2	3	3	5	0	5	2	5	4	5	1
speleološki	P	5077	4	3	1	1	2	1	3	2	5	2	4	1	3	3	1	1	3	2	1	1	0	0	3	2	1	1	1	1	4	1	3	3	2	0	3	2	3	1	5	3	3	2	2	1	3	1	2	1	3	1	1	1	3	1	2	1	5	3	1	1
strukturni	P	10734	3	4	1	4	1	4	2	4	1	1	2	1	2	4	2	4	2	2	1	2	5	4	1	2	1	1	3	5	2	3	2	3	2	4	2	4	1	4	3	3	2	3	2	2	2	4	2	3	2	3	1	1	4	5	3	5	3	4	1	4
svratiti	G	10898	3	4	3	3	3	3	3	3	5	4	2	2	3	4	3	4	3	3	4	4	4	4	2	4	1	3	5	5	4	4	2	4	3	1	4	5	3	3	5	4	3	4	3	3	4	4	3	4	2	4	4	2	3	2	2	5	3	3	3	4
pretio	P	5715	4	4	5	3	5	3	5	4	5	2	5	3	5	4	4	1	5	3	5	3	2	4	5	3	4	2	5	5	4	3	4	4	3	0	5	4	5	2	5	4	5	4	5	3	5	3	5	4	5	3	3	1	4	4	4	5	5	4	5	4
iživljavati	G	3154	4	4	3	2	1	3	2	3	3	2	3	2	3	4	2	2	2	2	2	3	5	5	1	3	1	3	5	5	2	3	3	3	4	4	2	3	2	4	5	4	2	4	3	3	4	3	4	3	2	3	1	1	4	3	2	3	2	4	2	3
konstantan	P	18922	4	4	1	4	1	5	2	5	5	3	2	4	2	4	2	3	3	4	1	4	5	5	1	4	2	3	4	5	4	3	2	4	2	4	2	5	2	4	2	5	2	5	2	4	2	4	2	5	2	4	1	5	5	4	2	4	3	4	1	5
