leksem	vr	frek	28a.01.k	28a.01.č	28a.02.k	28a.02.č	28a.03.k	28a.03.č	28a.04.k	28a.04.č	28a.05.k	28a.05.č	28a.06.k	28a.06.č	28a.07.k	28a.07.č	28a.08.k	28a.08.č	28a.09.k	28a.09.č	28a.10.k	28a.10.č	28a.11.k	28a.11.č	28a.12.k	28a.12.č	28a.13.k	28a.13.č	28a.14.k	28a.14.č	28a.15.k	28a.15.č	28b.01.k	28b.01.č	28b.02.k	28b.02.č	28b.03.k	28b.03.č	28b.04.k	28b.04.č	28b.05.k	28b.05.č	28b.06.k	28b.06.č	28b.07.k	28b.07.č	28b.08.k	28b.08.č	28b.09.k	28b.09.č	28b.10.k	28b.10.č	28b.11.k	28b.11.č	28b.12.k	28b.12.č	28b.13.k	28b.13.č	28b.14.k	28b.14.č	28b.15.k	28b.15.č
presing	I	3340	1	3	2	3	2	5	1	4	1	4	2	1	2	4	2	3	2	2	3	3	1	4	5	4	3	3	5	5	1	3	1	3	5	2	1	1	1	1	2	3	5	4	3	1	2	1	4	3	3	2	3	3	2	4	3	4	2	3	1	1
zaboljeti	G	9961	2	3	5	4	4	5	3	5	5	5	1	4	5	4	5	5	3	4	4	4	3	4	5	5	4	4	5	5	2	4	5	4	5	3	2	4	1	5	4	4	4	5	4	3	3	4	4	4	4	4	3	3	5	5	3	3	4	5	4	2
otkupljivati	G	4311	2	2	2	3	2	2	2	4	1	4	1	3	4	3	3	3	2	1	2	3	1	4	3	3	4	4	5	3	1	1	3	3	3	2	1	4	2	3	1	3	5	4	4	3	2	3	4	3	3	2	3	1	4	4	2	3	3	3	2	2
uvući	G	14689	2	3	5	4	4	2	3	5	3	3	2	2	4	3	5	4	2	3	4	3	2	3	5	5	3	3	5	5	2	2	5	4	3	2	1	2	1	5	2	3	5	4	4	3	2	3	3	4	4	3	4	2	5	3	1	3	4	4	4	2
pravedan	P	27738	1	4	2	4	1	2	3	5	1	5	1	3	1	5	2	4	4	4	2	3	3	4	3	5	2	5	1	2	1	2	1	3	3	3	1	4	1	5	1	4	2	5	2	3	1	4	3	3	2	3	2	4	2	5	1	5	1	4	2	3
pojašnjavati	G	15672	1	4	5	4	2	2	4	5	2	5	2	3	5	5	5	4	4	4	3	4	2	4	5	5	2	4	5	5	1	4	5	3	4	4	2	2	2	4	3	4	3	5	3	3	1	4	4	4	3	4	2	3	3	4	1	3	1	4	2	2
podbaciti	G	6034	2	3	3	3	1	2	2	5	2	3	2	1	2	3	3	3	2	1	4	3	1	3	5	3	3	3	1	1	1	4	2	2	2	2	1	1	1	4	3	3	3	4	3	2	2	2	3	4	2	3	1	2	2	3	2	4	2	3	2	2
ulaziti	G	122794	4	4	5	5	5	5	3	5	5	5	4	4	5	5	5	5	5	4	5	5	4	5	5	5	4	3	5	5	3	4	5	5	5	5	4	4	5	5	5	5	5	5	4	3	3	4	3	5	4	4	3	4	4	5	2	4	4	5	3	3
sramiti	G	17158	1	4	4	4	3	4	3	5	2	4	2	4	2	4	5	4	5	3	3	3	2	4	5	4	2	4	0	0	2	2	2	4	4	3	1	3	1	5	2	4	2	3	2	3	1	4	4	3	3	4	2	4	3	4	1	4	1	4	3	2
pobožan	P	6086	1	2	5	3	4	2	3	4	1	4	4	4	1	3	5	3	5	2	3	3	1	3	5	3	2	4	5	2	1	2	2	2	4	3	5	3	1	5	3	3	2	4	1	2	2	3	3	3	2	3	3	3	2	3	1	4	1	5	2	4
uklapati	G	18270	2	3	5	5	1	2	2	5	2	3	2	3	3	3	3	3	5	2	2	2	3	3	3	4	2	3	1	3	1	3	2	3	3	3	1	2	1	5	3	3	2	4	3	2	2	3	2	2	3	3	1	2	3	4	1	3	2	5	3	2
pozitiv	I	3131	1	3	2	2	5	1	2	3	1	2	1	1	4	3	2	4	3	1	3	4	4	4	4	2	2	3	1	1	1	4	5	2	3	1	5	2	1	1	5	3	4	1	3	1	4	2	3	2	1	2	3	2	2	2	2	3	1	3	1	1
častan	P	26517	2	2	2	2	1	1	4	3	1	2	1	1	1	3	1	1	2	1	2	2	2	4	2	3	2	2	1	1	1	1	1	2	2	3	1	2	1	3	1	2	2	4	2	2	1	2	4	4	3	3	1	2	1	3	1	4	2	3	3	1
osvjetljenje	I	11347	4	4	4	3	2	1	5	4	3	5	4	4	5	5	4	3	4	3	3	5	5	5	5	5	4	4	5	5	2	4	4	4	5	4	5	5	4	5	4	4	5	4	4	3	4	3	4	4	4	4	4	3	4	5	3	4	4	4	5	2
otežati	G	6463	2	4	4	4	2	1	3	4	2	3	2	4	4	4	3	3	4	3	3	4	2	3	3	5	4	3	3	3	1	1	3	4	2	3	1	2	2	4	1	3	3	3	3	3	1	4	4	3	4	4	2	2	3	4	1	4	2	3	4	2
informirati	G	26599	2	5	5	5	3	4	3	5	4	5	2	4	5	5	4	4	4	4	4	0	2	5	4	5	4	4	1	5	1	3	5	4	4	3	2	3	1	5	2	3	3	4	3	3	2	3	4	4	2	4	2	3	2	4	1	5	2	4	4	3
instinkt	I	7412	1	3	4	4	2	1	2	5	2	5	1	3	1	4	1	3	3	2	3	5	4	4	3	4	2	5	1	1	1	2	1	4	5	2	5	4	1	5	1	4	1	4	3	2	2	4	4	4	2	3	2	3	1	4	3	5	1	4	2	3
razočarati	G	21998	1	4	2	4	1	4	2	5	2	5	2	3	4	3	3	4	4	4	3	5	1	4	3	4	2	4	1	5	1	2	2	4	3	3	1	4	1	5	1	3	2	4	3	4	1	4	3	3	3	3	2	4	1	5	1	5	2	5	4	1
bodovati	G	4479	3	3	5	4	5	4	4	5	3	5	4	4	5	4	5	4	5	4	4	5	2	5	5	4	3	3	1	5	2	4	5	2	4	3	5	4	4	5	4	4	5	4	4	3	3	4	4	3	4	4	4	4	3	4	2	4	4	4	3	2
tankerski	P	3339	4	2	4	3	3	1	4	3	1	1	4	1	4	2	4	1	1	1	4	3	2	1	3	2	4	1	1	1	1	1	3	1	3	1	4	1	4	3	2	2	3	2	3	1	3	1	4	2	3	4	3	1	4	1	4	1	3	1	1	1
cifra	I	14197	2	3	5	4	4	1	4	4	2	3	4	1	5	3	3	3	2	2	4	4	3	2	5	4	2	4	1	1	1	1	3	3	5	2	3	1	1	5	4	3	5	4	4	1	3	3	4	3	3	2	4	3	3	2	1	4	4	4	4	2
sterilan	P	5170	1	2	5	4	2	1	2	3	2	2	1	1	5	4	5	2	1	1	3	3	1	3	4	3	3	3	1	1	2	2	4	2	5	2	2	2	1	3	4	3	3	3	4	2	2	2	4	3	3	3	2	2	2	2	4	3	1	3	2	1
putovnica	I	20068	5	3	5	3	5	4	5	3	5	3	4	2	5	2	5	3	5	3	4	4	5	3	5	4	4	4	1	3	5	3	5	3	5	3	5	3	5	4	5	3	5	5	5	2	5	3	5	4	2	2	5	4	5	3	5	3	5	3	5	3
nesavršen	P	3387	2	3	2	3	3	2	2	5	2	4	1	3	1	4	2	3	5	3	3	4	2	4	5	4	2	3	1	1	1	3	3	3	2	3	1	1	1	5	1	4	1	3	2	2	1	3	3	2	3	2	1	2	3	4	1	3	2	4	2	2
nenametljiv	P	3435	1	2	2	4	2	2	2	5	2	4	1	2	0	0	3	3	2	2	3	4	2	3	4	4	3	4	5	5	1	2	3	3	3	2	1	1	1	5	2	3	2	3	3	2	1	2	3	3	2	2	2	3	3	3	2	2	2	2	4	2
osvanuti	G	13303	3	3	3	3	1	1	2	5	1	3	1	2	5	4	5	3	3	3	3	3	1	4	3	4	4	2	5	3	2	3	5	3	3	3	1	2	1	4	3	3	4	4	3	3	2	3	4	4	2	3	3	2	4	4	3	3	3	3	4	3
zapaliti	G	35737	4	4	5	4	5	5	5	5	4	4	4	3	5	4	5	5	5	2	5	5	4	5	5	4	0	4	3	3	3	1	5	4	5	3	5	5	5	5	4	5	5	5	3	4	3	4	5	5	4	3	5	4	5	4	4	5	5	4	5	2
nosivost	I	5525	2	2	2	2	1	1	4	4	1	1	4	2	4	3	4	2	3	3	2	4	2	1	5	3	2	3	1	1	1	2	2	1	4	1	2	1	1	4	1	2	2	3	3	1	1	2	4	4	3	2	2	1	4	3	3	2	2	2	3	2
lutrija	I	8054	4	3	4	3	5	2	5	4	2	2	2	2	3	3	4	2	2	3	4	5	3	2	5	4	4	4	1	1	4	3	4	3	3	2	5	2	2	4	5	3	4	4	4	2	4	3	5	3	3	3	5	3	5	3	2	3	2	3	2	4
grijač	I	6012	5	4	5	3	5	3	5	4	4	4	5	3	5	3	5	3	3	2	5	5	4	2	5	3	3	2	1	1	5	4	5	2	5	2	5	2	5	2	5	3	5	5	5	2	5	3	5	3	4	2	5	3	5	4	5	1	5	4	5	2
galama	I	5142	1	3	5	4	5	4	4	5	5	5	5	4	4	4	5	4	5	2	5	5	2	4	4	4	4	4	1	1	1	1	5	3	5	2	5	4	4	5	4	3	5	5	4	2	4	3	3	3	4	4	4	3	4	4	4	4	4	4	4	4
domoljuban	P	7985	2	3	2	2	2	3	3	4	2	4	2	3	2	3	3	2	5	3	4	4	1	3	4	3	3	0	1	1	1	3	2	3	2	4	3	1	3	4	2	4	3	4	2	2	3	3	3	2	3	3	3	4	3	4	1	5	1	4	2	3
škoditi	G	6644	1	3	2	3	2	1	3	5	2	5	1	2	4	3	2	3	5	3	3	4	1	3	4	3	2	2	1	1	1	2	3	3	4	3	1	1	1	5	2	3	4	4	4	3	2	2	4	4	3	2	2	3	3	3	3	1	2	4	5	2
prštati	G	3967	3	3	5	2	2	1	3	4	2	4	4	1	4	3	5	2	2	3	5	4	3	3	4	3	3	4	1	1	1	2	5	2	5	3	3	2	3	3	3	3	5	3	4	2	1	1	4	3	4	2	3	2	5	2	3	1	4	3	4	1
operater	I	25005	3	3	4	3	3	2	5	3	4	1	5	1	4	3	3	2	5	1	4	3	3	3	5	4	4	4	1	1	3	4	4	2	5	3	5	2	1	4	4	3	4	3	4	2	4	3	4	3	2	2	4	1	5	3	4	1	3	3	3	1
otpasti	G	11934	2	4	5	3	5	4	5	4	4	1	5	3	5	5	5	4	5	1	4	5	4	3	5	4	2	3	5	1	3	5	5	4	5	3	5	4	5	5	4	3	5	4	4	2	4	3	3	4	4	4	4	2	5	5	2	4	5	5	5	2
promatrati	G	57781	3	4	5	4	4	4	5	4	3	5	5	4	5	5	5	4	5	4	4	5	4	5	5	5	2	3	5	1	1	3	5	4	4	3	4	3	1	5	3	4	5	4	4	3	2	3	4	4	4	3	4	4	4	4	2	4	5	4	4	3
saznanje	I	34147	1	3	2	5	3	1	5	4	2	5	2	4	4	3	2	2	3	2	3	3	3	4	3	5	1	3	5	1	1	3	3	3	3	2	1	1	1	5	3	4	3	3	3	3	1	2	3	4	3	4	2	2	2	2	1	2	1	3	2	1
ukrasiti	G	8355	4	3	5	4	5	5	3	5	4	4	2	3	5	4	5	4	5	4	4	3	2	3	5	4	4	4	5	1	4	2	5	3	5	4	4	3	5	5	4	4	5	4	3	3	2	4	4	3	3	4	4	3	5	4	3	3	4	4	4	4
agregat	I	15097	5	2	5	2	5	2	1	3	4	2	5	1	5	2	2	1	2	1	2	2	1	1	4	1	3	4	5	1	5	0	5	1	5	3	5	3	5	3	5	3	5	1	5	2	4	2	3	3	2	2	3	1	1	2	3	1	5	3	1	1
pristajati	G	24773	3	4	2	3	5	2	2	5	3	4	2	3	3	3	4	5	4	4	2	5	2	3	5	5	3	4	5	5	2	2	4	3	5	4	3	3	5	3	3	3	5	3	3	3	2	4	4	3	3	3	4	2	4	2	1	4	3	4	3	3
pomaziti	G	4608	4	3	5	4	5	3	2	5	5	5	5	3	5	5	5	5	4	3	3	3	4	5	5	5	4	4	5	5	2	4	5	5	5	5	5	4	5	5	4	4	5	4	4	3	3	4	4	4	4	4	4	4	5	4	4	4	5	5	2	2
upropastiti	G	10866	2	3	2	3	3	2	2	4	3	4	3	3	4	3	4	4	0	3	2	3	3	4	5	4	4	4	1	3	2	4	2	3	4	3	1	4	1	5	2	3	4	3	3	3	2	4	4	4	3	4	2	2	2	4	2	4	4	4	3	3
testni	P	8545	2	4	5	4	2	2	1	3	2	2	2	1	4	4	4	3	1	2	4	4	1	3	5	4	4	3	1	1	3	2	3	2	4	3	5	5	1	3	3	4	4	3	3	2	2	4	4	4	3	4	3	3	3	2	2	4	2	4	2	2
trenerski	P	10923	3	3	4	4	3	2	2	4	3	5	0	0	3	3	5	4	1	3	3	4	4	3	4	2	4	2	1	3	2	1	3	2	3	2	3	1	1	3	3	3	4	3	3	2	1	2	4	3	2	3	3	2	4	3	3	3	3	5	4	4
organizacijski	P	26501	1	3	3	3	3	3	2	5	3	5	2	3	2	3	3	3	4	4	3	3	3	4	5	4	2	4	0	0	2	1	3	2	3	3	5	4	2	4	1	4	4	3	3	2	1	3	3	4	2	3	2	3	3	3	1	4	2	4	5	3
predomisliti	G	6396	1	4	1	5	2	4	2	5	3	5	1	4	5	4	4	4	4	4	3	3	2	4	5	5	4	5	1	5	1	3	3	4	3	4	1	5	1	5	3	4	4	4	3	3	2	4	3	3	3	4	3	5	4	5	1	5	1	5	2	4
zaslužiti	G	48441	1	4	2	3	1	4	1	5	2	5	1	3	4	3	2	4	4	4	3	3	1	4	4	4	4	5	1	3	1	4	3	4	3	3	1	5	1	5	2	3	4	4	3	3	1	4	4	4	3	4	1	4	2	5	3	4	2	5	3	2
dnevnik	I	74880	5	4	5	5	5	4	5	5	5	5	5	4	5	4	5	5	4	4	5	3	5	5	5	4	5	5	5	5	3	4	5	3	4	4	5	4	3	4	5	3	5	5	3	3	4	4	4	4	4	4	5	3	4	5	4	4	5	4	4	1
upalni	P	6483	3	2	2	4	1	2	2	2	2	3	1	2	5	4	5	3	2	3	3	3	2	2	3	3	3	3	1	1	1	2	1	2	5	4	2	3	1	4	2	4	4	1	3	3	1	3	4	3	2	3	3	3	2	2	1	2	2	4	2	1
orgazam	I	15360	1	3	5	3	4	5	2	3	4	3	4	1	1	5	5	5	3	4	3	4	4	4	3	4	2	3	3	3	1	2	3	4	5	4	1	4	5	4	4	3	5	5	4	3	3	3	5	4	4	4	3	4	3	5	5	5	1	3	4	2
neadekvatan	P	6507	1	4	2	3	1	2	1	3	1	4	3	5	2	4	4	4	2	2	3	2	1	5	3	3	4	4	1	4	2	2	1	3	4	3	1	3	1	5	1	3	3	3	2	3	1	2	3	3	2	2	2	2	1	3	1	3	1	2	2	1
jeka	I	7852	1	2	4	2	5	1	2	3	5	5	5	3	3	4	5	3	3	4	4	3	2	3	5	4	4	5	5	5	3	2	5	3	4	3	5	5	5	3	5	2	5	5	5	2	4	3	5	3	4	2	5	2	3	2	4	1	2	3	3	3
ublažavati	G	5226	2	3	2	3	2	2	2	4	3	4	1	2	3	3	4	3	3	4	2	3	1	4	4	4	4	2	1	2	2	4	3	3	3	2	2	3	1	5	2	3	4	4	3	2	1	3	3	4	3	2	3	2	2	3	1	3	2	3	2	1
odjeknuti	G	6016	3	2	2	3	5	1	1	4	2	3	5	4	3	4	3	3	2	3	2	3	1	4	5	3	3	3	1	3	3	2	4	2	4	3	4	3	2	3	3	3	5	5	3	2	2	2	4	4	4	3	4	2	2	3	2	2	1	3	2	1
čitanje	I	65491	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	3	5	4	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	4	3	3	5	5	4	4	5	5	5	4	5	2	5	4	5	4	4
nespretan	P	5797	3	3	3	3	4	4	3	4	3	5	5	4	4	4	4	2	4	4	3	3	1	4	4	4	4	5	5	5	4	3	2	3	3	4	5	5	5	4	2	4	4	5	3	3	2	5	4	4	4	3	2	3	3	4	2	5	4	3	4	3
neopravdan	P	6006	2	2	1	4	2	3	2	5	2	5	3	2	5	3	2	2	3	4	3	4	1	4	4	4	3	5	1	1	2	4	2	2	2	3	2	3	1	5	1	3	2	4	2	2	1	5	2	3	3	3	2	3	1	3	1	5	2	4	2	3
mozgati	G	3609	1	4	1	4	2	1	2	4	2	4	2	2	4	4	3	2	2	3	3	2	2	4	3	4	3	4	1	1	2	4	1	3	2	4	1	3	1	4	1	3	2	3	3	3	1	1	3	3	3	2	2	4	2	3	1	3	2	3	5	1
mali	P	1052661	5	5	5	4	5	5	5	5	5	5	5	4	4	5	5	4	5	4	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	3	5	4	3	5	5	5	5	5	5	3	5	5	5	4	3
žedan	P	8654	1	5	4	3	4	5	3	5	5	5	5	5	5	5	5	5	5	4	5	5	3	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	1	5	5	5	5	5	3	4	2	5	4	4	4	5	5	5	3	5	2	5	1	5	5	5
dosegnuti	G	21367	4	3	4	4	5	4	3	4	3	4	4	3	3	4	4	4	4	4	3	4	1	3	5	5	3	5	5	5	4	4	5	3	5	3	2	4	5	5	4	4	5	4	3	3	3	3	3	3	4	3	4	1	4	4	3	4	4	4	4	1
močvaran	P	3283	4	2	5	2	3	1	3	3	2	2	5	1	4	3	5	1	2	4	3	2	1	4	3	0	4	3	1	1	2	1	4	1	2	1	4	5	5	3	3	2	4	3	3	1	1	1	4	3	3	1	4	1	3	2	3	1	3	2	2	2
bojati	G	141796	5	3	2	3	5	2	4	5	5	5	5	4	2	4	2	3	5	4	3	5	4	4	5	4	3	5	5	5	5	3	5	3	3	4	2	4	5	4	5	4	5	4	5	3	2	3	4	4	4	4	3	4	4	3	1	4	5	4	3	3
polaziti	G	18445	2	3	2	3	2	2	2	5	3	5	2	3	3	3	4	4	3	4	2	2	3	3	4	3	1	1	1	1	3	3	4	2	4	3	1	4	1	5	3	3	4	4	4	3	1	2	3	3	3	2	3	3	2	4	1	3	2	4	2	3
zapošljavati	G	22372	2	2	4	4	2	2	3	4	3	4	3	3	4	4	4	3	5	4	3	3	2	3	4	3	1	1	1	1	2	3	4	2	5	4	4	4	1	5	2	4	4	4	4	3	2	2	3	4	2	4	4	4	3	4	1	3	3	3	4	3
podijeliti	G	74752	4	4	5	4	4	4	4	5	2	5	5	4	5	5	4	4	5	4	4	5	4	4	5	4	1	1	1	1	5	4	5	5	5	4	4	5	5	5	3	4	4	4	4	4	3	5	3	4	3	3	5	4	4	5	2	5	4	4	2	4
osvježavajući	P	5223	2	5	2	5	4	2	4	5	2	5	4	3	4	4	4	3	5	4	3	5	4	4	5	5	1	2	1	1	4	4	3	4	5	4	3	4	1	5	4	5	4	5	3	3	2	4	4	4	3	4	2	4	1	4	3	4	2	4	3	2
proizvođač	I	143750	1	4	5	4	4	2	4	4	4	5	5	3	5	4	5	3	5	4	4	5	3	4	5	4	2	1	1	1	4	3	4	3	5	4	5	5	5	5	4	4	5	5	3	3	3	4	5	3	3	3	4	4	3	4	5	5	2	5	5	4
preseljenje	I	10670	1	3	4	3	3	3	3	4	3	3	5	2	5	3	5	2	5	2	4	5	4	3	5	2	1	2	1	1	3	4	5	3	5	2	4	4	1	4	3	4	4	4	3	3	3	4	4	3	4	4	4	2	4	4	2	2	4	3	4	1
zločinac	I	33218	2	2	5	2	3	1	5	4	4	3	5	3	4	3	5	1	5	3	5	3	5	3	5	4	2	3	1	1	5	5	4	2	3	2	5	4	1	4	4	3	5	5	4	3	4	4	4	2	3	2	3	2	3	4	4	4	5	3	5	4
elitan	P	17876	1	5	2	3	2	2	2	3	2	2	2	1	2	3	3	2	5	3	4	3	2	5	3	4	1	1	1	1	3	1	2	3	4	3	5	4	1	3	2	3	3	3	2	3	1	4	4	4	2	2	2	3	1	3	1	4	2	1	2	3
telefonski	P	42141	3	2	4	3	5	5	4	5	4	4	4	2	5	4	5	5	5	4	5	5	4	5	5	4	2	1	1	1	3	2	4	2	5	4	5	4	3	5	4	4	4	4	3	3	3	5	4	4	2	2	4	4	3	4	2	4	4	4	5	5
rukometni	P	25324	3	3	4	3	4	2	4	4	5	5	4	2	4	3	5	3	3	2	5	4	4	3	5	3	3	1	1	1	3	1	4	2	5	3	5	3	1	4	3	3	4	4	3	2	2	3	4	3	3	2	4	3	3	2	3	4	4	4	4	3
plasirati	G	35419	2	2	2	2	2	1	3	4	3	2	2	1	2	3	1	2	2	2	4	4	1	3	4	3	1	2	1	1	2	1	4	2	2	3	4	4	1	2	2	3	4	3	2	3	2	2	3	3	2	2	3	2	1	2	1	2	1	2	3	2
razbojnik	I	9698	5	2	4	3	4	1	5	5	4	3	4	1	5	3	2	2	4	4	4	3	4	3	4	3	2	1	1	1	5	2	4	3	4	2	5	3	4	4	5	3	5	5	4	3	5	3	4	3	4	3	4	2	4	2	4	4	5	3	5	1
zavezati	G	4500	3	5	5	4	5	3	4	5	4	3	5	2	5	4	5	4	5	3	5	3	2	4	5	4	1	1	5	1	3	4	5	5	5	4	5	3	5	5	4	4	5	5	4	4	3	5	5	4	4	4	5	4	5	4	2	4	5	4	4	2
krzno	I	9592	4	2	5	4	5	4	5	4	5	3	5	2	5	4	5	3	5	4	5	4	5	3	5	3	2	1	5	1	5	2	5	4	5	3	5	3	5	4	5	3	5	5	5	3	5	2	5	3	5	2	5	3	5	4	5	3	5	4	5	3
preljev	I	4191	5	4	5	5	5	3	5	5	4	3	5	1	5	4	5	4	3	3	4	3	5	3	5	4	1	2	5	1	5	3	4	3	5	3	5	3	5	4	5	4	5	5	5	3	5	3	4	2	4	3	5	3	5	4	5	4	5	3	5	2
svađati	G	17760	2	4	5	4	5	5	3	4	2	5	5	3	5	4	3	4	5	4	5	5	2	2	5	4	1	2	5	1	3	3	5	5	4	4	1	4	2	4	4	4	5	5	3	4	4	4	4	2	3	4	4	4	2	4	3	5	4	5	5	3
plesti	G	4830	4	3	5	3	5	3	5	3	2	2	5	3	5	4	5	3	3	4	5	3	2	4	5	3	2	3	5	1	5	1	5	2	5	4	5	3	5	3	5	3	5	5	5	3	4	3	5	3	3	2	5	2	5	2	4	2	5	2	5	4
bajkovit	P	4246	2	2	4	3	2	2	3	3	1	2	3	2	4	3	2	4	5	4	4	3	1	1	4	3	1	4	5	1	2	3	1	2	1	3	2	3	1	4	1	3	3	3	3	3	2	2	4	4	3	2	2	2	3	2	1	1	1	2	3	2
karcinom	I	17094	2	2	5	3	1	2	2	3	1	2	4	1	5	4	3	2	5	3	4	4	4	2	3	4	1	4	1	1	3	2	4	2	5	3	5	4	3	4	5	3	4	4	4	3	4	3	5	4	2	3	4	3	5	3	4	2	2	3	4	4
preferirati	G	14692	1	4	2	4	1	2	1	4	2	2	2	2	2	3	1	4	3	4	4	5	2	3	3	4	1	3	1	1	2	3	1	4	4	5	1	2	1	4	1	5	3	5	2	4	1	4	4	5	2	3	2	4	2	3	1	4	2	4	2	3
car	I	35280	5	3	5	5	4	1	4	3	5	2	5	2	5	3	3	2	4	3	4	3	5	2	4	2	1	4	5	4	5	2	3	3	3	2	5	2	5	3	4	2	5	5	5	4	5	3	5	4	4	5	5	3	5	3	5	3	3	3	4	4
krijumčarenje	I	4597	3	2	2	2	2	2	3	5	2	2	5	1	4	3	3	1	0	3	4	3	2	3	5	3	2	2	1	1	3	2	3	2	4	3	2	3	3	3	3	3	4	4	4	3	3	2	3	3	3	3	3	3	2	3	3	3	4	3	5	3
povoljan	P	67604	1	4	2	4	2	1	3	5	3	4	2	4	3	4	2	3	3	3	3	5	1	3	5	5	2	4	1	1	3	4	2	3	2	4	4	5	1	5	2	4	3	4	3	3	2	4	3	3	4	4	2	4	3	4	2	4	3	3	4	4
lovni	P	3335	2	2	4	2	1	1	2	4	2	2	3	2	3	3	4	2	3	3	4	3	3	1	4	2	2	3	1	1	2	1	1	1	3	1	3	1	1	2	1	1	2	1	4	2	2	2	4	4	4	2	4	2	1	1	2	1	4	3	1	1
feministički	P	3855	1	3	2	3	3	5	1	4	1	3	2	1	4	3	1	2	3	3	3	3	1	2	2	3	1	4	1	1	2	2	1	4	3	4	2	4	1	5	1	4	2	4	2	4	1	3	2	4	2	4	3	3	3	4	1	2	1	4	4	3
sućut	I	8652	1	3	1	2	3	3	2	3	2	3	3	2	5	2	1	2	3	3	2	3	3	3	2	3	1	2	1	1	2	3	2	2	1	3	1	1	1	4	2	3	2	2	3	3	2	3	4	3	3	3	2	3	2	3	1	2	2	2	3	2
