leksem	vr	frek	05a.01.k	05a.01.č	05a.02.k	05a.02.č	05a.03.k	05a.03.č	05a.04.k	05a.04.č	05a.05.k	05a.05.č	05a.06.k	05a.06.č	05a.07.k	05a.07.č	05a.08.k	05a.08.č	05a.09.k	05a.09.č	05a.10.k	05a.10.č	05a.11.k	05a.11.č	05a.12.k	05a.12.č	05a.13.k	05a.13.č	05a.14.k	05a.14.č	05a.15.k	05a.15.č	05b.01.k	05b.01.č	05b.02.k	05b.02.č	05b.03.k	05b.03.č	05b.04.k	05b.04.č	05b.05.k	05b.05.č	05b.06.k	05b.06.č	05b.07.k	05b.07.č	05b.08.k	05b.08.č	05b.09.k	05b.09.č	05b.10.k	05b.10.č	05b.11.k	05b.11.č	05b.12.k	05b.12.č	05b.13.k	05b.13.č	05b.14.k	05b.14.č	05b.15.k	05b.15.č
erotski	P	8706	2	3	3	4	3	4	4	1	2	2	2	2	2	3	2	1	4	4	4	4	3	3	3	2	4	4	3	2	3	1	2	2	4	3	3	3	3	2	5	5	3	3	5	5	3	3	4	3	1	1	5	3	3	2	5	4	5	2	3	4
uvjerljivost	I	3046	1	5	3	4	2	4	2	1	1	3	1	4	2	4	3	5	1	4	1	4	2	2	1	3	2	3	3	3	3	1	2	2	1	4	1	2	2	1	1	3	1	2	2	4	3	3	1	4	1	5	4	3	2	3	1	1	2	3	2	5
neuspio	P	5560	2	4	3	5	4	4	3	2	3	1	2	1	3	5	3	5	1	4	2	5	3	4	3	4	3	2	3	2	2	3	2	3	1	3	1	1	1	2	2	3	1	2	2	4	4	4	2	3	1	4	3	3	1	2	2	1	5	2	2	5
mirovni	P	18019	1	3	3	4	2	4	1	1	2	2	1	3	3	3	3	4	1	4	2	3	1	3	1	2	3	3	2	2	3	2	3	2	2	3	1	3	2	2	1	3	1	4	3	3	3	3	2	3	1	2	5	4	1	3	2	1	2	2	3	4
nepopularan	P	4398	2	4	3	5	2	5	4	4	1	3	1	4	2	4	5	5	1	4	2	4	2	4	2	4	2	4	3	3	1	1	2	4	2	3	2	2	3	3	5	3	4	4	3	2	2	2	4	5	1	4	5	2	1	2	2	4	5	3	2	5
prepričati	G	4572	1	4	4	5	3	5	5	5	2	4	2	5	5	5	5	3	4	5	3	4	4	4	5	4	4	4	4	4	2	4	2	4	5	4	2	3	3	4	5	3	5	3	2	2	4	4	5	5	3	5	4	3	5	3	2	5	5	4	4	5
ubijati	G	54245	4	2	5	4	5	4	5	4	4	3	4	4	4	4	4	5	5	5	4	4	5	4	5	4	5	4	5	4	5	1	3	3	5	3	4	4	3	3	5	5	3	3	5	3	5	4	5	2	4	2	5	4	4	2	5	4	5	2	4	4
redovan	P	53343	1	4	4	4	2	5	3	3	1	5	2	4	4	4	4	4	3	5	1	4	3	4	4	4	2	5	3	4	2	4	2	4	3	5	2	3	3	4	5	5	3	4	2	2	4	3	3	5	1	2	5	4	3	4	1	4	5	4	4	5
pametovati	G	5117	1	4	3	4	1	5	4	2	1	4	1	3	4	3	1	4	2	3	2	3	3	4	4	4	4	3	3	3	1	3	2	3	4	3	2	3	2	3	1	3	2	1	4	3	4	3	1	4	1	5	4	3	1	4	1	1	5	3	3	4
opstrukcija	I	3314	1	3	3	4	1	1	4	1	4	1	4	2	3	2	3	5	3	2	4	1	2	3	5	2	3	2	3	1	3	1	2	2	1	1	1	1	1	1	5	3	2	3	3	2	3	1	4	3	1	1	3	3	1	1	1	1	2	2	2	4
monetaran	P	17477	2	4	3	4	1	2	5	1	1	1	3	4	4	2	4	3	4	3	4	2	3	3	2	2	1	2	2	1	3	1	2	1	1	2	1	1	1	1	1	3	5	4	3	2	4	3	3	2	1	1	5	4	1	1	1	1	5	4	2	4
kamen	I	68487	5	4	5	5	5	5	5	4	5	4	5	4	5	4	4	3	5	5	5	3	5	3	5	4	5	4	4	2	5	4	5	3	5	3	5	4	5	3	5	3	3	5	5	4	5	3	5	4	5	4	5	5	5	0	5	5	5	2	5	4
drag	P	216850	2	5	3	5	2	5	4	5	2	5	2	5	2	5	4	4	1	5	1	4	2	5	3	4	5	5	2	3	2	4	3	5	1	3	2	4	4	5	2	3	5	3	5	4	2	3	2	5	0	1	3	3	1	0	1	5	5	4	2	5
lavanda	I	9524	5	2	5	3	5	4	5	3	5	3	5	3	5	3	5	2	5	2	5	3	5	3	5	3	5	3	5	2	5	3	5	2	5	2	5	4	5	3	5	3	5	5	5	3	5	2	5	3	5	3	5	4	5	3	5	5	5	3	5	4
ostati	G	262952	2	4	4	5	2	5	3	5	2	4	3	5	4	5	4	4	1	5	3	4	3	4	5	5	3	5	3	5	2	3	3	4	4	4	3	3	4	5	5	3	3	4	2	4	4	5	5	5	4	5	5	3	3	3	1	4	5	4	3	5
investirati	G	15447	1	3	3	4	4	4	5	1	1	2	2	2	3	3	5	3	2	4	4	4	4	4	4	1	1	4	3	2	1	1	2	2	2	3	1	1	3	3	2	3	5	4	3	2	4	4	5	4	1	3	5	4	3	4	1	3	5	4	4	5
trećina	I	38297	1	3	4	4	5	5	5	3	3	3	5	4	5	4	5	5	5	5	4	3	5	4	5	4	5	4	3	3	2	2	3	3	5	4	2	1	2	3	3	3	1	4	5	4	3	4	5	5	1	4	5	4	3	2	5	4	2	3	5	5
dvoumiti	G	4868	1	4	3	5	4	4	5	5	1	4	1	4	4	4	3	5	1	5	1	4	3	4	4	4	4	3	3	3	2	3	3	4	1	4	2	4	3	4	4	4	4	3	5	4	5	5	1	4	1	5	5	4	3	4	1	3	4	4	2	5
poveći	P	6993	3	4	4	4	2	3	2	2	5	3	4	3	2	3	5	2	2	5	4	4	4	4	4	3	4	2	3	2	4	3	3	2	5	4	3	3	2	2	3	3	4	3	5	5	2	4	4	3	3	4	5	4	1	2	1	1	2	3	3	5
akustičan	P	6452	2	2	4	4	2	2	3	2	2	2	2	2	3	3	3	1	2	3	2	3	4	4	2	1	1	3	4	4	3	2	2	2	1	3	2	3	1	1	5	3	3	2	4	4	3	2	3	2	2	1	4	4	5	4	1	1	4	2	3	4
pojačanje	I	27274	2	3	3	4	1	4	4	3	3	1	3	3	3	3	4	2	3	5	3	3	4	4	4	4	3	3	3	3	4	3	3	3	3	3	4	4	2	2	2	3	2	3	5	4	3	2	5	3	1	2	4	4	3	3	1	3	2	2	3	5
porijeklo	I	34173	2	3	3	5	1	4	5	1	1	3	1	3	4	3	4	2	1	5	2	3	4	3	3	4	2	2	2	3	2	3	2	3	2	3	2	3	3	2	2	3	2	2	2	2	5	4	5	3	1	2	4	3	3	2	1	3	5	3	2	4
rajski	P	3812	1	3	2	4	2	4	3	1	2	2	1	2	1	3	1	1	2	2	3	2	3	3	1	2	4	3	2	2	1	1	2	1	1	2	2	2	2	1	4	3	4	3	5	3	1	3	2	2	1	1	2	2	1	1	1	1	4	2	1	3
skrbiti	G	10513	1	3	3	4	3	4	4	2	1	3	1	2	4	3	5	2	3	4	2	2	3	3	4	2	4	4	4	2	2	2	2	2	1	2	3	3	3	2	4	3	5	3	5	5	4	2	4	4	1	2	4	3	2	3	1	1	5	2	2	5
recikliranje	I	4552	4	4	5	5	5	4	5	3	2	2	3	3	5	5	3	3	4	4	4	2	5	3	5	4	4	4	4	3	5	3	3	3	4	3	5	4	3	3	5	3	5	3	4	4	5	4	5	4	1	2	4	3	5	4	5	4	5	3	4	4
nasilnički	P	3610	2	4	4	4	4	3	5	3	3	3	4	3	4	4	3	3	4	4	4	3	3	4	4	4	5	4	4	2	4	1	3	2	5	3	4	3	3	3	5	3	5	4	4	4	2	3	5	4	2	3	3	2	3	3	1	3	5	2	3	4
mračan	P	28817	3	4	4	5	5	4	2	2	5	4	5	4	5	4	2	4	4	5	5	3	5	5	5	5	5	4	3	2	5	3	4	4	5	4	4	3	4	4	5	3	3	1	5	4	4	4	5	5	4	5	4	4	1	3	5	4	5	2	3	4
prvotan	P	13803	1	3	3	4	1	4	5	1	2	1	1	2	5	4	2	1	2	5	2	2	2	3	4	2	2	2	3	1	4	1	2	2	1	2	2	1	1	1	3	3	3	3	1	1	5	3	3	3	3	1	3	3	1	2	1	1	5	2	2	5
sankcionirati	G	7030	1	3	4	4	1	3	4	1	3	1	1	2	4	3	4	2	3	4	2	3	3	3	3	2	2	2	3	2	2	1	2	2	4	2	2	1	3	1	4	3	2	1	0	2	3	3	2	2	1	2	5	4	1	3	1	3	2	2	3	4
kontaktan	P	7755	1	2	2	3	2	2	1	1	1	3	1	1	3	1	4	1	4	3	3	1	2	2	1	1	2	1	3	1	3	2	1	1	3	2	2	1	1	1	5	3	4	4	2	0	5	1	3	2	1	1	4	3	1	1	1	3	2	2	2	4
pitom	P	5451	3	2	3	4	1	5	4	2	2	2	2	3	3	3	2	1	3	4	1	2	3	3	2	3	4	3	3	1	2	2	2	2	3	3	2	1	3	2	5	3	5	4	3	3	3	2	2	3	1	2	3	3	1	1	1	3	2	2	2	4
tjerati	G	40196	2	4	4	5	5	4	5	4	1	3	5	4	5	5	5	4	2	3	4	3	3	4	5	5	5	4	4	3	4	3	3	3	5	3	4	3	2	4	5	3	1	4	4	4	3	2	2	5	4	4	3	3	3	4	1	1	2	3	3	4
jal	I	3593	2	4	3	4	4	2	3	1	4	1	1	1	2	1	1	1	1	3	3	1	3	1	1	1	4	1	3	1	1	1	2	2	1	3	1	1	1	1	3	3	1	3	1	1	2	2	3	1	1	1	2	2	1	1	1	1	1	2	2	4
dospjeli	P	3560	1	3	3	4	1	4	2	2	1	2	4	3	5	5	4	3	2	4	2	2	3	2	4	3	3	1	3	4	2	1	2	2	3	2	2	4	1	2	3	3	5	2	3	1	3	2	1	3	1	3	4	3	3	2	1	1	2	4	3	5
nadgrobni	P	3127	5	4	4	3	4	3	5	2	4	2	5	2	5	4	5	1	5	3	5	2	5	3	5	2	3	3	3	2	5	2	3	1	5	2	3	2	2	2	5	3	1	4	2	2	5	2	5	1	4	1	5	3	4	2	5	3	4	2	4	4
važiti	G	11454	1	4	3	5	1	4	3	2	1	4	1	3	4	5	5	1	1	5	1	4	3	4	2	3	1	5	2	4	2	4	2	3	1	3	1	2	1	3	1	3	1	4	1	2	2	3	2	4	1	3	4	3	1	2	1	4	1	2	3	5
istinit	P	29575	1	4	2	5	1	5	4	5	1	5	1	4	2	5	4	3	1	5	1	4	3	4	1	5	2	5	2	3	3	4	3	4	1	4	2	3	1	4	1	0	1	4	4	4	2	5	1	5	1	5	4	4	1	1	1	5	2	3	2	5
blagodat	I	9337	2	4	3	4	2	4	4	1	3	3	1	1	3	2	3	2	2	4	1	1	1	3	1	3	3	2	2	2	3	2	2	2	1	2	2	1	1	1	1	3	1	2	2	2	2	3	1	2	1	1	3	1	1	2	1	1	3	2	2	4
otpadni	P	16889	3	3	4	5	2	4	4	3	4	2	2	2	3	4	3	2	2	4	4	3	4	4	4	3	1	3	4	3	4	1	3	2	5	3	2	2	2	2	5	3	5	3	3	3	3	4	4	4	3	2	4	3	3	3	1	3	2	2	3	4
zarobiti	G	5823	2	3	4	5	4	3	5	2	3	3	3	3	4	3	3	4	4	4	2	3	4	4	5	3	5	3	4	3	4	1	4	2	5	3	2	2	3	2	5	3	5	2	5	4	4	4	5	3	4	3	4	3	3	1	5	1	2	2	4	3
nagradni	P	20803	1	4	3	4	2	4	3	3	4	2	2	3	4	3	4	4	2	4	4	4	3	3	2	3	2	4	4	3	4	3	3	2	4	3	2	1	2	2	2	3	5	3	4	3	3	4	2	3	1	2	3	2	1	2	1	1	3	2	3	4
gudački	P	3393	2	3	4	4	2	2	5	2	4	1	5	3	5	4	5	3	3	3	4	3	3	2	4	1	4	3	4	2	4	1	3	1	5	3	2	1	4	1	5	3	5	2	2	4	4	3	5	2	5	1	4	2	5	4	5	1	3	2	4	3
vizualan	P	34394	1	4	3	4	1	3	5	2	3	3	3	4	4	4	3	4	2	5	1	4	5	3	3	3	3	3	4	4	1	4	2	3	1	4	2	2	1	2	2	5	2	3	3	3	3	4	4	4	1	2	4	3	1	5	1	1	2	2	2	5
dostaviti	G	38511	4	4	4	4	4	4	4	4	4	3	5	4	5	4	5	3	4	4	2	4	4	3	5	4	3	4	4	4	5	3	4	3	5	4	2	3	4	3	5	3	5	4	5	4	5	4	5	4	4	3	4	3	3	4	5	3	5	3	4	5
skočiti	G	33824	5	5	5	5	5	5	5	4	5	5	5	4	5	4	5	5	5	5	3	4	5	3	5	4	5	4	5	4	5	4	5	4	5	4	4	4	5	4	5	3	5	4	5	5	5	4	5	5	5	3	4	5	5	3	5	5	5	3	4	5
predznanje	I	3113	2	5	3	4	2	4	4	3	1	2	1	3	4	3	4	5	3	4	1	4	3	3	2	2	1	3	3	4	2	2	3	3	2	4	2	2	1	3	2	3	1	3	5	4	2	3	1	4	1	4	4	5	1	3	2	3	5	3	2	5
parati	G	10878	4	4	2	4	5	3	5	4	5	3	5	2	5	1	2	1	5	3	4	3	5	2	4	1	4	2	3	2	4	3	4	2	5	3	4	2	3	1	5	3	5	3	5	4	5	2	5	2	2	1	4	5	5	2	5	1	2	2	3	4
teniski	P	16260	3	3	3	3	4	2	5	2	5	3	4	3	5	2	4	2	4	3	4	2	5	3	5	5	3	2	3	2	3	2	4	2	5	3	2	2	4	1	5	3	5	3	5	3	4	1	4	1	5	2	5	3	3	1	5	1	3	2	3	4
slijevati	G	6621	3	3	4	4	3	3	5	2	5	2	4	2	5	3	3	2	5	4	3	2	4	3	5	1	3	2	4	2	4	1	4	2	4	2	4	3	3	2	4	3	5	3	5	2	5	3	5	2	3	1	3	3	5	5	5	2	3	2	3	4
ekskluzivan	P	23037	2	3	3	4	1	4	3	3	1	2	1	3	1	4	4	4	1	5	1	3	3	3	1	4	1	4	2	2	1	2	2	2	2	5	2	2	1	1	2	3	2	2	2	3	1	4	2	3	1	2	5	3	1	1	1	3	5	2	3	4
povik	I	5418	5	4	4	4	5	4	5	2	3	1	5	3	5	3	3	1	5	4	4	3	4	2	5	4	5	2	5	3	3	3	5	3	5	3	4	2	4	2	4	4	5	3	5	3	5	2	5	5	5	2	4	2	3	3	1	1	5	2	4	3
izvoditi	G	68588	2	4	2	4	2	4	2	4	1	2	3	4	4	4	4	4	2	5	1	4	3	4	4	3	4	3	5	3	4	2	3	4	2	3	2	2	2	3	4	3	2	3	2	2	3	4	4	4	2	4	4	3	3	3	1	1	2	3	3	5
ozbiljan	P	147771	3	4	3	5	1	5	5	5	3	3	4	5	2	5	2	5	1	5	4	5	2	4	2	0	5	4	3	4	4	4	3	4	2	5	4	4	4	5	3	3	5	4	5	5	2	5	4	5	3	5	5	4	1	5	1	5	5	3	4	5
mariti	G	18311	2	4	3	4	1	4	4	1	2	4	2	2	2	3	2	5	2	5	2	3	2	3	2	0	1	3	3	3	3	2	2	3	2	3	2	2	1	3	3	3	2	4	2	4	3	3	1	5	1	2	3	3	1	4	1	4	2	4	3	4
nadopunjavati	G	3947	4	4	4	5	4	5	4	2	2	2	3	3	5	5	4	3	3	4	2	4	3	4	5	3	2	3	3	4	5	4	2	2	5	4	3	3	2	2	5	2	5	4	2	3	4	5	5	4	4	4	4	4	5	5	5	3	5	4	3	4
promašivati	G	3466	3	2	3	4	4	4	5	2	1	1	4	3	0	3	4	5	4	4	3	4	5	4	2	0	5	3	4	4	4	2	2	3	4	3	2	2	3	3	4	2	5	3	5	3	5	3	5	3	3	4	4	2	2	4	4	2	5	3	3	4
koncentracija	I	45727	1	4	3	5	2	5	3	4	1	4	1	5	2	5	1	5	1	5	1	4	5	4	1	4	3	4	3	2	1	5	1	4	1	5	2	4	1	5	2	5	1	4	5	3	2	5	1	5	1	5	5	4	1	5	1	3	5	4	2	5
spodoba	I	5269	4	3	3	4	2	4	2	1	3	1	2	3	1	2	2	2	4	3	4	2	3	3	3	5	4	2	4	3	3	1	2	2	5	2	4	3	3	1	5	1	4	1	4	3	3	2	5	3	2	1	4	3	1	1	4	1	5	2	4	3
prizvuk	I	3549	1	3	3	4	1	3	2	2	2	1	2	3	2	4	2	1	2	5	4	2	3	3	1	2	1	2	3	3	4	3	2	2	2	2	2	4	2	3	1	1	2	2	3	2	4	2	3	2	1	1	3	2	1	4	1	1	5	2	3	4
neutralizirati	G	4795	1	3	2	4	1	2	3	1	1	2	2	3	2	4	1	3	1	4	2	3	5	3	1	3	1	2	2	3	3	1	2	1	2	3	2	1	1	1	5	1	3	2	5	3	2	3	2	2	1	2	4	3	1	2	1	3	5	2	3	4
galerija	I	61781	5	4	4	3	5	4	5	2	5	3	4	3	5	4	5	2	5	4	5	3	5	3	5	3	5	3	5	2	5	5	4	3	5	5	5	2	5	2	5	2	5	4	5	3	4	4	5	4	4	2	5	3	5	4	5	5	5	2	5	4
poslovnik	I	7313	1	2	4	4	5	2	3	1	4	1	4	1	5	3	5	2	5	4	5	1	5	1	2	1	1	2	5	2	4	1	2	1	1	1	5	3	5	1	4	4	5	2	3	3	4	3	5	3	1	1	4	3	1	2	5	4	5	3	5	4
napuštanje	I	9807	3	3	3	4	2	4	2	2	3	1	4	3	4	4	3	5	2	4	1	3	2	3	4	4	4	2	4	2	5	3	2	2	4	4	2	3	3	2	3	4	4	3	4	2	4	2	4	5	2	3	3	3	3	3	1	2	5	2	3	5
doktorirati	G	5839	2	2	3	5	4	3	5	4	2	1	2	3	5	3	3	5	3	4	3	3	2	3	5	4	3	3	4	2	4	1	4	2	3	3	2	5	4	3	1	2	5	3	2	2	5	3	4	3	1	2	4	2	3	2	5	5	5	2	3	5
priznavati	G	57947	1	5	3	4	1	4	3	5	1	3	1	4	4	5	4	5	2	5	2	4	2	4	4	4	2	4	3	3	3	4	2	3	1	3	2	3	3	3	1	5	3	4	3	2	2	4	2	5	1	3	3	2	1	3	1	4	5	3	4	5
infrastruktura	I	60508	2	4	4	5	3	3	5	2	5	4	1	3	4	4	4	4	2	4	4	3	1	4	3	3	2	3	4	2	5	2	2	2	1	2	4	2	1	1	2	2	4	2	2	4	4	4	5	2	1	1	4	3	5	3	5	3	5	2	5	5
plijen	I	9855	4	3	4	4	4	4	5	1	3	3	4	3	4	4	3	2	5	3	4	4	5	3	4	2	4	3	4	2	4	1	2	1	5	3	5	2	5	1	5	3	4	2	3	4	4	2	5	3	5	1	3	2	3	2	5	5	5	2	4	4
slabašan	P	5188	2	4	2	4	2	5	2	2	4	2	4	2	4	4	1	2	2	4	2	4	4	4	4	4	5	3	3	3	4	1	3	3	2	3	2	2	3	3	5	3	4	2	5	4	2	3	5	3	4	4	3	3	2	2	1	1	5	2	4	4
kontroler	I	6130	5	2	5	5	5	4	5	5	4	3	5	4	5	4	4	1	5	3	5	4	5	3	5	1	5	3	5	3	5	2	3	1	5	2	5	2	5	4	5	4	5	3	5	5	5	3	5	5	5	5	4	3	3	1	1	1	5	2	5	4
istjerati	G	7772	3	3	3	4	4	4	4	3	1	2	4	3	4	4	2	2	2	4	2	3	2	4	4	4	5	3	4	4	3	3	3	2	4	3	2	3	3	3	4	3	5	3	5	3	4	1	5	4	2	4	3	2	3	3	1	1	5	2	3	4
popuštanje	I	3600	1	4	2	5	2	3	3	4	1	3	3	3	3	4	3	1	1	5	1	3	2	3	2	4	1	3	4	4	3	4	1	3	1	3	2	2	2	3	3	3	2	3	3	4	2	4	4	4	1	4	4	3	1	3	1	4	5	3	3	4
istrčati	G	10706	4	4	4	4	4	5	5	4	2	2	4	4	5	4	3	2	5	4	4	3	3	4	4	4	5	3	5	4	4	4	4	3	5	3	4	2	5	3	4	3	5	2	5	3	4	3	5	4	3	5	5	3	4	4	2	3	5	3	4	4
lutkarski	P	4684	3	1	3	5	3	4	5	1	4	1	4	2	5	2	3	1	4	3	4	2	4	2	2	1	5	2	4	2	4	1	4	1	4	3	2	1	4	1	5	3	5	1	5	2	5	2	3	1	4	2	4	2	0	1	5	3	4	3	5	4
panj	I	4215	5	3	4	3	5	4	5	3	5	2	5	3	5	2	4	1	5	4	5	3	5	3	5	2	5	3	5	2	5	3	5	2	5	2	5	2	5	1	5	3	5	1	5	3	5	4	5	1	5	2	5	2	5	2	5	4	5	3	5	4
žuran	P	4388	2	3	3	3	2	3	4	1	3	2	3	1	4	3	3	1	2	4	3	1	2	1	1	2	4	2	3	1	4	2	3	1	4	4	2	1	2	2	3	3	4	1	5	3	2	3	2	2	2	1	3	2	1	4	1	1	2	3	2	3
zastarjeti	G	5912	2	2	2	4	2	4	3	2	2	3	1	2	2	3	3	2	3	4	3	3	3	3	1	3	1	2	3	2	3	1	3	3	2	3	1	1	2	2	5	3	2	1	2	3	2	4	5	4	2	3	3	3	1	3	5	2	5	3	4	5
uživanje	I	21295	2	4	3	5	1	5	3	4	1	4	2	3	2	4	2	4	3	4	1	4	2	4	1	4	3	3	4	4	2	4	2	5	2	5	2	4	2	4	5	5	5	4	5	5	4	5	1	5	1	5	3	2	1	4	3	5	5	4	4	5
jestiv	P	5185	5	5	2	5	4	4	5	2	2	5	3	3	4	4	5	2	4	3	3	3	5	4	4	3	3	3	3	4	4	3	3	4	5	4	2	3	3	3	5	4	4	2	5	5	4	5	4	5	3	4	5	3	5	5	3	5	5	4	4	5
urnebesan	P	3570	2	4	2	5	2	5	3	2	1	3	2	3	3	5	3	2	2	3	1	2	3	4	1	1	4	2	4	4	1	4	2	3	2	3	2	4	3	5	5	3	3	1	5	5	1	4	1	2	2	4	4	3	1	5	1	5	5	4	3	4
ispoštovati	G	4356	1	3	2	5	4	5	4	1	1	2	1	3	3	3	4	4	1	3	2	3	3	3	1	2	1	2	3	3	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	4	1	3	1	4	1	2	5	4	1	5	1	5	5	3	3	5
talog	I	3616	5	3	5	5	5	4	5	4	5	1	5	3	5	3	5	2	5	4	4	2	5	3	4	2	5	2	4	2	5	1	4	3	5	2	5	1	4	1	5	2	5	3	3	1	5	2	5	3	5	1	4	2	5	4	5	4	5	2	5	3
mučenje	I	13870	4	3	3	5	2	4	5	2	2	2	2	4	3	4	3	3	2	3	4	3	5	3	3	4	5	3	4	3	4	2	3	3	5	3	2	4	4	5	5	5	5	3	5	2	4	4	5	4	1	3	3	3	0	3	5	3	2	3	3	3
cijeniti	G	54292	2	4	3	5	1	5	4	2	1	3	1	4	3	4	3	2	1	4	2	4	2	4	1	4	1	4	3	3	2	3	1	4	2	4	2	4	2	4	1	4	1	4	2	3	3	3	1	5	1	4	4	3	1	4	1	3	2	4	2	4
pobjednički	P	21031	1	3	3	4	2	3	4	3	3	2	2	3	4	4	4	3	2	3	2	2	3	3	1	2	4	3	3	3	3	3	3	3	5	3	2	1	3	3	4	3	4	2	5	4	3	4	2	3	2	4	5	3	1	3	3	2	2	3	3	4
teoretski	P	10920	1	5	2	5	1	5	4	4	2	4	1	4	5	5	2	3	1	5	1	3	1	3	1	4	1	3	3	2	3	1	1	4	1	3	1	3	1	4	1	5	1	3	2	3	2	5	2	5	1	5	5	3	0	5	5	2	2	4	2	5
tona	I	50903	5	4	5	4	1	4	5	1	3	3	5	3	5	3	5	2	2	4	3	3	5	3	4	4	5	3	4	2	4	3	3	4	5	4	2	2	4	4	4	3	5	3	5	5	5	4	5	4	5	3	5	3	0	2	5	2	5	4	5	4
nadograditi	G	5432	3	3	2	4	3	4	4	2	2	2	2	3	5	3	2	3	3	3	3	2	4	3	3	4	1	2	4	2	4	1	4	3	5	4	2	4	2	3	3	3	4	3	4	3	4	3	4	4	4	4	2	2	0	4	5	1	1	3	4	5
