leksem	vr	frek	22a.01.k	22a.01.č	22a.02.k	22a.02.č	22a.03.k	22a.03.č	22a.04.k	22a.04.č	22a.05.k	22a.05.č	22a.06.k	22a.06.č	22a.07.k	22a.07.č	22a.08.k	22a.08.č	22a.09.k	22a.09.č	22a.10.k	22a.10.č	22a.11.k	22a.11.č	22a.12.k	22a.12.č	22a.13.k	22a.13.č	22a.14.k	22a.14.č	22a.15.k	22a.15.č	22b.01.k	22b.01.č	22b.02.k	22b.02.č	22b.03.k	22b.03.č	22b.04.k	22b.04.č	22b.05.k	22b.05.č	22b.06.k	22b.06.č	22b.07.k	22b.07.č	22b.08.k	22b.08.č	22b.09.k	22b.09.č	22b.10.k	22b.10.č	22b.11.k	22b.11.č	22b.12.k	22b.12.č	22b.13.k	22b.13.č	22b.14.k	22b.14.č	22b.15.k	22b.15.č
ovrha	I	17447	4	3	5	3	2	4	3	3	5	3	4	3	4	3	5	3	2	1	4	3	3	3	5	5	1	1	4	4	3	2	2	3	5	2	3	2	3	3	5	1	3	1	2	2	5	2	5	1	4	4	3	3	3	2	4	3	5	5	2	1
ustručavati	G	3406	1	2	3	3	2	2	3	2	1	3	2	4	3	4	2	2	2	4	1	4	1	4	1	4	2	1	4	4	1	3	2	4	5	2	2	3	2	3	4	1	3	3	2	2	2	4	5	3	1	4	3	2	2	3	3	2	4	3	1	2
gljivica	I	8048	5	2	5	3	4	1	4	0	5	2	3	5	3	5	2	4	5	1	5	5	5	5	5	4	4	3	5	3	5	1	5	2	1	2	4	3	5	4	3	2	5	3	5	2	4	2	5	2	5	3	4	2	5	3	3	4	5	4	5	2
zamisliti	G	108823	1	5	3	5	5	4	1	2	1	5	0	0	4	4	1	1	2	5	3	5	2	3	1	5	4	5	5	5	2	4	4	4	5	5	2	4	3	5	5	3	1	4	1	3	2	5	5	4	1	5	1	3	1	5	3	5	4	4	1	5
anđeoski	P	3044	3	2	2	3	3	1	1	5	1	2	4	1	4	4	5	5	4	3	5	4	1	4	2	4	4	4	4	3	3	2	3	3	3	1	2	2	1	3	4	2	2	1	3	1	1	3	5	1	1	3	3	5	3	3	5	2	5	2	3	3
dijeliti	G	114213	1	5	5	3	5	4	2	2	5	4	4	4	5	3	2	1	3	4	4	5	5	4	2	5	5	4	5	5	2	4	2	3	2	5	3	4	4	5	3	4	3	4	3	2	5	5	2	4	2	5	3	2	2	4	3	4	5	4	1	4
uvidjeti	G	19364	2	4	2	3	4	3	2	5	1	4	2	2	5	3	1	4	2	3	2	5	3	4	1	4	2	3	4	4	1	3	3	4	1	3	2	2	4	4	4	4	2	2	2	3	4	5	5	3	1	4	2	4	2	2	3	4	5	5	1	2
tvrd	P	40450	3	5	5	5	3	2	5	3	5	5	4	5	5	4	5	1	5	3	5	5	5	3	5	5	5	5	5	5	5	3	4	3	2	4	4	4	4	5	3	4	4	3	5	3	4	4	4	3	1	5	4	3	5	4	5	4	5	5	2	3
nepristran	P	3704	1	4	3	3	1	2	2	4	1	4	2	2	4	4	3	4	4	3	1	3	1	4	1	4	2	4	4	4	1	2	3	4	5	2	3	4	2	4	5	3	2	3	1	3	2	4	5	2	1	5	2	3	2	3	3	4	5	3	1	1
nestrpljiv	P	5427	3	5	2	4	3	3	3	3	1	4	2	1	5	3	4	2	4	3	5	5	1	4	1	5	4	4	5	5	2	3	2	5	2	4	3	4	2	4	3	3	3	4	2	4	3	4	5	4	2	5	2	3	2	4	5	4	5	3	1	3
nesmetan	P	6447	2	3	2	2	1	1	2	4	1	4	0	2	4	4	2	4	4	2	2	2	1	3	1	5	3	1	3	3	1	3	4	2	2	3	3	3	3	3	4	3	3	2	3	2	2	2	4	3	1	3	2	3	1	2	3	3	4	3	1	3
saznavati	G	19584	1	2	3	3	1	1	3	3	2	4	2	0	4	4	1	2	2	2	1	5	1	4	1	2	3	2	2	2	2	3	3	4	1	4	2	3	3	3	3	4	3	2	2	3	3	3	5	3	1	4	3	3	1	3	4	4	4	4	1	3
sklapati	G	11843	1	2	5	3	4	3	3	4	1	4	3	4	5	4	4	4	4	4	2	4	5	3	5	4	3	2	2	4	3	2	3	2	2	2	4	3	2	4	4	2	4	2	3	4	2	3	5	2	2	4	3	4	3	3	3	3	5	4	1	1
krovište	I	6243	5	2	5	3	5	2	5	3	5	1	5	1	5	5	5	0	5	1	5	4	5	4	5	3	4	2	4	3	5	2	5	3	3	2	5	3	4	3	4	2	5	3	5	2	3	2	4	1	5	3	5	4	5	3	3	2	5	3	5	4
rukometašica	I	5783	5	2	5	3	5	1	5	1	5	2	4	1	4	5	5	1	5	1	5	5	5	4	5	3	5	3	5	4	5	2	3	5	4	3	4	2	5	3	5	2	5	2	5	3	5	2	5	1	5	3	5	2	4	2	4	4	5	5	5	2
spadati	G	80338	2	4	3	3	3	2	2	2	1	2	4	4	4	3	1	3	3	4	4	5	2	4	1	5	4	4	2	4	1	4	4	4	3	2	3	4	3	4	5	2	2	3	2	2	2	3	5	4	1	5	3	3	2	5	4	4	4	5	1	3
poduprijeti	G	11883	2	5	4	3	4	4	3	3	5	4	3	4	3	3	1	3	3	4	4	5	1	4	3	4	4	4	4	4	1	4	3	4	1	3	4	3	2	4	2	3	3	3	3	4	2	5	4	3	1	4	3	3	3	3	5	1	4	5	1	4
zaštititi	G	54870	1	3	2	4	4	3	2	2	1	5	3	3	3	3	3	4	3	4	4	5	4	3	2	5	4	5	5	5	2	3	2	3	2	2	3	3	3	4	3	3	2	4	4	4	4	4	4	3	2	4	3	3	3	4	4	3	4	5	2	2
poplaviti	G	3417	4	2	5	4	4	2	5	3	5	2	3	2	4	3	4	4	4	1	4	4	5	4	5	4	4	4	3	4	3	2	2	3	5	3	4	2	3	4	4	3	3	3	4	2	2	3	5	2	3	3	4	4	5	3	4	3	4	5	3	1
očajan	P	15854	1	3	3	4	3	2	2	3	1	4	2	3	5	5	4	2	4	5	5	5	1	4	2	4	4	5	4	3	2	4	1	4	2	5	3	4	2	4	4	3	2	3	2	4	2	2	5	2	2	5	2	2	1	4	3	1	4	5	1	4
zgaditi	G	3510	2	2	4	4	4	3	2	2	1	4	2	3	4	4	1	3	3	5	4	5	3	5	1	4	4	4	3	4	2	4	4	5	2	5	3	3	2	4	3	3	2	2	3	3	3	3	4	3	3	4	3	3	2	4	3	2	4	5	1	2
super	P	19735	1	5	2	4	5	4	2	5	1	5	2	5	5	3	1	2	4	5	4	5	1	4	1	5	3	5	5	5	2	5	1	4	1	5	2	5	4	5	4	4	1	5	2	5	2	5	4	5	1	5	3	4	2	5	4	5	3	4	1	5
minimalan	P	53310	4	3	5	4	3	3	3	4	2	5	4	4	2	4	1	5	3	3	3	5	2	3	1	5	3	4	5	5	3	3	4	3	2	3	4	4	3	4	2	4	2	3	2	4	3	3	3	3	1	5	3	5	2	2	4	5	5	3	1	4
podesiti	G	10047	3	2	5	3	4	2	4	2	5	5	2	2	4	5	2	4	5	2	4	3	5	4	4	4	3	3	4	4	2	3	2	2	3	5	4	3	3	3	4	3	3	2	3	3	3	3	4	3	2	3	2	4	2	3	3	2	5	4	1	1
nastojanje	I	32675	1	3	3	3	1	3	2	2	1	4	1	1	5	4	1	3	2	0	2	4	2	4	1	4	2	3	3	3	3	3	1	2	2	3	2	4	3	4	4	4	3	3	3	4	1	4	5	3	1	3	3	3	1	3	3	4	4	4	1	1
peglati	G	4909	5	3	5	4	5	3	4	4	5	3	2	2	3	4	5	4	5	3	5	5	5	4	5	5	4	4	4	5	5	3	4	3	5	5	5	4	3	4	2	4	4	3	5	3	5	3	4	4	3	4	5	3	4	4	5	2	5	5	2	4
nasljedan	P	5992	3	4	5	4	2	1	2	3	5	2	4	1	5	3	1	4	5	2	2	5	1	3	1	5	2	3	4	3	3	2	1	4	4	4	3	4	2	3	5	3	1	2	2	4	3	3	5	4	1	4	3	5	1	2	3	3	4	4	2	2
konceptualan	P	5578	1	3	5	4	1	1	2	4	5	5	1	2	5	3	1	2	1	3	1	3	1	4	1	3	1	1	2	3	2	2	1	5	1	2	2	2	3	4	4	3	2	2	1	3	2	3	5	3	1	3	1	2	1	2	2	4	2	3	1	1
odrediti	G	80895	1	4	5	4	1	3	1	5	4	5	1	5	5	5	0	3	3	5	2	4	3	3	1	5	2	4	3	3	2	5	2	3	2	5	3	4	3	5	2	4	2	4	3	4	2	4	3	4	2	4	3	4	2	5	4	5	3	5	1	4
zvonik	I	7573	5	4	5	3	5	1	5	3	5	2	5	0	5	5	5	0	5	3	5	4	5	4	5	4	5	3	5	3	5	1	5	3	5	3	5	3	5	4	5	3	5	2	5	2	4	3	5	1	5	3	4	2	5	2	5	3	5	5	5	2
neugodan	P	45499	1	4	2	4	3	2	1	3	1	4	3	1	4	4	1	2	4	4	4	5	1	3	4	5	4	4	4	5	2	4	2	2	3	5	3	3	3	5	3	5	1	4	3	4	3	2	5	3	2	5	3	4	2	5	3	5	4	5	1	3
okretaj	I	14641	5	3	5	3	5	1	4	3	5	2	3	2	4	4	4	2	5	2	5	3	5	4	5	3	3	3	3	2	4	2	2	3	5	5	4	2	4	4	5	4	4	2	4	4	3	2	4	3	5	4	3	3	4	2	5	3	5	4	3	1
veličanstven	P	18050	1	5	3	4	2	1	1	2	5	2	1	1	5	3	4	4	3	2	2	3	1	4	2	4	3	2	3	3	3	3	3	4	2	4	3	3	3	3	3	3	4	2	2	4	1	2	5	3	1	4	3	3	2	2	3	2	3	4	1	1
pripovijedati	G	5152	4	4	3	3	4	1	4	3	5	5	2	1	5	5	2	3	4	2	2	5	5	4	5	5	3	2	4	5	4	3	5	3	3	4	4	4	4	5	5	4	3	3	3	4	4	5	3	3	2	4	2	4	3	3	3	4	5	5	1	2
izazov	I	66968	5	5	4	4	4	1	3	3	5	5	1	1	5	4	1	2	4	4	2	4	5	4	1	5	4	5	5	5	5	3	5	5	3	5	3	4	4	4	5	3	2	4	2	4	2	5	5	3	4	4	3	3	2	4	4	5	5	5	2	2
smrtan	P	25020	5	4	1	4	5	2	2	3	5	4	2	2	5	5	1	4	4	2	1	2	2	4	2	3	3	4	4	3	2	3	2	5	2	4	1	2	3	4	4	3	3	4	2	3	1	2	4	1	4	4	3	2	2	3	3	4	4	5	1	1
kopča	I	3455	5	5	5	3	5	2	5	2	5	3	5	1	4	3	5	1	5	2	5	4	5	4	5	3	5	3	5	3	5	3	5	3	5	5	5	4	5	4	5	3	5	3	5	2	5	5	5	4	5	4	4	3	5	4	3	2	5	5	5	1
večerašnji	P	8961	3	4	4	4	3	3	3	3	5	5	3	1	5	5	4	1	4	4	2	5	1	3	1	4	3	4	4	4	3	2	5	5	4	5	3	5	3	4	5	5	3	3	4	4	5	5	5	4	4	5	3	4	3	4	3	3	4	5	2	4
kraljevski	P	27197	3	4	4	4	4	1	4	2	4	3	3	2	0	3	4	3	4	3	4	4	1	4	3	4	4	3	3	3	2	2	5	2	4	3	3	2	3	4	4	2	3	2	4	3	2	2	5	2	5	3	4	3	3	3	4	0	3	4	1	3
šum	I	21068	5	5	2	3	1	2	1	2	5	3	1	1	3	0	1	3	4	4	5	4	5	3	5	4	4	4	4	4	5	4	2	5	5	4	4	3	4	5	4	2	2	4	5	4	3	4	5	3	1	4	3	3	5	4	5	3	4	5	2	1
gimnastika	I	5334	5	4	5	3	5	2	3	3	5	3	5	1	5	4	4	2	4	1	5	3	5	3	4	3	4	3	5	4	5	2	4	2	5	4	4	2	4	4	5	2	4	3	5	3	5	5	5	2	2	4	4	2	4	2	5	4	5	5	2	3
vojni	P	160898	3	3	4	5	5	3	3	3	5	3	4	5	4	4	4	3	5	4	5	3	2	3	2	5	3	3	3	3	4	3	4	3	5	4	3	2	3	3	5	3	3	2	4	2	5	5	5	2	2	3	3	2	4	2	4	3	5	4	3	1
prizivati	G	5956	5	2	4	4	4	3	2	2	5	3	1	1	4	4	1	1	2	3	3	4	5	4	2	4	2	2	4	3	2	3	4	2	3	3	5	5	3	4	4	2	3	3	3	3	3	2	4	1	5	3	2	3	3	3	3	2	4	3	1	2
posijati	G	3566	5	2	4	2	4	2	4	2	5	2	3	1	4	3	4	2	4	1	5	4	5	3	5	4	4	2	3	4	4	3	1	3	4	2	5	3	3	3	5	2	4	2	5	1	4	2	5	1	1	4	3	2	4	4	3	2	4	4	2	4
zabranjen	P	14610	3	5	3	4	4	3	2	4	1	4	4	3	4	5	1	4	5	3	5	5	2	4	2	5	3	3	5	4	2	3	3	4	4	5	4	4	3	5	4	3	2	3	3	4	2	4	5	2	1	5	3	4	2	3	3	3	5	5	1	5
drastičan	P	14869	1	5	2	4	1	3	1	3	2	5	1	2	3	4	1	1	2	2	2	2	1	4	2	5	2	3	3	4	2	4	2	5	2	3	3	4	2	3	3	4	2	4	2	3	2	4	5	3	2	4	2	3	1	3	3	4	4	4	1	1
razočaran	P	18688	1	5	3	4	1	4	2	3	1	1	2	3	3	5	2	3	2	4	4	4	1	4	2	5	3	5	4	4	2	4	4	3	2	5	3	3	3	4	4	3	2	4	2	4	2	3	4	3	5	4	3	4	1	3	3	4	4	5	1	3
tiskovina	I	6688	5	2	5	2	5	1	4	4	5	5	0	0	5	3	4	1	5	1	4	3	5	3	5	4	2	1	5	3	4	1	2	3	5	4	4	2	4	3	5	4	4	1	2	3	2	2	5	1	5	2	3	3	5	2	5	4	4	3	4	1
ograditi	G	7944	5	3	5	3	5	2	4	3	5	2	3	1	5	4	5	3	2	1	5	2	5	3	5	4	4	4	4	4	2	3	2	4	5	4	4	4	5	4	4	4	4	2	5	3	4	3	5	1	2	4	4	3	3	4	4	3	2	5	2	1
vegetarijanski	P	3951	5	5	5	4	5	3	3	4	5	2	2	1	4	4	5	4	3	4	4	5	2	4	4	5	4	4	5	4	5	2	5	3	5	4	2	4	4	3	5	2	3	3	5	2	4	4	5	3	5	3	3	4	4	3	3	4	4	5	2	4
astma	I	8839	5	3	5	3	2	2	3	2	5	2	3	1	5	4	4	2	5	1	4	4	5	3	4	3	3	3	5	4	5	3	5	4	5	3	1	2	5	3	5	2	3	1	5	1	4	4	5	1	1	3	3	3	4	4	3	5	4	5	3	2
startni	P	9725	2	3	5	3	2	1	2	2	4	3	2	1	4	3	2	2	4	1	3	3	3	3	3	4	2	1	3	3	2	2	1	3	4	3	3	2	4	3	4	3	3	2	4	3	2	3	5	1	1	4	2	3	3	2	3	3	4	3	2	2
sramotan	P	13380	2	5	2	4	2	3	2	3	1	5	3	3	3	4	1	3	4	4	3	3	1	4	2	4	3	3	4	4	2	3	1	5	2	5	2	3	3	4	3	4	2	3	3	4	3	4	4	3	1	4	2	3	2	4	3	4	3	4	1	4
postojati	G	807694	1	5	1	4	1	1	1	5	3	4	4	3	3	5	1	4	5	4	1	4	1	4	1	5	4	3	2	5	2	3	1	5	2	5	1	4	4	5	3	3	2	3	2	4	3	4	3	4	2	5	3	4	1	5	3	4	3	4	1	4
fer	P	7539	1	5	1	4	1	3	2	4	1	5	1	5	4	4	3	5	2	5	1	5	1	5	2	5	3	5	3	3	2	3	1	5	1	5	2	4	3	4	2	3	2	4	3	4	4	5	4	4	5	5	2	4	1	5	2	4	2	4	1	4
tjelesni	P	78851	4	4	5	2	3	1	4	3	5	3	4	5	4	4	3	2	2	3	4	4	3	4	4	5	4	4	4	5	2	3	5	5	3	5	3	4	4	4	4	4	3	3	5	5	5	4	5	4	2	5	3	4	4	3	3	4	2	4	2	4
seka	I	8124	5	5	5	4	4	3	3	1	5	5	5	2	5	3	3	4	5	2	5	3	5	3	5	3	5	2	5	5	5	1	5	2	3	5	4	4	5	4	4	3	5	4	5	5	5	5	5	4	4	4	4	3	4	5	4	4	4	3	5	5
izvjestitelj	I	4583	5	5	5	2	1	1	3	1	5	2	2	1	5	3	5	3	5	1	5	4	5	3	5	4	4	2	4	3	3	2	4	2	4	3	3	2	4	2	3	3	3	2	4	4	3	2	5	2	3	4	3	3	3	4	3	3	3	4	4	2
obavljati	G	114215	3	3	3	4	1	3	2	3	3	5	0	0	5	4	3	5	5	4	2	4	5	4	4	5	3	3	3	5	3	3	1	5	3	5	1	4	5	5	4	4	3	3	2	2	5	5	5	5	4	5	2	4	3	5	4	4	5	5	2	3
jednosmjeran	P	3768	5	5	5	3	3	4	3	4	5	3	3	1	4	4	1	5	5	3	5	4	1	4	4	4	4	4	5	4	4	3	3	3	4	5	4	3	3	4	5	5	4	3	3	2	4	2	5	4	4	5	3	3	4	3	4	4	5	5	2	2
uzgajivač	I	8937	5	5	5	2	2	2	3	3	5	1	2	1	5	3	5	2	5	1	5	4	5	3	5	3	3	3	5	2	4	2	4	2	4	2	1	2	4	3	4	2	5	1	4	3	4	2	5	2	4	4	3	3	4	3	3	2	5	5	4	2
klađenje	I	5032	5	3	5	3	4	3	2	4	5	1	1	1	4	4	4	5	4	5	5	3	5	3	4	3	3	4	4	3	5	2	2	3	5	5	3	3	4	4	3	2	4	2	4	4	4	3	5	2	3	3	4	3	3	4	3	2	4	5	3	4
uživati	G	187441	1	4	1	4	1	4	2	4	5	5	2	4	4	4	5	5	2	5	4	5	1	4	2	5	4	4	3	5	1	3	1	5	3	5	3	4	4	5	3	4	2	4	3	2	5	5	3	4	2	5	3	4	2	5	3	4	4	5	2	5
utrpati	G	3465	4	2	4	4	5	2	3	3	5	1	4	0	5	4	2	3	5	3	5	4	5	3	3	4	4	4	4	4	3	2	1	4	4	5	3	2	5	3	5	4	3	3	4	3	4	2	4	2	5	4	4	3	4	3	4	3	5	4	1	1
pljuvati	G	26551	5	4	5	3	5	2	4	3	5	1	5	1	5	4	2	3	5	4	5	5	5	4	5	4	5	3	3	4	5	3	2	4	5	5	5	3	5	4	4	3	4	3	4	3	3	3	4	3	5	4	4	3	5	3	5	4	5	4	3	2
pobjeđivati	G	20009	1	4	2	4	5	3	2	3	5	5	3	0	4	5	5	4	4	4	5	5	5	4	4	5	5	5	4	4	2	3	4	4	3	5	3	3	4	5	0	4	3	3	3	0	5	4	5	3	2	5	3	3	3	4	4	4	4	4	1	3
terapijski	P	11022	4	3	3	3	4	2	2	3	5	1	1	3	4	5	3	2	4	1	2	2	1	3	4	4	2	2	4	4	2	3	4	3	4	3	4	3	4	4	4	4	3	2	3	2	4	3	5	4	1	5	2	2	3	3	4	3	3	4	2	2
koalicijski	P	24907	5	5	3	3	3	4	2	3	5	3	1	3	3	3	1	2	1	1	1	2	1	3	3	4	2	2	4	3	2	3	1	2	3	3	2	2	3	3	3	3	2	1	2	3	2	2	4	3	1	4	2	3	2	2	2	3	3	3	2	1
zlorabiti	G	3189	2	3	4	4	2	3	1	3	2	5	1	2	3	3	1	4	2	1	1	2	5	3	2	5	3	4	4	3	2	3	3	3	2	3	2	3	3	3	4	4	2	2	3	4	3	3	4	2	1	4	2	3	1	3	4	3	4	5	1	1
gospodariti	G	5281	4	2	4	4	2	1	2	4	2	3	3	0	4	3	1	3	1	1	2	3	5	3	2	5	3	2	4	4	2	2	4	3	3	5	3	2	3	3	4	3	3	2	4	4	3	2	3	2	2	4	2	3	3	4	4	2	3	4	1	1
kočiti	G	12117	5	4	5	4	5	3	2	3	5	2	4	2	5	3	1	5	5	1	4	4	5	5	5	4	3	3	4	5	4	3	4	4	5	5	4	4	4	4	4	5	4	4	4	4	5	4	5	5	4	4	3	3	4	4	3	4	4	4	2	5
atribut	I	10062	5	3	4	2	1	1	2	3	1	4	1	4	4	5	5	4	1	1	4	3	5	4	1	4	2	5	5	4	4	3	2	2	2	4	2	3	3	4	3	3	3	3	2	2	3	2	4	2	1	4	2	3	2	3	5	3	3	3	1	3
hotelijer	I	5588	5	3	5	2	5	1	4	2	5	3	2	1	5	4	1	2	5	1	5	4	5	3	5	5	3	1	5	2	4	1	5	2	5	2	3	1	4	2	5	4	5	1	5	1	3	1	5	1	4	3	3	2	3	2	5	2	4	4	3	2
stiliziran	P	3465	2	3	4	2	4	1	2	2	4	3	1	1	2	3	4	1	3	1	2	2	1	3	3	4	2	1	3	2	2	1	3	2	2	2	1	2	4	5	2	3	2	3	1	3	2	2	4	2	1	3	3	3	1	2	4	3	4	4	1	1
odbiti	G	90446	5	4	4	4	5	3	3	3	5	5	4	1	4	4	2	4	4	4	2	2	5	4	2	3	4	4	4	0	1	4	4	5	4	5	2	3	4	4	3	3	3	3	2	4	4	4	5	4	3	5	3	4	2	5	3	4	3	5	1	4
vjeverica	I	3493	5	4	5	2	5	2	5	2	5	5	5	3	5	5	1	2	5	1	5	4	5	4	5	5	5	4	4	3	5	3	2	4	5	4	5	2	5	4	5	2	5	3	5	3	5	3	5	2	5	3	5	3	5	4	5	3	5	5	5	3
parola	I	10984	5	2	4	2	2	1	3	3	4	3	5	2	3	4	5	1	1	1	2	3	5	3	3	3	2	1	4	2	3	3	5	1	3	3	2	1	5	2	4	2	4	1	2	1	3	1	5	2	2	2	2	2	4	2	3	2	3	5	2	1
jedro	I	5742	5	2	5	2	5	2	5	2	5	4	5	2	5	4	1	1	5	1	5	3	5	3	5	3	5	4	5	3	5	2	2	2	5	2	5	2	5	4	5	4	5	3	5	2	4	3	5	2	5	2	5	3	5	3	5	4	4	5	5	2
astronomija	I	5088	4	3	5	3	5	1	3	2	4	2	3	1	5	3	5	1	4	1	4	2	5	3	3	3	3	3	5	3	5	2	5	3	4	3	3	2	4	3	4	3	3	2	3	2	4	2	5	2	2	3	3	3	3	2	5	4	2	5	2	1
voziti	G	205863	5	5	5	5	5	5	4	4	5	5	5	1	5	3	3	5	5	5	5	5	5	5	5	4	5	5	3	5	5	5	4	5	5	5	5	4	4	5	5	5	4	4	5	5	5	5	5	5	4	5	4	4	4	5	5	4	4	5	3	5
obećati	G	44747	1	3	2	4	3	2	2	3	1	5	2	5	5	5	2	5	4	5	5	5	5	5	3	5	4	5	4	5	1	4	5	5	2	5	1	3	3	5	3	4	2	4	1	4	2	4	2	4	1	5	2	4	1	5	4	3	3	5	1	2
podmiriti	G	9540	2	3	4	3	2	1	1	3	4	3	2	4	4	5	1	4	2	3	3	3	5	3	1	5	3	3	3	3	1	3	2	5	2	4	1	2	2	3	2	3	2	2	3	3	4	2	3	4	2	4	1	2	2	4	3	2	3	5	1	2
prouzročiti	G	14828	2	4	4	3	1	2	2	3	4	3	2	1	4	4	1	2	2	3	2	4	5	4	1	3	4	4	4	4	2	2	4	5	2	4	1	3	3	4	2	0	2	2	3	2	3	3	3	4	1	4	1	3	2	4	3	2	4	5	1	3
useljenje	I	3239	5	3	5	2	5	3	3	2	5	2	4	3	5	4	1	4	3	4	5	4	5	3	5	4	3	3	4	4	4	2	5	5	3	2	2	2	3	3	4	2	3	2	4	2	4	3	5	3	3	3	2	3	4	3	3	2	4	5	2	1
urlati	G	7005	5	3	3	5	5	3	4	3	5	2	4	1	5	3	4	4	5	2	5	4	5	4	5	4	5	4	4	3	2	3	4	4	5	3	4	2	4	3	3	2	4	3	5	4	5	3	5	3	5	3	3	3	5	3	3	1	4	5	1	1
sobni	P	7207	5	5	5	3	2	1	4	2	5	4	3	1	5	5	5	3	5	4	4	5	2	5	4	4	3	2	4	5	2	3	5	5	4	4	2	2	4	4	5	4	3	3	5	4	4	4	5	4	4	4	4	4	4	4	4	3	4	5	2	2
zelen	P	131519	3	5	5	4	5	2	1	5	5	4	5	2	5	4	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	2	5	5	5	4	3	5	4	2	4	4	4	5	4	5	5	5	5	5	4	4	5	5	4	4	5	4	5	1	3
radijski	P	18177	3	5	5	3	5	2	3	3	5	2	3	1	4	5	5	4	5	2	4	5	2	3	5	5	3	3	4	4	3	3	3	3	4	4	2	1	4	3	4	3	3	2	3	2	4	3	5	5	2	4	5	4	4	3	5	4	4	5	2	2
iskaznica	I	19821	5	5	5	3	5	5	4	4	5	3	5	2	5	3	3	5	5	5	5	4	5	4	5	5	5	4	3	5	5	3	5	5	5	4	5	4	5	4	5	4	5	3	5	4	5	5	5	4	5	4	5	4	4	4	5	3	5	5	5	4
