leksem	vr	frek	16a.01.k	16a.01.č	16a.02.k	16a.02.č	16a.03.k	16a.03.č	16a.04.k	16a.04.č	16a.05.k	16a.05.č	16a.06.k	16a.06.č	16a.07.k	16a.07.č	16a.08.k	16a.08.č	16a.09.k	16a.09.č	16a.10.k	16a.10.č	16a.11.k	16a.11.č	16a.12.k	16a.12.č	16a.13.k	16a.13.č	16a.14.k	16a.14.č	16a.15.k	16a.15.č	16b.01.k	16b.01.č	16b.02.k	16b.02.č	16b.03.k	16b.03.č	16b.04.k	16b.04.č	16b.05.k	16b.05.č	16b.06.k	16b.06.č	16b.07.k	16b.07.č	16b.08.k	16b.08.č	16b.09.k	16b.09.č	16b.10.k	16b.10.č	16b.11.k	16b.11.č	16b.12.k	16b.12.č	16b.13.k	16b.13.č	16b.14.k	16b.14.č	16b.15.k	16b.15.č
blagosloviti	G	11864	3	3	2	1	4	3	2	3	1	4	4	2	4	5	3	3	1	4	2	2	3	4	3	1	2	2	2	2	2	3	2	4	1	2	1	3	2	2	4	4	5	5	2	2	3	4	2	2	2	2	3	3	3	1	1	1	2	3	1	3
zavodljiv	P	5179	4	3	4	2	4	3	3	2	2	5	4	3	4	5	2	2	1	4	2	2	3	4	2	4	2	3	4	4	1	3	2	3	1	2	2	2	3	3	1	3	4	3	2	2	3	4	2	2	3	3	4	3	3	2	3	2	1	4	3	4
vojarna	I	14465	5	2	5	1	5	3	5	2	4	3	5	3	5	5	5	1	5	3	5	1	5	3	1	1	5	3	5	3	5	2	5	2	4	2	5	2	5	2	5	3	5	3	1	1	5	2	5	3	5	1	5	1	5	1	5	1	5	2	4	3
konkretan	P	100560	1	5	1	1	2	4	2	3	2	3	1	4	2	5	1	4	1	5	3	2	3	4	1	4	1	5	3	4	2	4	3	4	1	3	3	3	1	5	1	4	2	4	1	3	2	4	1	4	1	3	4	3	0	3	3	3	1	3	1	3
džungla	I	4545	5	3	5	1	3	3	4	2	5	3	5	2	5	5	5	3	5	3	4	1	5	4	5	2	5	2	5	3	5	3	5	2	4	2	5	3	5	1	5	3	5	3	2	2	5	2	5	3	5	2	5	2	5	1	5	2	5	3	5	4
maknuti	G	43334	5	5	3	4	4	5	4	4	2	3	4	5	4	5	5	5	2	5	4	4	4	4	3	5	4	5	3	5	3	5	5	4	2	3	4	4	4	5	3	4	4	5	3	4	4	4	3	4	2	4	4	4	4	4	5	4	3	4	3	3
predlagatelj	I	6101	3	1	4	1	2	2	3	3	2	4	3	1	5	2	2	2	1	2	5	1	3	3	4	2	2	2	4	3	2	2	4	1	2	2	3	1	1	1	2	2	3	3	1	3	3	3	2	2	1	2	3	1	4	1	4	1	2	2	4	2
proljetni	P	25497	4	3	4	3	4	4	4	3	3	4	4	5	3	4	1	3	3	5	5	3	5	4	2	5	4	3	4	4	2	5	2	3	2	3	3	3	4	3	3	4	3	5	1	1	4	4	3	5	5	4	4	2	3	2	4	3	3	4	4	4
telefoniranje	I	3468	5	2	5	5	5	5	4	3	4	5	5	5	5	5	5	3	4	5	5	5	5	4	4	4	5	5	5	4	3	4	5	4	4	3	4	4	5	5	5	4	4	5	5	2	5	5	4	4	5	5	5	3	4	4	5	3	5	5	5	5
teza	I	45914	2	4	3	2	2	3	2	2	2	4	4	2	2	4	1	2	1	4	3	2	3	3	2	1	3	4	3	4	2	2	2	3	2	3	4	4	2	3	2	2	2	2	1	3	4	3	1	3	1	2	4	2	3	2	3	2	2	3	1	1
prevrnuti	G	5366	5	3	3	2	5	5	4	4	5	3	5	5	4	4	5	3	2	5	4	3	4	4	4	5	5	4	5	4	4	3	4	4	3	3	3	2	4	4	5	3	4	4	3	2	5	4	3	3	3	3	5	3	4	3	5	3	4	4	5	4
inteligentan	P	27986	2	4	1	4	3	5	2	4	2	4	4	5	2	5	1	4	1	5	4	3	5	4	2	4	2	5	2	3	1	4	1	5	2	3	1	5	1	5	1	3	2	4	2	3	2	4	1	5	1	4	3	3	2	2	3	4	2	5	2	4
taekwondo	I	3999	4	1	5	1	5	3	3	2	3	2	5	2	5	4	4	2	5	4	4	1	5	3	1	2	5	1	3	2	3	2	4	2	3	2	4	2	3	2	4	2	5	3	4	2	5	2	4	2	5	1	4	1	3	1	5	2	4	2	5	3
imun	P	6916	3	2	4	1	2	3	2	3	2	4	5	3	3	5	1	3	1	5	3	2	3	3	2	4	2	2	3	4	2	3	1	3	2	2	3	3	1	2	1	2	2	3	1	2	3	3	2	3	1	3	4	2	3	2	3	3	2	3	1	3
bakalar	I	3882	5	2	5	2	5	3	4	2	5	3	5	2	5	5	5	2	5	3	5	2	5	3	5	2	5	2	5	3	5	3	5	2	5	3	5	2	5	2	5	3	5	5	5	2	5	4	5	3	5	2	5	2	5	2	5	2	5	3	5	3
otpadati	G	13620	4	3	3	2	4	3	4	4	2	5	5	5	5	5	4	3	3	5	4	2	3	3	4	5	4	4	2	3	2	3	2	2	3	3	3	2	3	3	2	3	4	4	3	3	5	4	4	4	4	3	3	2	3	2	5	3	4	4	5	4
mržnja	I	53856	2	4	2	2	3	3	2	4	1	4	1	5	1	5	1	4	1	4	1	3	4	4	2	3	2	4	4	4	1	4	1	4	1	3	2	3	2	3	1	3	3	4	1	4	1	3	1	4	2	3	4	3	2	2	3	2	1	4	3	3
implantat	I	4465	4	1	4	2	5	2	3	2	4	3	5	3	5	4	4	3	5	3	3	1	5	3	5	2	5	2	4	3	4	2	5	2	3	2	4	2	1	2	5	2	5	3	5	2	5	3	5	2	5	3	5	2	4	2	5	2	5	2	1	1
majmun	I	19276	5	5	5	3	5	3	5	5	5	4	5	4	5	5	5	4	5	5	5	3	5	3	5	4	5	3	5	4	5	4	5	3	5	4	5	4	5	2	5	3	5	4	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	4
udoban	P	17210	2	4	3	3	4	4	4	5	2	5	5	5	3	5	5	4	1	5	1	4	5	4	3	5	4	4	4	4	2	4	2	5	2	3	4	4	2	4	1	4	4	5	2	3	3	4	4	4	5	4	5	3	3	4	4	4	3	4	5	5
nesebičan	P	5902	3	2	2	3	3	4	3	4	1	5	5	5	2	3	1	2	1	5	2	3	4	3	2	3	1	4	3	4	1	3	3	4	1	3	2	2	2	3	1	3	2	5	2	2	3	4	2	4	2	4	3	3	3	3	3	2	2	4	3	4
prevoditi	G	11586	4	3	3	3	5	4	3	4	2	4	5	5	3	4	4	4	1	4	4	4	4	3	3	3	4	4	4	4	2	4	4	4	3	4	3	3	2	3	4	3	5	4	3	3	4	3	2	4	2	3	4	2	4	3	5	2	4	4	5	3
medicina	I	62772	3	3	4	4	4	3	3	4	2	4	5	4	3	5	3	4	3	4	3	3	5	4	2	4	5	5	4	4	2	3	2	4	2	4	4	4	4	4	2	4	4	4	2	3	4	5	3	3	5	4	4	4	4	3	4	2	2	4	4	4
militantan	P	3597	3	3	4	2	2	1	3	2	2	3	4	1	2	1	2	1	1	1	3	1	2	2	2	1	3	4	4	3	1	2	3	2	1	1	3	2	3	2	3	1	2	2	1	1	3	1	2	1	3	1	2	1	3	1	4	1	2	1	1	1
elastičan	P	6549	4	3	3	2	4	4	4	4	2	4	5	4	4	5	5	2	4	4	2	2	3	3	3	4	3	2	4	4	3	3	3	2	2	3	4	3	4	3	4	3	5	3	2	2	5	3	5	2	5	2	4	2	4	3	5	2	4	3	2	4
teroristički	P	21767	2	3	3	4	3	3	3	4	3	4	5	4	3	5	3	3	1	5	3	3	4	3	3	3	4	5	4	4	2	3	3	2	2	3	3	4	2	3	2	3	4	4	2	3	4	4	2	4	4	3	3	3	3	2	4	3	2	4	2	4
krilni	P	3608	4	5	4	1	0	1	4	2	3	2	4	3	3	3	3	2	1	4	3	1	3	1	3	2	3	0	3	3	3	2	3	1	2	2	3	2	2	1	3	3	4	3	2	1	4	3	5	1	5	2	3	1	3	2	4	1	4	3	1	1
pojesti	G	58566	5	3	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	5	5	5	4	5	0	1	3	5	4	5	5	5	5	5	4	5	4	5	3	5	4	5	5	5	5	5	4	5	5	5	4	4	4	5	5	5	5	5	5	5
produženje	I	6767	3	5	2	3	2	3	4	3	3	4	5	4	2	4	3	3	1	5	3	2	5	3	2	3	5	5	5	4	3	4	4	2	2	3	2	2	2	2	1	3	3	4	4	3	3	3	2	3	2	3	4	2	3	3	4	2	3	4	2	4
nemati	G	1819667	2	4	1	4	2	4	4	5	1	5	2	5	2	3	4	5	1	5	1	3	4	5	2	5	4	5	4	4	3	5	3	5	2	5	2	3	2	5	1	5	2	5	3	4	3	5	1	5	2	3	3	3	2	5	4	4	2	5	2	4
starost	I	33906	3	4	2	4	3	3	4	4	1	5	4	5	3	5	2	3	1	5	2	3	5	4	3	3	5	5	2	4	2	5	2	5	2	3	4	3	4	4	3	3	3	5	3	4	4	5	2	4	5	3	4	3	4	2	4	3	3	5	3	5
geometrijski	P	6161	3	0	3	2	4	3	1	2	1	3	5	4	2	3	1	2	1	3	3	2	5	3	1	3	3	2	4	3	4	4	2	2	1	3	4	3	1	2	1	2	2	4	1	2	4	4	3	3	5	2	3	2	4	3	4	2	2	3	2	3
srijeda	I	120859	2	4	2	4	5	5	3	4	1	4	5	5	4	5	1	4	1	5	1	4	3	4	2	4	5	4	4	4	1	4	3	5	1	4	4	4	4	5	1	4	5	4	3	4	3	5	1	4	5	4	4	4	4	4	5	4	4	5	1	5
bijedan	P	8122	2	3	2	3	2	1	4	3	1	3	5	4	2	4	2	2	1	3	2	2	4	3	2	4	3	4	2	4	2	3	2	3	1	3	3	2	3	3	2	3	4	3	2	3	2	3	2	3	2	3	3	2	3	2	4	1	3	4	1	3
kvantitativan	P	3561	3	4	1	4	2	3	1	4	1	4	4	4	1	4	1	2	1	3	1	2	3	4	3	3	1	3	2	4	2	4	4	4	1	3	2	4	1	4	1	3	2	4	1	3	1	4	1	4	2	3	4	3	2	3	4	2	2	4	1	2
truditi	G	73165	2	5	2	4	3	4	4	4	1	4	3	5	3	5	3	4	1	5	2	3	4	4	2	4	4	5	3	4	2	4	3	4	2	4	1	3	2	4	1	4	2	5	2	4	1	4	1	4	2	5	3	3	3	3	3	3	1	5	3	3
zadovoljština	I	3067	2	1	1	2	2	1	4	2	1	2	2	1	2	4	2	1	1	5	2	1	3	2	2	4	2	2	4	4	1	1	2	2	1	2	2	1	1	1	2	1	4	3	1	2	2	2	1	2	1	4	2	1	3	1	3	1	1	4	2	2
stolni	P	13567	5	4	4	4	4	3	4	3	3	2	5	5	3	3	4	3	3	3	4	3	4	3	4	3	5	2	4	4	3	3	3	2	3	3	4	3	2	3	3	3	4	4	2	3	5	4	2	4	5	4	3	2	4	2	5	2	3	3	3	2
prostoran	P	50951	4	3	3	1	1	2	3	2	2	3	5	4	2	2	4	3	4	4	3	2	2	3	2	2	3	3	4	4	2	3	2	3	2	3	3	2	2	2	2	3	3	3	1	1	5	4	3	3	3	3	4	2	4	1	3	2	2	1	2	2
upiti	G	6302	3	3	2	1	4	3	4	3	2	3	5	5	4	4	5	3	3	4	3	2	4	3	4	4	3	3	3	4	3	3	3	2	4	3	1	2	3	3	2	2	2	3	2	3	4	4	3	2	1	2	3	2	4	3	4	2	3	4	2	2
profesionalan	P	90152	1	4	2	4	2	4	3	3	2	4	5	5	4	5	4	4	1	5	3	3	4	3	2	4	4	5	4	4	1	4	2	3	1	4	3	4	2	4	1	3	4	5	2	3	2	5	2	4	2	4	3	3	3	3	4	3	1	5	3	3
prozračan	P	4363	3	3	2	4	1	2	4	3	2	3	5	4	4	5	4	3	1	5	4	3	2	3	2	4	3	4	4	4	1	3	2	3	1	3	2	2	2	3	4	2	2	4	2	3	4	4	1	3	4	3	2	2	3	2	4	2	1	4	3	3
preliti	G	14617	5	2	4	4	5	4	4	3	4	3	5	4	3	4	5	3	5	4	5	4	3	3	5	3	5	5	5	3	3	4	5	4	3	3	3	2	5	4	4	3	4	3	3	3	5	4	3	4	5	4	3	2	4	3	5	2	5	4	5	5
pipa	I	5877	5	4	5	4	5	4	5	4	5	5	5	4	5	4	5	5	5	4	5	3	3	2	5	4	5	5	5	4	5	5	5	3	5	1	5	2	5	2	5	3	5	5	5	1	5	5	5	5	5	3	5	2	5	4	5	3	5	5	5	5
riskirati	G	16519	2	4	2	3	3	3	2	3	2	3	1	4	3	5	3	3	1	5	3	4	2	3	2	5	3	5	3	4	2	4	3	4	1	3	1	4	2	4	1	4	2	5	2	3	1	4	1	4	1	2	3	2	3	3	3	3	1	4	3	4
izvaliti	G	3639	2	4	1	1	2	1	3	3	2	3	3	3	3	4	4	4	1	5	2	3	2	3	3	3	4	4	3	4	1	4	2	2	2	2	2	2	2	2	2	3	2	4	3	3	3	4	1	4	1	4	2	1	3	2	4	3	3	4	5	4
ofenzivan	P	4681	2	4	2	1	2	2	2	2	1	2	4	3	3	5	3	2	1	4	1	1	2	3	1	2	3	3	4	4	2	2	2	2	2	2	2	3	2	3	1	2	2	2	2	1	2	4	2	3	2	3	2	1	3	2	3	1	2	3	2	2
preplaviti	G	5914	4	3	1	1	3	2	4	3	2	2	4	3	4	4	4	3	1	4	2	2	3	3	2	2	2	4	3	3	2	3	1	3	1	3	1	2	1	3	2	2	4	3	3	2	3	3	3	3	4	3	2	1	4	2	3	2	2	3	3	3
biolog	I	4267	5	3	5	3	4	3	2	2	3	2	5	3	5	5	4	3	3	3	5	3	4	2	3	2	5	3	4	4	3	4	4	2	4	4	4	3	3	3	4	2	5	5	4	3	4	3	4	5	3	2	4	2	4	0	5	2	4	2	5	3
policija	I	343662	3	4	5	4	5	4	3	3	3	3	5	4	5	5	5	4	5	3	5	3	5	3	3	3	5	4	5	4	4	4	5	4	5	4	4	3	5	3	5	3	5	5	5	4	5	4	5	5	5	2	5	3	4	2	4	3	4	4	5	4
epoha	I	5430	2	2	2	2	2	2	2	2	1	1	5	3	4	3	1	2	1	2	2	1	4	3	1	2	3	3	3	3	3	3	2	2	1	2	3	1	2	2	1	2	2	2	1	2	2	3	2	2	1	2	4	1	4	1	4	1	3	1	3	4
losos	I	3425	5	3	5	4	5	4	5	2	5	3	5	3	5	5	5	4	5	4	5	2	5	2	5	2	5	2	5	3	5	2	5	3	5	3	5	2	5	3	5	3	5	3	5	2	5	2	5	3	5	2	5	2	5	2	5	1	5	3	5	1
nevidljiv	P	20978	2	3	4	1	2	3	4	3	1	2	5	4	5	4	4	4	1	4	5	3	4	3	3	4	2	2	4	4	2	3	2	4	2	3	4	2	3	3	4	3	4	3	2	2	3	3	3	4	2	3	4	2	4	2	4	2	4	4	3	2
gutljaj	I	3564	4	3	4	4	4	4	5	4	4	4	5	5	5	5	5	4	5	5	2	4	4	4	4	5	5	4	5	4	4	5	4	3	3	4	5	4	4	4	5	4	5	5	5	4	5	4	3	4	4	4	4	3	5	4	5	2	5	5	5	5
objektiv	I	22501	5	2	5	3	4	2	4	2	4	2	5	4	5	3	5	4	4	3	1	1	4	4	4	2	5	2	5	3	4	2	5	2	5	3	4	1	5	3	5	4	5	2	5	3	5	3	5	2	2	1	4	1	5	2	5	2	5	3	3	3
pridruživati	G	10529	4	3	2	3	2	2	3	3	2	4	3	3	3	4	4	3	2	4	5	3	3	4	3	3	4	4	4	4	2	3	3	4	3	3	3	2	2	2	2	3	4	3	2	3	5	4	2	3	3	2	3	2	4	2	3	2	2	5	2	1
pristup	I	181423	2	4	3	3	1	4	3	4	2	4	1	4	2	4	2	4	3	4	3	3	2	4	2	4	2	4	3	4	1	3	2	4	2	3	2	2	1	4	1	4	3	4	1	3	3	4	1	4	1	2	3	3	4	3	3	2	1	4	3	3
šalter	I	7863	5	3	5	4	5	4	4	3	5	4	5	4	5	5	5	3	5	3	1	4	4	3	5	4	5	3	5	4	5	3	5	2	4	3	4	3	4	3	5	3	5	3	5	3	5	3	5	4	5	3	4	2	5	3	5	2	5	3	5	4
nervirati	G	10833	3	4	4	3	4	4	4	4	2	3	3	3	3	5	4	5	1	5	3	2	3	4	2	4	4	5	3	4	1	4	3	4	3	3	1	4	1	4	1	4	2	4	3	4	4	5	2	3	1	4	3	3	4	4	2	4	2	5	5	5
doletjeti	G	4349	4	3	3	2	3	3	4	3	3	3	4	3	4	4	4	4	2	4	2	2	4	3	4	2	4	3	5	4	4	3	4	3	3	3	4	2	2	3	5	3	5	4	4	3	5	4	4	4	4	3	3	1	4	3	5	2	4	4	5	5
prvakinja	I	10152	2	3	3	3	4	3	4	3	2	2	5	2	4	4	4	2	3	2	3	3	3	3	3	2	5	2	5	3	2	3	4	4	4	4	1	2	3	2	4	2	5	4	4	3	5	4	4	3	2	2	4	2	4	2	5	1	3	3	5	5
komentiranje	I	8052	2	3	4	4	3	5	4	4	3	3	5	5	4	5	5	4	1	5	4	3	3	5	3	4	3	5	3	4	2	5	5	5	3	4	3	4	2	5	3	4	2	4	3	5	4	5	3	4	3	4	3	4	4	4	4	4	2	5	3	5
isključenje	I	13096	2	3	2	3	3	3	3	4	2	3	4	4	4	5	4	3	1	4	4	0	3	4	4	4	4	3	2	4	3	4	2	3	2	4	2	3	2	2	4	3	3	3	3	3	3	4	2	3	2	4	2	2	4	2	2	3	2	3	3	3
kip	I	21218	5	3	5	4	5	4	5	3	5	5	5	4	5	5	5	3	5	5	3	1	5	4	5	2	5	4	5	4	5	3	5	3	5	3	5	3	5	4	5	3	5	4	5	3	5	4	5	4	5	2	5	2	5	2	5	3	5	5	5	4
svjetionik	I	5249	5	2	5	3	5	3	5	2	5	5	5	4	5	5	5	3	5	2	5	1	5	3	5	2	5	2	5	4	5	2	5	2	5	3	5	1	5	2	5	3	5	3	5	2	5	4	5	3	5	1	5	2	5	2	5	2	5	3	5	2
izbaciti	G	70384	5	4	3	3	3	4	4	4	2	3	5	5	3	5	5	4	2	5	5	4	4	4	4	4	3	4	3	4	2	3	4	4	2	4	3	2	4	4	4	4	5	5	3	4	5	5	4	5	2	3	3	3	4	3	4	4	3	5	3	3
intuitivan	P	5305	1	5	1	4	1	3	1	2	1	3	1	4	2	4	1	3	1	4	3	3	3	4	2	4	2	4	3	4	1	4	2	2	2	3	1	3	1	3	1	3	2	4	1	2	1	4	1	4	1	2	2	2	2	3	2	3	1	3	1	5
služiti	G	157247	3	4	3	3	2	5	2	3	2	2	1	4	4	5	4	3	2	3	1	3	3	3	3	2	3	3	3	4	2	4	4	4	3	4	2	1	2	3	2	3	3	4	4	3	3	4	3	3	2	3	3	4	3	3	3	3	3	3	5	5
samopoštovanje	I	6232	2	4	2	3	2	3	3	4	1	4	1	4	2	5	1	3	1	5	2	4	2	4	1	4	3	4	3	4	1	4	2	4	1	4	1	3	2	3	1	4	1	5	1	3	1	5	1	5	1	3	3	3	3	2	1	5	1	5	4	4
osjećati	G	257726	2	4	1	4	2	5	2	4	1	4	1	5	3	4	2	4	1	5	1	2	2	5	2	5	2	5	3	5	1	5	4	5	3	5	1	5	3	5	1	4	1	5	2	5	1	5	1	5	1	4	3	4	4	4	2	4	1	5	4	4
malenkost	I	4750	2	1	2	2	2	1	3	2	2	5	3	2	4	4	1	2	1	2	1	2	2	3	1	2	2	2	3	3	1	3	3	4	2	3	2	1	1	3	2	4	3	3	3	2	2	3	2	3	1	2	2	1	2	3	3	3	2	2	3	3
seljačina	I	6223	3	5	4	4	3	4	3	3	4	3	5	3	5	5	4	4	4	4	1	1	4	3	3	2	3	4	4	2	2	4	3	3	4	4	4	3	3	2	5	3	4	5	4	4	5	4	3	4	2	1	4	3	3	3	2	3	5	4	3	3
tlačiti	G	3712	2	4	4	4	2	2	4	2	4	3	4	3	4	4	4	3	1	3	3	4	2	3	2	1	4	3	4	3	2	3	2	2	3	3	2	1	1	2	3	3	3	2	3	3	4	4	2	2	1	4	2	1	4	3	3	2	3	4	3	3
uplaćivati	G	11067	5	3	4	4	4	4	4	3	3	3	5	3	5	5	5	3	3	4	1	3	2	4	4	4	5	4	2	2	3	3	5	4	3	3	3	3	4	4	5	4	2	3	3	3	5	4	2	3	2	3	4	3	4	3	5	3	3	4	5	5
para	I	75211	5	3	5	2	5	3	3	3	5	4	5	5	5	5	5	3	5	4	5	3	3	3	5	5	5	4	5	4	5	3	5	2	4	3	5	3	4	3	5	4	5	5	4	3	5	3	5	4	5	2	4	3	5	4	5	4	5	3	5	4
proglasiti	G	59398	3	3	4	3	2	3	2	3	3	5	5	3	4	4	4	2	1	5	3	2	3	3	2	3	4	3	4	4	2	3	2	3	3	4	2	1	1	2	2	4	2	3	3	3	4	4	1	3	3	3	3	2	3	3	4	2	1	4	4	4
računovodstvo	I	8290	4	3	4	4	3	3	4	2	3	3	5	2	5	5	4	2	3	3	3	2	5	3	3	2	5	4	4	3	3	2	4	2	3	3	3	2	2	2	5	3	5	5	3	2	4	3	2	3	3	2	2	2	3	2	5	2	4	3	4	4
razglednica	I	7894	5	3	5	2	5	4	3	3	5	2	5	2	5	5	5	2	5	3	4	3	5	3	5	3	5	2	5	3	5	2	5	3	5	3	4	2	5	3	5	3	5	4	5	3	5	3	5	2	5	2	5	2	5	2	5	3	5	4	5	2
športski	P	26612	3	3	4	4	3	4	4	3	2	3	5	4	4	5	4	2	1	1	5	2	4	4	2	4	4	3	4	3	2	3	3	3	4	4	4	3	2	3	3	3	4	5	3	4	3	2	4	5	3	4	3	4	2	3	4	4	3	5	4	5
odvlačiti	G	3427	4	3	2	3	2	2	3	3	2	2	4	4	3	4	5	3	1	4	3	3	3	3	2	4	4	4	3	3	2	3	4	3	4	4	2	2	4	3	3	4	2	3	4	3	5	3	5	4	4	3	3	2	4	3	5	4	3	4	5	3
uloga	I	271088	2	3	1	4	1	5	0	3	1	3	1	5	5	5	3	3	1	3	2	0	5	3	3	4	3	4	4	4	1	4	3	4	4	5	3	3	2	4	1	4	3	4	2	4	2	5	4	5	1	4	3	3	2	3	4	4	2	3	1	3
