leksem	vr	frek	06a.01.k	06a.01.č	06a.02.k	06a.02.č	06a.03.k	06a.03.č	06a.04.k	06a.04.č	06a.05.k	06a.05.č	06a.06.k	06a.06.č	06a.07.k	06a.07.č	06a.08.k	06a.08.č	06a.09.k	06a.09.č	06a.10.k	06a.10.č	06a.11.k	06a.11.č	06a.12.k	06a.12.č	06a.13.k	06a.13.č	06a.14.k	06a.14.č	06a.15.k	06a.15.č	06b.01.k	06b.01.č	06b.02.k	06b.02.č	06b.03.k	06b.03.č	06b.04.k	06b.04.č	06b.05.k	06b.05.č	06b.06.k	06b.06.č	06b.07.k	06b.07.č	06b.08.k	06b.08.č	06b.09.k	06b.09.č	06b.10.k	06b.10.č	06b.11.k	06b.11.č	06b.12.k	06b.12.č	06b.13.k	06b.13.č	06b.14.k	06b.14.č	06b.15.k	06b.15.č
zaprimiti	G	10872	3	4	4	2	4	3	2	2	2	3	3	3	3	2	5	3	2	2	2	2	2	3	5	4	4	4	3	2	2	2	2	3	5	2	3	2	5	5	3	3	3	2	3	3	2	2	3	1	2	1	1	1	1	1	0	0	2	3	0	4
zainteresirati	G	11320	2	5	4	4	5	4	2	3	2	3	2	3	1	5	4	3	4	5	1	4	1	3	2	4	3	4	4	4	2	3	1	5	5	5	4	3	5	5	4	4	4	4	3	4	2	3	4	3	1	2	3	4	1	3	5	3	4	4	3	3
roniti	G	5474	5	5	5	3	5	3	3	3	4	3	5	3	5	3	5	3	5	2	4	1	5	4	5	3	5	3	5	4	5	2	5	4	5	3	5	3	5	5	5	3	2	3	5	4	5	3	5	2	2	2	5	3	5	3	5	2	5	4	3	2
prepisati	G	10171	5	5	5	3	5	4	4	3	4	4	2	2	5	4	5	4	5	4	5	4	2	3	5	4	5	5	4	3	3	3	4	5	4	5	5	5	5	5	4	4	4	5	3	4	5	5	5	4	2	4	4	4	5	3	5	4	5	5	2	2
obraditi	G	18417	4	5	3	2	4	3	3	3	3	3	2	3	2	2	5	4	2	3	2	1	1	3	2	3	3	5	4	4	3	2	2	5	4	5	2	2	5	5	4	4	2	5	2	3	3	2	5	2	2	3	1	4	1	1	4	4	4	4	0	3
nestašan	P	3350	5	4	5	2	5	3	4	2	2	2	3	3	2	2	3	5	3	2	1	2	1	3	4	3	3	3	4	3	2	2	3	4	4	4	2	2	5	5	4	3	4	4	2	2	3	2	3	2	3	3	1	5	4	2	4	1	3	3	3	4
pravovremen	P	6022	1	4	3	2	2	2	1	1	1	3	1	2	1	3	4	4	4	3	1	1	1	2	2	1	4	2	3	4	2	2	1	4	3	2	3	1	5	5	4	3	2	5	1	2	2	2	4	1	1	1	1	1	1	2	1	1	1	3	4	3
povlastica	I	13797	3	4	5	3	5	4	1	1	3	2	4	4	1	4	4	3	4	3	2	3	1	3	5	3	2	4	4	4	4	3	2	4	4	4	3	2	5	5	3	3	2	4	3	2	2	3	4	2	2	1	1	1	1	3	3	1	3	3	3	0
dugogodišnji	P	57040	2	5	5	2	5	3	1	2	4	4	1	3	1	3	2	3	5	4	3	4	1	3	5	4	3	3	4	3	3	3	2	3	4	4	3	2	5	5	3	4	2	5	1	2	4	4	5	1	1	2	1	1	1	2	4	2	3	3	3	3
preferencija	I	3833	1	3	5	3	2	1	2	2	1	3	1	2	1	1	2	2	4	3	2	3	1	3	3	3	3	2	2	2	2	2	3	4	4	2	2	2	5	5	4	4	2	4	2	1	3	3	2	2	1	1	1	3	1	2	5	2	2	2	2	3
sport	I	157504	5	5	5	4	5	4	3	4	2	3	2	4	1	5	4	2	5	4	5	5	4	3	5	5	5	5	4	4	5	4	5	5	5	5	4	4	5	5	4	4	5	5	4	4	5	4	3	5	5	4	5	3	5	4	4	3	4	4	4	2
trokut	I	12347	5	5	5	3	5	3	4	3	5	2	5	3	3	3	5	3	5	3	5	2	5	3	5	4	5	4	5	3	5	3	5	5	5	5	5	3	5	5	5	3	5	5	5	4	5	3	5	2	5	4	5	3	5	3	1	1	4	3	4	3
iscrpljenost	I	4048	4	5	4	4	3	4	2	2	2	4	1	4	1	4	3	4	4	3	3	5	2	4	3	4	3	5	4	3	2	3	2	5	4	4	4	5	5	5	3	4	4	5	4	3	4	5	4	3	3	3	1	5	5	5	5	5	4	4	4	5
simboličan	P	14616	4	5	3	3	4	3	2	3	2	2	1	3	1	3	4	4	3	4	1	3	1	4	1	4	3	3	4	3	2	2	1	4	3	3	2	1	5	5	4	5	4	4	2	3	3	3	3	2	2	1	1	1	1	5	3	2	3	4	2	4
crven	P	182548	5	5	5	4	5	4	3	3	4	4	5	3	5	5	5	5	5	5	4	4	5	4	5	4	5	5	4	4	5	5	5	5	5	5	5	3	5	5	5	4	4	5	5	5	5	5	5	5	4	5	5	4	5	5	2	3	5	5	5	3
živahan	P	7040	5	5	5	3	4	3	2	3	3	3	4	3	5	4	3	4	4	3	3	4	2	4	3	3	4	3	4	3	3	3	2	4	5	5	3	2	5	5	4	4	3	4	4	4	4	4	2	3	4	4	1	5	5	2	3	2	2	3	3	2
sretan	P	183939	5	5	5	5	4	4	2	3	2	4	4	4	1	5	1	5	5	5	3	5	2	4	3	5	5	5	5	5	3	3	1	5	5	5	3	3	5	5	4	0	2	4	2	5	5	5	1	5	5	5	1	5	5	5	1	4	3	5	2	3
dramski	P	34076	3	5	4	2	3	3	1	3	2	3	3	3	1	1	5	5	4	2	2	2	1	3	4	3	3	2	4	3	3	2	1	3	4	4	3	1	5	5	2	3	3	4	1	2	2	2	1	1	3	3	1	1	1	1	3	3	3	4	3	4
naseliti	G	6495	4	5	4	3	5	3	1	2	3	3	3	2	3	3	4	3	5	3	4	2	2	3	5	3	4	2	4	3	3	3	4	4	4	4	4	2	5	5	3	3	3	4	1	1	3	3	4	2	3	3	3	2	1	1	5	2	4	4	4	4
brošura	I	10918	5	4	5	2	3	2	2	3	5	2	5	2	5	1	4	4	5	3	5	3	5	3	5	3	5	3	5	3	4	3	4	3	4	2	5	2	5	5	5	3	5	4	5	3	4	3	5	2	5	3	5	5	5	2	5	2	4	2	4	3
tonuti	G	12303	4	4	4	2	3	2	3	2	2	3	5	3	4	3	4	4	4	2	3	1	3	3	5	4	5	3	4	3	2	2	5	4	4	2	5	4	5	5	4	3	5	4	5	3	2	2	4	3	4	3	5	3	3	3	5	1	5	3	4	2
bilješka	I	11517	5	5	5	5	5	4	3	3	5	2	5	4	5	5	5	4	5	4	5	4	4	4	5	5	5	5	5	4	4	4	5	5	4	5	5	5	5	5	5	4	5	5	4	2	5	5	4	5	5	4	5	5	5	5	5	3	4	5	0	4
podatak	I	457784	4	5	5	4	5	2	3	4	4	3	5	4	5	5	5	3	2	5	5	5	3	4	4	3	2	5	4	4	4	3	3	5	4	5	5	4	5	5	5	4	5	5	1	2	4	3	4	5	3	4	5	5	1	3	5	2	2	4	3	4
izvanzemaljac	I	3565	5	5	5	2	5	3	4	3	5	1	5	3	1	2	1	3	4	3	5	2	4	3	5	4	5	2	5	2	5	3	5	4	4	2	5	2	5	5	5	3	5	2	4	2	4	3	5	2	1	3	5	3	3	1	5	1	4	3	4	2
počiniti	G	35603	2	5	5	3	5	2	2	3	2	2	2	3	1	4	3	3	4	4	2	4	2	3	2	4	3	2	4	3	3	3	1	5	3	5	5	3	5	5	4	3	5	4	1	2	3	3	1	5	3	4	2	2	1	3	4	2	2	4	3	3
okusiti	G	4950	4	5	3	3	4	3	2	2	2	2	5	4	1	5	4	3	5	4	3	5	3	4	5	2	3	3	4	4	2	3	2	5	4	4	5	4	5	5	5	4	5	4	2	3	3	4	5	4	4	3	4	3	5	4	3	3	4	3	2	3
objavljen	P	28921	2	5	3	4	5	4	2	2	3	3	4	4	1	5	4	5	4	3	2	5	1	3	4	3	2	2	4	3	2	3	4	4	3	3	4	4	5	5	3	3	5	4	1	3	4	3	4	4	3	4	3	3	3	4	3	2	4	5	3	0
pljačkaš	I	7952	5	5	5	2	5	3	3	3	5	2	5	3	5	3	5	4	5	3	5	3	5	3	5	3	5	2	5	3	5	2	5	4	4	3	5	3	5	5	5	3	5	4	5	2	5	3	5	2	5	4	5	3	5	3	5	2	5	3	4	2
punjač	I	9132	5	5	5	5	5	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	4	5	5	2	5	5	4	4	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	3	5	5	5	4	5	4	5	5	4	0
srodan	P	17205	2	5	4	4	3	2	2	2	2	3	2	3	1	3	4	5	4	2	2	3	2	3	2	3	1	3	3	3	2	2	1	4	3	3	4	4	5	5	3	3	5	4	1	1	2	2	5	3	2	3	1	2	1	1	3	2	1	2	3	3
posljedni	P	3829	3	5	5	4	5	4	4	3	3	2	3	4	1	3	5	2	5	3	4	4	3	3	4	3	4	3	3	3	2	3	3	4	2	1	5	5	5	5	5	4	5	5	2	2	5	4	5	3	3	4	1	1	4	3	4	3	4	5	4	4
propisati	G	10382	3	4	4	3	4	3	2	3	4	2	2	2	3	4	4	3	3	3	3	2	2	3	4	4	3	2	4	4	3	3	2	4	3	4	3	4	5	5	4	3	5	4	1	1	4	4	5	2	2	2	1	1	2	2	5	2	2	3	4	0
počinak	I	3575	2	3	5	4	3	2	2	2	4	2	2	1	2	5	5	2	4	2	3	1	2	4	5	2	2	3	3	2	3	3	4	2	3	4	4	5	5	5	4	3	5	2	4	1	4	4	4	2	1	2	5	4	5	5	4	2	3	2	4	2
pojavljivanje	I	13714	1	5	4	4	4	3	1	2	4	2	4	4	4	5	4	1	4	4	2	2	2	3	4	3	3	4	4	3	2	3	3	4	4	5	4	5	5	5	4	4	0	5	1	5	4	4	3	4	1	2	4	3	3	2	1	2	2	3	4	0
težak	I	16591	4	5	5	4	5	4	4	3	3	3	2	4	5	4	3	2	5	4	4	4	4	3	4	4	3	3	5	4	3	2	3	5	4	4	5	5	5	5	4	4	5	5	4	5	3	5	4	4	4	4	5	5	5	4	4	3	3	5	4	3
štetiti	G	16131	4	5	4	3	4	3	2	3	3	3	2	4	1	3	2	3	4	3	1	0	2	3	2	3	4	3	4	3	3	3	4	5	4	4	4	3	5	5	3	3	5	5	2	3	2	3	1	4	2	4	3	4	2	3	4	2	3	5	5	4
trljati	G	5902	3	5	4	3	2	2	3	2	4	1	5	3	5	1	5	3	4	4	4	1	3	3	3	3	5	3	5	3	2	2	5	4	5	5	5	2	5	5	4	3	2	2	4	4	3	2	5	2	5	3	5	3	4	3	5	0	4	3	4	2
doprinositi	G	24506	2	5	5	2	3	2	2	3	3	2	2	3	1	3	4	4	2	3	1	3	1	3	4	3	2	4	3	3	2	2	1	4	3	3	3	2	5	5	3	3	4	4	1	3	3	3	2	4	3	4	1	3	1	3	5	3	2	4	4	2
podrediti	G	3770	1	3	4	2	3	3	1	2	2	2	2	2	2	2	4	4	2	3	2	1	1	3	2	2	1	2	4	3	2	2	1	4	3	4	3	2	5	5	3	4	4	4	1	2	2	4	2	2	2	2	3	1	1	1	5	2	2	3	4	3
madrac	I	10274	5	5	5	4	5	3	4	4	5	3	5	4	5	3	5	5	5	4	5	4	5	3	5	4	5	2	5	3	5	4	5	5	4	4	5	5	5	5	5	4	5	5	5	5	5	4	5	3	4	4	5	5	5	2	4	2	5	5	5	3
dozvola	I	89766	5	4	5	4	5	4	4	3	5	3	5	4	3	3	5	4	5	3	5	4	2	3	5	3	5	5	4	3	5	4	3	4	3	3	5	5	5	5	5	5	5	5	1	5	2	3	2	4	3	4	5	3	5	4	3	3	2	4	5	3
uskočiti	G	9049	3	5	5	3	4	4	3	3	4	3	2	3	4	4	4	3	3	3	4	3	2	3	5	4	4	2	4	2	3	3	2	4	4	4	5	3	5	5	4	4	4	4	4	3	1	3	3	2	4	4	5	3	5	4	3	1	2	4	4	0
siromah	I	8541	4	5	5	2	5	4	2	3	4	1	5	3	1	3	2	3	5	3	5	4	5	3	4	2	5	4	4	3	4	3	5	5	4	3	5	3	5	5	5	4	4	4	1	3	3	3	2	2	5	3	3	2	4	2	3	2	5	2	4	2
istospolni	P	7999	4	5	3	1	2	2	1	2	4	1	4	3	3	2	5	4	5	2	3	2	2	3	4	2	3	1	3	2	2	2	5	4	4	4	5	4	5	5	5	3	4	4	1	3	5	5	5	2	2	2	1	1	1	1	2	2	5	3	5	0
potražiti	G	50268	2	5	3	4	5	3	3	3	3	2	5	4	1	0	5	2	5	4	3	3	2	3	3	2	4	5	4	3	2	4	2	4	3	3	4	4	5	5	4	4	5	5	4	5	3	5	2	3	4	5	3	4	4	4	5	0	5	5	4	4
solidarnost	I	27569	4	5	5	3	3	3	2	3	1	2	1	3	1	0	1	3	2	3	1	1	1	3	3	2	2	2	4	3	3	3	1	3	5	3	3	1	5	5	3	4	4	4	1	3	5	3	1	2	1	2	1	2	1	3	3	2	3	2	2	0
ubosti	G	7080	5	5	5	1	5	3	3	3	5	3	5	2	5	3	5	3	5	3	4	2	5	3	4	3	4	3	4	2	3	3	5	4	5	4	5	4	5	5	5	4	4	4	5	3	4	2	5	2	3	2	5	3	5	4	5	2	5	5	4	3
stručan	P	200678	4	5	5	2	5	2	3	4	2	2	2	4	1	4	4	4	3	3	2	3	1	3	4	4	2	2	4	3	2	3	2	5	4	4	4	5	5	5	3	4	4	4	2	2	3	4	2	2	3	3	2	3	2	3	5	3	4	4	3	3
založiti	G	5599	5	5	4	2	3	2	2	3	3	2	2	2	1	3	4	4	3	2	3	1	1	3	5	4	4	3	3	2	3	3	1	4	4	3	3	4	5	5	3	2	3	3	3	2	1	2	5	1	2	2	4	1	2	1	4	1	5	4	4	4
svetiti	G	3482	5	4	3	1	0	0	2	2	2	2	2	2	2	1	4	4	2	1	1	2	2	3	5	4	2	2	2	1	3	3	3	3	3	3	4	4	5	5	2	3	1	1	1	1	2	2	2	2	2	1	1	3	2	1	2	1	2	1	2	2
kultan	P	21443	4	5	3	1	3	2	1	2	1	1	3	3	1	1	3	4	1	2	1	1	1	3	4	3	3	2	3	2	3	2	1	4	4	4	4	1	5	5	2	3	1	1	1	1	2	2	3	1	3	3	1	1	1	1	3	3	3	3	3	4
učesnik	I	9691	1	3	5	1	2	1	2	2	2	2	5	4	5	1	5	5	3	3	4	2	4	3	5	1	5	3	4	2	3	2	2	3	4	3	5	2	5	5	5	3	2	2	1	1	2	2	3	1	3	3	3	3	1	2	2	1	5	3	4	5
djevica	I	20629	5	5	5	1	4	3	2	2	1	3	2	3	3	1	4	3	4	3	3	3	2	3	3	4	5	4	4	2	4	2	5	4	5	4	5	3	5	5	3	3	3	3	1	2	2	3	5	2	2	2	4	4	3	3	4	2	5	3	4	4
marljiv	P	7509	4	5	5	4	4	4	2	3	2	3	2	3	1	4	3	3	2	3	2	2	2	3	5	3	4	5	3	3	2	2	1	5	5	4	5	2	5	5	2	4	5	5	2	3	2	4	2	3	3	4	1	5	2	5	4	4	4	4	3	3
trojstvo	I	10640	4	5	4	3	2	2	1	2	2	1	3	3	1	1	2	4	4	1	3	1	2	3	4	2	4	2	2	1	3	2	5	2	3	2	4	3	5	5	3	3	3	3	2	3	4	2	3	1	1	2	4	4	4	3	3	2	5	3	4	4
struka	I	69135	1	5	5	3	2	1	2	3	1	2	3	3	1	4	4	2	4	4	1	4	1	3	5	3	3	3	2	3	2	4	2	3	5	4	5	4	5	5	2	3	4	4	1	3	3	4	3	3	2	4	1	4	1	2	5	3	5	3	4	4
izricati	G	4958	1	3	5	3	3	2	2	2	3	3	2	3	1	4	5	3	4	3	2	2	1	3	3	1	2	2	3	2	2	2	2	3	5	5	5	4	5	5	4	3	3	3	2	3	3	3	4	3	2	3	2	2	4	2	5	2	4	4	5	3
zbrisati	G	5417	2	5	4	4	3	3	2	1	3	2	4	4	5	5	5	4	5	4	4	3	2	3	4	2	2	3	2	4	2	2	2	3	4	4	5	2	5	5	5	4	5	5	3	5	2	2	4	3	3	4	4	5	5	4	5	2	4	1	4	4
dozivati	G	3814	4	5	4	4	4	2	2	2	3	3	4	4	5	4	4	4	4	3	4	4	3	3	3	4	2	4	3	3	2	2	5	5	5	4	5	4	5	5	5	4	4	4	5	5	3	4	4	4	4	3	5	5	5	3	5	2	5	4	5	3
nakaradan	P	4783	1	4	5	2	1	1	2	2	1	4	5	2	3	1	3	3	3	2	1	1	2	2	3	4	1	1	4	4	2	3	1	3	4	3	2	1	5	5	4	3	3	3	2	2	1	1	3	1	2	3	3	2	3	5	5	1	3	2	4	0
sunčati	G	3373	5	5	5	3	3	3	3	2	3	4	5	4	3	2	5	5	4	3	3	3	5	3	5	5	3	3	3	5	4	4	5	4	5	3	4	5	5	5	4	3	4	4	5	5	5	4	5	3	3	5	5	3	4	4	5	4	5	3	5	2
oslikati	G	3778	5	5	4	3	4	3	4	4	2	3	5	5	5	3	5	5	4	3	5	2	5	3	2	2	3	3	3	2	2	3	5	5	4	4	4	3	5	5	3	3	3	3	5	4	3	3	5	2	4	3	3	1	4	2	5	1	4	3	3	3
upad	I	10254	2	5	5	4	5	2	2	2	2	2	3	3	5	2	5	5	3	2	2	3	4	3	3	4	3	2	2	3	2	3	4	4	4	5	3	4	5	5	3	4	4	4	4	3	3	3	3	1	2	2	3	2	3	3	5	3	4	3	4	3
