leksem	vr	frek	20a.01.k	20a.01.č	20a.02.k	20a.02.č	20a.03.k	20a.03.č	20a.04.k	20a.04.č	20a.05.k	20a.05.č	20a.06.k	20a.06.č	20a.07.k	20a.07.č	20a.08.k	20a.08.č	20a.09.k	20a.09.č	20a.10.k	20a.10.č	20a.11.k	20a.11.č	20a.12.k	20a.12.č	20a.13.k	20a.13.č	20a.14.k	20a.14.č	20a.15.k	20a.15.č	20b.01.k	20b.01.č	20b.02.k	20b.02.č	20b.03.k	20b.03.č	20b.04.k	20b.04.č	20b.05.k	20b.05.č	20b.06.k	20b.06.č	20b.07.k	20b.07.č	20b.08.k	20b.08.č	20b.09.k	20b.09.č	20b.10.k	20b.10.č	20b.11.k	20b.11.č	20b.12.k	20b.12.č	20b.13.k	20b.13.č	20b.14.k	20b.14.č	20b.15.k	20b.15.č
vrhovni	P	32923	2	2	2	2	2	2	3	3	4	4	3	1	3	3	1	1	1	2	3	4	1	1	1	1	1	2	5	2	3	4	2	1	2	1	1	2	3	3	3	3	4	3	2	2	3	3	4	3	1	1	2	1	3	4	2	3	3	3	1	2
žvakati	G	4049	5	5	5	4	5	4	5	5	5	5	5	3	4	5	5	4	5	4	5	5	5	5	3	3	5	4	5	5	5	4	5	4	5	5	5	5	5	4	4	1	5	2	5	3	5	4	4	3	5	4	5	2	5	3	3	4	5	4	5	4
mučan	P	7490	3	3	4	3	3	4	4	4	3	2	4	2	2	2	5	4	2	3	3	3	1	4	3	3	4	4	3	3	3	3	2	2	2	3	3	3	2	3	1	1	1	4	1	3	4	3	2	1	2	1	2	1	4	5	2	3	2	4	1	4
zadivljujući	P	3635	3	2	3	3	2	2	2	4	2	3	3	1	3	3	5	1	1	2	2	4	1	1	1	1	2	3	4	3	3	3	1	1	2	3	1	4	2	3	2	4	1	2	1	1	2	3	3	2	2	2	2	2	4	5	2	3	2	4	1	2
vizionar	I	3695	2	2	3	2	3	1	1	2	4	1	2	1	4	2	3	1	3	2	2	3	2	1	2	1	3	2	1	1	2	2	2	1	4	2	2	4	3	2	1	1	1	3	2	3	2	1	2	2	1	1	2	1	3	3	4	4	2	3	1	2
konzulat	I	4736	1	1	2	2	4	1	5	2	5	1	5	1	4	1	4	1	4	1	4	3	4	2	3	1	3	1	4	2	5	5	4	1	5	1	5	4	3	2	3	1	5	4	2	1	5	1	2	2	3	1	3	1	3	1	5	4	5	3	5	2
živjeti	G	550611	4	5	2	4	5	4	4	5	4	5	5	4	4	5	3	5	3	4	2	5	1	5	3	5	4	4	5	4	5	5	1	4	1	4	2	5	0	0	5	5	5	3	3	4	1	5	3	4	1	4	2	5	3	5	1	5	1	5	1	5
genetski	P	20183	3	3	2	3	3	2	3	3	5	4	2	2	3	3	4	4	4	3	2	4	3	2	2	1	4	3	5	4	5	4	1	3	2	1	4	2	2	3	2	3	1	4	2	3	4	2	4	3	1	4	1	1	2	4	2	2	4	3	2	3
pobuda	I	4275	1	1	1	3	4	2	2	3	2	3	1	2	4	3	3	1	1	1	1	3	1	1	1	1	1	1	1	1	2	4	1	1	3	1	1	2	1	3	1	2	1	2	1	3	1	1	1	1	1	1	1	1	2	4	1	3	2	2	1	2
zavidjeti	G	6330	3	3	2	3	4	2	3	4	2	4	1	1	3	3	3	1	2	3	1	4	1	2	1	3	2	3	3	2	4	3	1	2	3	1	1	2	2	4	1	3	1	3	2	2	1	2	4	3	2	3	2	2	2	4	2	4	2	3	1	2
nacrtati	G	11339	5	5	5	4	4	5	5	5	5	4	5	4	5	5	5	5	4	3	5	5	5	3	4	2	5	4	5	4	5	3	4	5	5	4	5	5	4	4	5	4	5	5	4	4	5	3	3	3	5	4	5	3	4	4	3	3	4	4	3	4
domena	I	30553	1	2	2	2	4	2	3	3	3	1	2	1	5	3	2	2	3	3	4	2	1	2	1	1	2	3	4	2	2	2	1	2	3	1	1	2	1	2	1	4	3	2	1	3	2	2	1	2	1	3	1	2	2	5	1	4	4	2	1	4
pričvrstiti	G	3485	3	2	5	4	4	3	5	4	4	4	5	2	4	3	4	3	4	4	5	3	4	1	3	3	5	3	5	4	5	3	3	4	4	3	5	3	4	4	3	3	5	4	4	2	4	3	3	3	4	1	4	3	4	4	2	2	3	3	3	3
zanimacija	I	3556	3	2	3	4	2	4	3	4	4	4	2	3	4	3	2	3	2	3	2	5	1	2	3	3	2	3	5	3	3	5	1	1	4	4	2	3	2	5	2	2	2	3	2	2	1	3	3	3	1	1	3	3	2	5	3	3	2	4	1	4
zasnivati	G	11810	2	2	2	3	3	3	2	4	4	4	3	2	3	3	2	2	2	2	3	3	1	1	2	2	2	2	4	3	3	4	1	2	3	2	1	2	2	4	1	2	1	4	1	1	1	1	3	3	2	1	2	1	1	4	2	2	2	3	2	2
krvav	P	28282	5	4	5	3	5	3	5	4	5	4	5	2	5	4	5	1	5	4	5	4	5	2	4	3	5	3	5	4	5	2	5	4	5	2	5	2	5	3	5	2	5	4	5	3	5	3	5	2	5	1	5	2	5	3	2	3	4	4	5	4
ravnomjeran	P	4358	3	3	4	3	4	4	5	4	4	3	5	2	4	4	1	2	3	3	2	4	2	2	1	3	3	3	5	4	4	4	2	2	3	3	2	2	2	4	2	3	1	3	3	3	2	3	4	3	2	4	2	2	3	4	2	3	2	3	1	4
kasta	I	3894	2	1	2	1	5	1	3	2	5	1	5	1	2	2	1	1	2	1	2	2	5	1	1	1	2	1	3	1	2	4	1	1	3	1	1	3	2	2	3	1	2	1	1	2	3	1	3	3	1	1	1	1	2	2	1	1	4	2	1	1
zapucati	G	3968	5	4	4	3	5	2	5	3	5	3	5	1	2	1	4	1	4	3	3	2	5	2	2	1	5	3	5	2	5	2	4	2	5	2	5	3	5	3	5	2	5	5	4	2	4	1	4	4	5	1	5	1	5	3	2	3	3	4	2	1
škrinja	I	3751	5	4	5	3	5	3	5	3	5	1	5	2	5	5	5	2	5	4	5	4	5	2	5	1	5	4	5	3	5	4	5	4	5	4	5	4	5	3	5	2	5	4	4	2	5	2	5	5	5	1	5	1	5	2	5	2	5	4	5	2
prerezati	G	4083	4	4	5	5	5	4	5	4	5	3	5	2	4	4	5	5	4	4	5	5	4	3	4	4	5	4	5	4	5	2	5	4	5	4	5	4	5	4	5	4	5	3	5	3	5	3	5	2	5	3	3	4	5	3	3	2	4	4	4	4
zamisao	I	19000	3	4	2	4	3	2	1	4	1	5	2	3	4	3	2	4	1	3	1	5	1	3	1	4	1	4	1	1	3	4	1	3	2	1	1	4	1	4	1	3	1	4	1	2	1	3	2	3	1	4	1	3	1	4	1	2	1	5	1	4
rikati	G	3972	5	2	4	3	5	1	5	3	4	1	5	1	4	2	5	1	4	2	5	1	4	1	3	1	5	2	5	1	4	4	5	2	4	1	5	2	4	2	4	1	5	1	4	1	5	1	3	2	3	4	5	1	5	2	2	1	4	2	3	2
preklapati	G	3292	3	3	5	4	4	2	5	5	2	2	5	2	3	3	4	2	4	3	5	3	5	3	3	2	5	4	5	2	4	4	4	3	4	3	5	4	4	3	3	2	5	4	3	3	4	2	5	5	5	1	3	3	4	5	2	3	3	3	2	4
slovo	I	67604	5	5	4	5	5	5	5	5	5	5	5	3	5	5	5	5	3	5	5	5	5	3	5	4	4	5	5	5	5	1	4	5	5	5	5	5	5	5	5	3	5	5	4	4	5	2	5	5	1	2	5	5	5	5	4	5	5	5	5	5
duhovnost	I	19337	3	5	1	2	1	1	1	3	1	5	3	1	3	3	1	1	1	2	1	4	1	1	1	3	1	2	1	1	3	3	1	2	1	2	1	3	1	4	1	2	1	3	1	3	1	1	2	3	1	1	1	1	1	4	1	2	1	3	1	2
nesposoban	P	24809	2	5	2	4	2	4	2	3	2	4	3	2	2	4	1	1	2	4	2	4	1	2	1	3	2	2	3	4	3	3	1	4	2	3	2	4	1	4	1	3	1	4	1	2	2	3	5	5	2	3	1	2	2	5	2	4	2	4	1	4
zahtijevati	G	75349	1	4	2	4	2	3	2	4	3	4	3	2	3	3	1	1	3	4	2	5	2	1	2	3	2	3	3	3	3	4	2	3	2	2	2	4	2	4	1	3	1	5	1	2	1	3	5	4	3	1	1	2	2	5	3	3	3	5	1	4
željezničar	I	3680	5	3	4	3	5	2	5	3	5	1	5	1	5	4	5	1	5	4	4	3	5	1	5	3	4	1	5	1	5	4	5	4	5	1	5	3	5	3	5	2	5	1	4	4	5	3	5	2	5	1	4	1	4	2	4	2	5	3	5	1
obrazložiti	G	12464	2	4	2	4	2	4	1	4	2	4	4	3	3	3	3	2	3	3	2	4	2	4	1	4	2	4	4	4	4	2	1	3	3	2	2	4	2	5	1	4	1	5	1	3	3	4	4	4	2	1	1	1	3	5	3	2	2	4	1	4
bezbolan	P	5385	5	5	3	3	1	3	3	3	1	4	5	2	2	3	4	2	3	3	3	4	2	3	3	3	3	3	5	4	4	3	1	3	3	3	3	3	3	4	2	3	1	5	4	3	2	3	3	3	3	2	3	1	4	5	2	2	2	4	3	4
lopatica	I	3843	5	4	5	3	5	2	5	4	5	1	5	2	5	4	5	1	5	3	5	4	5	2	5	2	5	3	5	2	5	5	5	5	5	1	5	4	5	3	5	3	5	4	5	3	5	2	5	5	5	1	5	1	5	2	5	3	5	4	5	3
neželjen	P	15778	4	4	2	3	1	1	1	2	1	3	3	2	4	3	2	1	2	4	2	4	2	3	1	2	2	2	1	3	3	3	2	2	3	2	2	4	1	3	1	3	4	4	2	1	3	2	3	3	3	2	2	1	1	5	2	3	2	3	2	1
napiti	G	10169	5	3	4	4	4	4	5	4	3	3	4	3	5	4	4	1	4	4	3	5	3	2	3	3	4	4	4	4	5	4	4	4	5	3	5	5	4	4	4	3	3	5	4	4	5	4	3	3	5	3	4	2	4	4	4	5	3	4	3	4
loptati	G	3725	5	3	4	4	5	3	5	4	4	2	5	2	4	4	5	2	4	3	5	3	5	4	3	3	5	1	5	3	5	4	4	2	5	3	5	4	4	2	4	2	5	4	4	1	5	1	5	4	5	1	5	3	5	3	3	4	3	4	3	1
oformiti	G	5623	2	2	2	3	4	1	3	3	4	1	5	2	3	3	1	1	3	2	4	3	2	2	2	2	2	2	5	1	3	3	2	3	2	2	3	2	3	3	1	2	1	1	2	3	1	2	5	3	3	1	2	2	2	4	1	2	2	3	1	2
alibi	I	6005	1	2	2	2	4	1	2	3	3	1	3	1	3	3	2	1	3	3	2	2	2	3	2	1	2	3	2	2	3	4	1	2	1	1	3	3	4	3	1	1	1	4	1	3	4	3	4	2	2	2	2	2	1	1	2	2	5	3	1	2
usporavati	G	10416	3	3	4	3	5	3	5	4	3	4	5	3	3	3	4	2	3	4	3	4	1	3	2	2	4	3	5	4	3	4	4	3	3	1	4	4	4	5	3	4	4	5	4	4	3	4	4	4	4	5	4	3	4	4	2	3	3	3	2	5
čovječanstvo	I	31171	4	5	2	3	5	2	5	4	5	5	4	3	2	4	3	1	4	4	4	5	4	5	1	2	3	3	3	2	4	3	1	4	4	1	3	4	2	4	4	3	1	4	4	3	5	4	5	5	5	2	3	1	3	5	3	4	2	5	3	2
pretući	G	5879	3	2	4	2	4	2	4	3	3	3	5	2	4	3	4	1	4	3	3	3	4	2	3	2	5	3	5	3	4	4	3	3	5	1	5	4	5	4	4	3	5	5	4	3	5	3	5	3	5	3	2	1	5	4	3	4	4	4	4	4
pristupačan	P	14848	2	4	2	4	1	4	2	4	2	3	3	4	3	3	2	3	3	3	2	4	2	4	1	3	2	3	1	4	3	4	1	2	1	3	2	3	3	4	2	4	1	5	1	3	2	4	4	3	3	3	1	2	2	4	2	2	2	3	1	3
kriv	P	192545	4	5	2	4	1	4	2	3	3	3	3	3	3	4	2	2	3	3	3	5	2	3	1	2	2	4	2	4	3	3	2	4	1	1	2	4	2	4	1	4	1	5	2	4	4	4	2	4	2	4	1	4	1	5	2	3	1	4	1	5
kriminalan	P	21031	2	4	2	4	1	2	3	3	5	2	3	2	3	4	3	1	2	3	2	4	3	3	1	2	3	3	2	1	3	4	1	2	1	2	3	3	3	3	2	2	1	5	2	1	2	4	2	4	3	1	2	3	3	4	2	5	2	3	3	4
zaigrati	G	28701	5	5	3	4	4	2	5	4	4	3	5	3	2	3	3	2	3	2	4	3	3	3	3	2	4	3	5	3	4	4	2	2	3	1	4	5	3	4	3	3	4	5	3	2	2	2	3	3	4	1	2	2	4	4	3	4	3	5	2	4
vrijeme	I	1726551	5	5	3	5	3	5	1	5	3	5	1	5	1	5	5	5	1	4	1	5	3	4	1	3	2	5	1	5	3	5	1	5	1	5	4	5	2	5	1	5	5	4	1	5	1	5	1	5	1	5	3	5	2	5	3	5	1	5	1	5
uzdrmati	G	5644	3	3	4	3	3	1	1	3	2	2	2	2	3	3	1	2	3	2	2	3	2	2	2	2	3	2	4	3	4	4	4	3	3	1	2	2	2	4	3	3	1	4	4	2	4	3	2	4	3	1	2	1	4	3	2	1	3	3	1	1
ubaciti	G	50970	5	5	4	4	4	3	5	4	5	2	5	4	5	4	2	3	4	4	4	5	4	3	2	3	4	3	5	3	4	4	4	4	4	2	5	4	4	5	4	3	5	5	4	3	5	4	3	3	5	5	3	3	4	5	2	2	3	3	2	4
dovoziti	G	3016	3	3	3	3	4	3	5	4	4	4	3	4	4	3	3	3	4	2	4	4	4	3	3	1	4	2	5	1	4	5	4	3	4	4	5	4	3	5	3	2	5	2	3	2	2	1	3	3	5	5	4	2	3	4	2	2	3	4	2	3
naginjati	G	5747	2	2	3	3	5	3	5	4	2	4	5	3	3	3	4	2	4	4	5	5	4	3	3	3	3	3	5	3	4	4	5	4	2	1	4	4	3	4	2	2	5	4	1	2	3	3	3	3	5	3	4	2	3	4	2	2	3	3	2	4
dospijevati	G	3086	3	3	2	3	2	2	2	4	1	1	3	3	3	3	1	1	3	3	4	4	1	2	2	2	2	2	2	1	3	3	1	2	1	1	3	4	2	5	1	2	1	2	2	2	2	3	4	4	2	1	2	2	3	5	1	1	3	4	1	3
isticati	G	179461	2	5	3	4	2	3	5	4	4	3	4	4	3	4	1	2	3	3	4	4	3	3	2	2	2	3	4	4	3	3	2	4	1	1	4	4	2	5	2	4	1	4	1	3	3	4	5	2	3	1	1	3	3	5	1	1	3	4	1	4
pristanište	I	4927	3	1	2	3	5	2	5	4	5	1	5	2	4	3	5	1	5	2	5	1	5	1	5	2	2	2	5	1	5	4	5	1	5	1	5	2	5	2	5	2	5	3	4	1	5	2	4	2	5	1	3	1	3	3	4	1	5	2	4	1
trenutan	P	54827	2	5	2	4	1	4	2	5	5	4	1	2	2	3	1	1	2	4	3	5	1	4	1	2	3	3	3	5	3	4	2	3	1	2	1	3	1	5	2	4	1	4	3	1	4	4	5	5	3	4	2	2	2	5	2	3	2	3	1	5
kancelarija	I	7064	5	5	3	4	5	2	5	4	5	1	5	3	5	4	5	1	5	4	5	2	5	3	5	2	4	3	5	1	4	3	5	1	5	1	5	3	5	3	5	3	5	3	4	1	5	3	5	5	4	1	5	1	5	3	5	3	5	3	5	1
reći	G	1859022	5	5	4	5	1	5	5	5	5	5	2	5	5	5	5	5	4	5	4	5	3	5	5	5	4	5	5	5	5	5	1	5	1	5	4	5	5	5	5	5	5	5	4	5	5	5	5	5	3	5	4	5	5	5	2	5	3	5	2	5
slab	P	128720	4	5	4	4	2	4	5	4	2	4	4	4	4	3	5	3	3	3	3	5	4	4	3	3	4	4	5	4	3	5	4	4	3	4	5	5	4	5	4	4	1	5	2	4	4	5	4	4	5	3	2	5	4	5	3	4	1	4	3	5
telefon	I	121571	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	4	5	5
uređivati	G	26219	4	5	3	4	4	3	2	5	3	4	3	3	3	3	3	3	4	4	3	5	3	4	2	4	3	3	5	5	3	4	1	3	1	4	5	4	2	5	3	4	4	5	2	4	2	5	4	4	3	4	2	3	3	5	3	2	3	4	2	5
valjan	P	12307	2	4	2	3	3	2	3	4	1	2	3	3	2	3	2	1	2	3	2	4	1	1	1	3	2	2	2	3	2	3	1	3	1	1	4	3	2	3	1	2	5	5	2	3	1	3	1	1	4	1	1	2	2	3	2	2	2	3	2	2
fantastičan	P	33827	3	3	2	4	1	2	2	5	2	5	1	2	3	4	4	1	2	4	1	5	2	4	1	4	2	3	1	4	2	5	1	3	1	4	2	4	3	4	1	3	1	5	2	4	1	5	4	5	1	4	1	3	1	5	2	4	2	4	1	3
fatalan	P	7190	4	3	2	3	1	1	1	3	5	1	1	2	3	3	1	1	2	2	3	3	4	3	1	3	3	3	2	1	2	4	1	1	1	1	3	3	2	3	2	4	1	4	1	3	1	3	3	2	3	1	2	1	3	4	2	3	3	4	1	1
harati	G	6601	3	5	2	3	3	1	2	3	2	1	2	1	2	2	1	1	3	1	2	2	3	3	3	2	3	1	3	1	3	3	3	2	1	1	3	4	2	2	2	2	1	3	2	3	2	3	3	3	2	1	1	1	3	2	2	1	3	4	1	1
instrumentalan	P	5449	2	1	3	2	3	3	3	3	1	1	2	1	2	2	1	1	2	2	4	3	5	4	4	2	2	1	5	1	2	2	1	1	2	2	5	4	1	2	1	1	4	2	1	1	5	5	4	5	4	1	1	4	3	3	1	1	3	2	1	1
zavođenje	I	3834	3	2	3	3	4	1	3	4	3	3	3	2	3	3	4	1	3	3	1	4	2	2	1	2	3	2	2	2	3	3	1	4	1	3	5	2	4	4	3	3	4	5	1	2	2	3	4	2	1	1	1	2	2	3	2	3	2	4	2	4
varanje	I	5021	4	4	3	3	4	2	2	4	2	4	2	4	3	4	1	2	3	4	3	5	1	4	1	2	3	3	4	4	3	3	2	3	1	3	5	2	3	4	2	3	4	5	2	5	2	4	3	3	1	5	1	2	3	4	2	3	2	4	1	4
sprovoditi	G	4079	2	2	2	4	3	1	1	3	2	1	1	1	3	3	1	1	2	1	2	1	1	2	3	1	3	1	2	1	2	1	1	1	2	1	3	2	1	3	1	1	1	2	1	2	1	1	2	5	1	1	2	1	3	2	1	2	3	3	1	1
dobar	P	1944503	5	5	3	5	3	5	2	5	3	5	2	5	3	5	2	5	3	5	2	5	1	5	1	5	2	4	1	5	5	5	1	5	1	4	2	5	2	5	2	5	1	5	2	5	1	5	2	0	1	5	1	5	1	5	2	4	1	5	1	5
lopovski	P	5163	4	3	2	3	4	1	2	3	3	2	3	2	3	3	2	1	3	3	2	4	4	3	3	3	3	2	2	1	4	3	2	3	3	1	3	2	3	2	4	3	3	4	3	1	3	3	3	2	4	1	2	1	2	3	3	2	2	3	2	2
kupoprodaja	I	4605	3	1	2	2	4	1	3	3	5	2	3	1	4	3	1	1	3	2	3	1	3	3	5	2	4	2	5	1	5	4	3	1	3	1	3	3	2	1	3	1	1	2	1	1	1	1	4	4	1	1	2	1	2	2	3	3	3	1	4	2
prednjačiti	G	9308	2	1	2	2	2	1	2	2	2	1	2	2	3	2	1	1	2	1	2	2	2	3	1	1	3	1	2	1	3	3	1	1	1	2	2	1	3	4	3	2	1	4	2	1	2	4	4	2	3	1	2	1	3	4	2	2	3	3	1	1
navući	G	14363	4	3	4	3	5	4	5	4	2	2	4	3	2	3	3	1	3	4	4	5	4	4	3	3	3	3	2	1	3	2	5	3	2	2	4	4	3	5	4	3	5	5	4	3	2	4	4	4	5	4	4	2	2	5	1	2	4	5	1	4
znamenka	I	3383	5	5	4	5	5	4	5	3	5	1	5	3	4	2	5	1	5	4	4	4	5	3	5	4	4	3	5	2	5	3	4	5	4	3	4	3	5	4	5	3	5	5	2	2	4	2	5	5	1	1	3	4	4	4	4	3	5	4	4	2
odzvanjati	G	5038	3	2	3	4	4	3	5	3	5	1	5	5	4	3	4	1	3	3	4	3	3	3	1	2	4	2	5	4	4	3	4	2	4	3	3	4	0	0	4	2	3	4	5	2	3	4	4	4	4	1	4	2	5	2	2	1	3	3	2	1
mirisan	P	10291	4	4	3	4	2	2	2	5	4	5	3	3	3	3	4	3	4	4	3	5	4	3	2	3	4	3	5	5	4	4	4	4	4	4	3	4	5	5	5	4	1	5	4	2	4	4	3	3	3	1	4	2	5	4	2	2	3	5	3	5
stići	G	243723	4	5	3	5	3	4	2	5	2	5	2	3	3	3	1	3	3	4	2	5	5	4	3	3	3	4	4	5	3	4	3	5	3	5	3	4	4	5	4	5	1	5	3	4	2	5	2	2	3	5	5	3	3	5	2	2	3	5	4	5
smijeh	I	43554	5	5	4	5	3	4	5	5	5	5	5	5	3	5	5	5	4	4	5	5	5	5	3	3	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	4	4	5	3	5	4	5	5	5	5	4	3	1	4	5	5
kandidatkinja	I	10654	3	2	3	4	5	2	3	3	5	3	5	3	5	4	5	1	4	3	4	4	5	3	5	4	4	2	5	2	5	4	2	3	5	2	2	2	3	3	3	3	5	4	4	3	3	5	5	1	4	1	4	1	4	4	4	4	4	4	4	3
podmirenje	I	3729	1	4	2	2	3	1	1	3	1	3	3	3	3	1	3	1	3	4	2	2	3	2	4	2	3	2	2	1	3	3	1	2	1	2	1	1	1	4	1	2	3	4	1	1	1	1	3	3	1	1	3	1	1	1	2	2	1	4	1	1
novinski	P	26907	3	3	3	4	4	2	5	5	4	5	4	3	3	2	5	1	4	4	4	4	5	4	4	3	4	3	5	2	4	5	2	5	5	4	4	4	4	5	4	4	5	3	3	2	5	4	4	1	3	3	5	2	4	4	3	3	4	3	4	2
zamijeniti	G	73697	4	4	4	5	5	5	2	5	5	3	4	4	3	5	3	2	3	4	3	5	5	4	3	3	3	3	5	5	3	5	3	5	4	3	3	3	2	4	2	4	1	5	4	4	3	5	5	2	2	4	4	5	3	5	5	2	4	4	1	5
teren	I	175772	5	4	4	4	5	3	5	4	5	3	5	3	5	4	5	2	4	5	4	2	3	4	5	3	4	2	5	1	4	3	5	3	5	2	5	4	2	4	4	2	5	0	4	4	4	3	5	2	5	2	4	3	4	4	1	4	4	4	3	3
iseliti	G	6696	4	4	3	3	4	3	2	5	4	3	4	3	4	4	4	1	3	2	3	4	4	3	5	4	4	3	5	2	3	3	4	4	5	3	2	4	2	3	4	4	1	4	4	3	4	3	5	1	4	3	4	1	3	2	3	3	3	3	5	4
ocrtavati	G	4139	3	2	4	3	4	2	5	3	4	1	3	2	4	3	4	2	4	1	4	1	4	3	3	2	4	2	5	1	3	3	4	3	4	3	2	3	1	2	2	3	5	1	4	2	3	2	5	1	4	1	4	2	3	3	3	3	3	2	4	2
rekreacija	I	12063	5	4	3	5	4	3	2	5	5	3	2	2	3	4	4	3	3	3	2	4	3	4	5	3	3	2	5	2	4	4	3	2	3	3	3	4	2	4	4	4	5	3	4	3	2	3	3	4	3	1	3	2	2	3	2	4	2	2	3	3
optužni	P	4576	2	2	2	3	3	1	3	3	3	1	2	1	3	3	1	1	3	2	3	2	3	2	1	1	2	1	4	1	3	3	2	2	1	1	2	1	1	2	2	3	3	5	1	1	2	1	3	3	1	1	2	1	1	1	2	4	1	2	1	1
ljubomoran	P	16675	3	5	3	4	1	2	1	4	3	4	2	2	3	3	3	1	3	4	2	4	3	4	1	3	2	3	1	3	3	3	1	4	4	3	1	2	2	4	3	4	3	3	3	3	1	4	2	2	1	4	2	3	2	4	2	4	1	3	1	4
dizajnerica	I	10720	5	5	4	3	5	2	4	4	5	2	5	2	4	4	5	1	5	3	4	3	5	3	5	3	4	2	5	1	5	4	4	3	4	2	3	3	3	3	5	4	5	2	4	2	4	4	4	2	2	2	4	2	4	3	4	3	4	2	5	1
vesta	I	3618	5	5	5	5	5	4	5	4	5	5	5	3	5	5	5	3	5	4	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	3	5	5	4	3	5	3	5	4	5	4	5	3	5	3	5	4	5	3	5	3	5	2	5	5	5	4
