leksem	vr	frek	09a.01.k	09a.01.č	09a.02.k	09a.02.č	09a.03.k	09a.03.č	09a.04.k	09a.04.č	09a.05.k	09a.05.č	09a.06.k	09a.06.č	09a.07.k	09a.07.č	09a.08.k	09a.08.č	09a.09.k	09a.09.č	09a.10.k	09a.10.č	09a.11.k	09a.11.č	09a.12.k	09a.12.č	09a.13.k	09a.13.č	09a.14.k	09a.14.č	09a.15.k	09a.15.č	09b.01.k	09b.01.č	09b.02.k	09b.02.č	09b.03.k	09b.03.č	09b.04.k	09b.04.č	09b.05.k	09b.05.č	09b.06.k	09b.06.č	09b.07.k	09b.07.č	09b.08.k	09b.08.č	09b.09.k	09b.09.č	09b.10.k	09b.10.č	09b.11.k	09b.11.č	09b.12.k	09b.12.č	09b.13.k	09b.13.č	09b.14.k	09b.14.č	09b.15.k	09b.15.č
operacija	I	109288	5	5	4	3	4	5	5	3	5	4	5	2	5	3	5	3	3	2	5	2	5	3	5	4	3	5	4	2	5	3	4	2	5	3	5	4	4	4	4	3	5	4	5	3	5	4	5	3	4	3	5	3	4	4	5	3	5	3	1	2
zastupanje	I	6374	3	3	2	2	3	4	3	3	5	4	3	1	1	3	3	3	1	2	2	3	3	2	4	4	5	3	2	2	2	3	3	2	1	2	2	1	3	4	3	2	4	3	3	4	2	3	1	2	3	3	3	1	3	3	4	2	2	2	3	5
pomorac	I	16956	5	2	5	3	5	5	4	3	5	3	5	1	5	3	5	4	5	3	5	1	5	2	5	3	3	5	3	2	5	3	5	1	5	3	5	1	5	4	5	2	5	2	5	3	5	5	4	4	5	4	4	3	4	2	5	2	5	2	5	4
stereotip	I	10376	5	4	1	3	4	5	2	3	3	4	3	2	2	4	2	5	1	3	1	1	2	3	5	3	2	4	2	3	4	4	3	2	1	3	2	3	5	5	3	3	4	4	2	4	3	3	1	3	4	4	3	3	4	3	4	3	3	3	2	3
apsurdan	P	9387	5	5	1	2	3	5	1	2	4	4	1	1	2	5	1	4	1	3	2	1	2	3	4	3	3	3	2	2	1	2	2	4	1	3	1	2	4	4	2	3	3	4	2	2	2	2	1	3	3	3	2	2	2	3	4	3	1	2	4	2
pridobiti	G	8235	3	4	1	2	3	3	2	3	5	3	4	2	3	4	2	2	1	3	2	2	2	2	4	4	3	3	2	3	2	3	3	3	1	1	1	1	3	4	3	2	4	3	3	3	2	3	1	2	3	3	2	4	4	4	4	2	2	3	3	5
dugovječan	P	4223	5	4	2	2	3	4	3	4	5	3	1	1	4	3	4	4	1	3	3	1	2	1	5	3	3	3	2	2	3	2	4	3	2	1	1	2	4	3	3	2	4	4	2	3	3	3	1	2	3	3	2	2	3	4	5	2	3	2	2	4
počivati	G	18272	3	3	1	2	2	5	2	3	5	3	1	1	4	1	2	2	1	3	5	5	3	2	4	3	3	3	3	2	1	2	3	4	4	2	1	2	4	3	2	1	4	2	2	2	5	3	1	2	4	4	3	3	2	4	5	2	4	3	1	0
pobožnost	I	10650	5	3	3	2	1	2	2	2	3	3	3	2	4	2	3	4	1	2	4	2	1	2	4	3	3	4	3	2	1	2	2	3	1	3	1	4	5	3	3	3	4	3	4	2	4	3	1	3	4	3	2	3	4	2	5	3	4	3	1	2
korumpiran	P	10251	5	5	2	3	3	5	4	3	4	5	5	4	4	4	2	5	1	3	5	1	3	2	5	4	3	4	3	2	1	1	2	2	3	2	2	3	5	4	2	3	4	4	4	4	5	3	1	2	4	3	2	1	3	1	5	5	3	2	1	1
nadimak	I	16979	5	5	1	4	4	3	3	4	4	4	5	4	5	3	5	4	1	3	5	5	4	3	5	4	3	4	4	3	1	3	5	4	4	4	4	3	4	5	4	4	5	3	5	4	5	4	2	5	5	4	5	5	3	2	5	5	5	3	1	5
ljutit	P	3628	5	5	2	4	4	4	3	2	5	5	5	5	5	4	5	4	3	3	5	3	4	3	5	4	2	5	2	3	1	5	4	4	5	5	4	5	5	5	4	5	5	4	5	4	5	5	2	3	5	4	5	5	4	5	5	3	5	3	5	5
rezimirati	G	3298	5	4	1	2	3	4	1	1	4	3	3	1	5	3	2	4	1	2	3	1	2	2	5	3	3	2	2	2	1	2	3	1	1	3	2	1	3	5	1	2	3	3	3	3	1	1	1	1	3	3	3	2	3	1	3	1	2	2	3	4
proizvoljan	P	4963	5	4	1	3	3	5	1	1	3	3	1	1	2	1	3	3	1	2	4	2	2	2	5	3	3	4	2	2	1	1	3	1	1	1	1	1	2	4	0	0	3	3	3	3	2	2	1	1	3	3	2	1	3	2	4	2	3	2	1	2
zbrinuti	G	5125	5	4	2	3	3	4	4	2	5	4	1	1	2	2	4	4	1	3	3	4	3	3	5	3	3	3	2	2	1	3	3	2	2	2	1	1	2	4	3	2	4	4	3	3	2	3	1	2	3	3	2	1	3	5	5	4	4	4	4	0
popravni	P	4357	5	5	2	2	2	3	3	2	5	4	3	2	2	2	2	2	4	3	5	5	4	2	5	3	2	4	3	3	3	2	4	2	4	4	3	1	3	4	3	2	3	3	4	3	3	3	1	3	4	3	4	4	3	4	3	3	5	2	2	0
poistovjetiti	G	4353	5	5	1	2	2	3	4	3	4	3	1	1	3	3	4	3	1	3	3	1	3	3	5	4	2	4	2	2	1	3	2	2	1	3	1	4	3	3	2	2	3	4	2	3	1	3	1	3	3	3	3	3	2	5	5	3	1	2	4	1
usuditi	G	30573	5	5	1	4	2	3	5	4	4	4	5	4	4	5	1	4	1	3	1	3	2	4	5	3	3	5	3	2	1	4	2	2	1	4	1	3	2	4	3	3	3	5	3	3	1	2	1	4	2	3	2	3	3	2	5	3	1	3	2	3
kombiniran	P	9714	5	5	1	3	3	4	2	2	3	2	5	1	2	4	5	3	2	3	1	2	3	2	4	3	4	4	2	2	1	4	3	2	2	2	3	2	3	4	3	2	4	4	2	3	3	3	1	4	2	2	3	2	3	4	4	4	1	4	3	4
vlažan	P	16935	5	5	4	4	3	3	2	4	5	5	5	5	5	4	5	3	5	3	5	5	5	3	5	4	3	5	3	3	2	3	4	3	5	4	4	4	3	4	3	2	5	3	5	3	5	4	2	4	5	4	5	3	4	3	5	3	4	2	3	1
neodrživ	P	4798	5	5	1	1	2	2	4	3	3	3	3	1	1	3	2	2	1	3	3	1	3	2	5	4	3	3	3	4	1	3	3	2	1	1	2	3	3	4	2	2	3	2	3	4	1	3	1	4	3	3	3	3	3	5	4	3	2	3	5	3
podučavati	G	8707	5	5	2	4	3	5	3	2	5	5	4	3	5	3	4	2	2	3	5	1	5	3	5	4	4	3	4	3	2	4	4	3	5	4	3	4	3	0	3	5	4	4	4	4	4	4	2	5	5	4	4	4	3	5	5	4	4	4	1	5
pretrčati	G	3197	5	5	3	4	2	4	4	2	5	5	5	4	5	4	5	2	3	3	5	5	5	4	5	4	4	4	4	4	3	5	4	3	4	5	3	4	3	4	4	3	5	5	5	4	5	4	2	5	5	4	5	4	2	4	5	5	4	3	2	5
uključiti	G	87026	5	5	4	5	2	4	2	3	4	5	5	5	5	5	5	5	3	3	5	5	5	4	5	4	3	5	4	3	2	4	4	2	4	5	3	5	3	4	4	3	5	5	3	4	5	4	3	5	4	3	5	5	2	4	5	5	3	4	3	4
poštedjeti	G	5241	5	5	2	3	2	3	3	2	4	4	3	2	2	4	2	1	3	3	3	2	4	3	5	4	3	4	2	1	2	3	4	2	1	1	1	1	4	4	3	3	4	4	3	3	3	3	1	3	3	3	4	2	3	3	5	3	2	3	2	3
neistomišljenik	I	4372	5	5	1	1	2	4	4	2	3	4	1	1	3	3	3	3	4	3	1	1	3	2	4	4	3	4	1	3	2	2	4	3	1	1	4	4	5	4	2	2	5	4	4	4	2	2	1	4	5	3	4	1	3	3	5	3	1	1	3	1
tipičan	P	40221	5	5	1	4	3	5	5	3	3	4	4	3	3	5	4	4	1	3	5	5	4	4	5	4	5	5	2	3	1	5	3	3	1	3	2	4	4	4	2	5	4	5	2	4	2	4	1	5	3	3	2	5	3	5	5	4	2	4	5	3
dekolte	I	6435	5	5	4	3	5	4	2	2	5	2	5	2	5	3	5	4	5	3	5	5	5	4	5	4	3	5	3	2	4	2	4	3	5	4	5	5	5	3	4	3	5	3	4	3	5	4	3	2	5	4	5	2	5	2	5	4	5	3	1	1
nadvladati	G	5054	3	5	1	2	2	5	3	3	3	2	2	5	3	3	2	3	1	3	4	1	3	3	4	3	3	3	3	2	1	2	3	1	1	1	2	1	4	4	3	2	4	3	2	3	4	3	1	2	4	3	3	2	2	4	5	2	2	2	5	1
milostiv	P	3686	3	4	1	3	1	4	4	4	3	4	3	1	2	3	2	3	1	3	3	1	3	3	4	4	4	4	2	2	2	1	2	2	1	3	2	1	5	4	3	2	3	3	3	3	2	3	1	3	3	3	3	3	3	5	4	2	4	2	1	1
agresija	I	29684	3	4	2	4	5	5	5	5	2	4	5	5	3	3	5	4	3	3	5	5	5	3	4	3	3	4	1	2	1	2	1	1	4	2	3	4	5	3	4	3	4	4	4	3	5	3	1	2	3	3	4	4	3	5	5	3	5	2	5	1
ključan	P	114122	3	5	1	2	5	5	3	4	3	4	2	1	1	4	4	5	1	3	5	4	2	2	5	3	4	4	2	3	1	3	2	3	1	2	1	2	4	5	3	4	5	5	2	5	2	3	2	5	3	3	4	5	2	5	3	4	3	3	2	2
plakati	G	57548	5	5	5	3	3	5	2	4	5	5	5	2	5	4	5	5	5	3	5	1	5	4	5	4	5	4	4	2	4	5	3	4	5	4	3	4	5	4	5	4	5	4	4	4	5	4	5	5	5	5	5	5	2	5	5	3	5	4	1	1
prostitutka	I	10116	5	3	5	3	4	4	4	3	5	4	5	5	5	3	5	2	0	2	5	3	5	3	5	4	1	4	4	1	3	1	4	2	4	2	5	3	5	1	4	3	5	1	4	2	5	3	2	1	5	3	5	1	5	3	0	1	5	2	3	4
gat	I	3847	1	1	4	2	3	1	1	1	0	0	1	1	1	1	5	1	0	1	1	1	3	3	5	3	3	2	1	3	5	1	0	1	5	3	2	1	1	1	1	1	3	1	1	1	0	0	1	1	1	1	3	1	5	4	5	1	2	2	1	4
dvodnevan	P	10936	5	4	2	3	2	5	2	1	3	3	1	1	5	4	5	4	2	4	2	3	4	1	5	3	3	3	2	2	3	2	4	2	1	1	3	2	3	4	3	2	5	3	4	4	5	3	1	2	5	4	4	3	3	4	5	3	2	3	3	1
izbjegnuti	G	11927	5	5	1	3	3	4	3	2	4	3	5	3	4	4	3	2	1	3	3	5	4	2	4	4	4	4	2	2	2	2	3	2	1	1	3	4	2	3	3	3	4	4	3	4	2	3	1	3	4	3	2	4	3	4	5	4	3	4	0	3
potresan	P	4841	3	3	1	2	4	5	4	2	2	3	5	1	2	3	2	4	1	3	3	2	2	2	4	3	2	3	2	2	2	2	1	2	1	1	2	1	3	3	2	2	4	3	2	3	2	3	1	3	4	4	3	3	2	2	5	4	3	3	3	2
tečaj	I	84156	3	5	4	3	3	5	2	4	5	4	5	2	2	4	5	2	4	3	5	3	5	3	5	4	4	5	4	3	5	4	4	3	4	3	3	5	3	4	4	4	5	5	4	3	3	3	2	5	4	3	3	3	3	5	5	4	5	5	4	5
rizičan	P	17133	5	5	1	3	4	5	4	3	1	3	3	1	1	4	2	3	1	3	5	4	4	3	5	4	3	4	2	2	2	2	2	2	1	2	2	2	3	3	3	3	3	4	3	3	2	3	1	2	3	3	3	3	2	5	5	4	2	2	2	2
operirati	G	11622	5	5	4	3	4	5	3	4	5	4	5	1	5	4	5	3	5	3	5	2	5	2	4	4	4	4	4	3	4	3	4	2	4	3	3	4	4	2	4	2	4	4	3	3	4	3	2	5	4	3	4	4	3	5	5	2	5	2	5	4
nizati	G	19610	5	5	3	3	2	5	2	2	5	4	5	1	5	4	4	2	2	3	2	1	4	2	4	3	3	5	2	2	3	2	3	2	2	1	3	1	3	3	2	2	5	3	3	3	5	3	2	5	3	3	3	3	3	3	5	2	4	4	2	0
neumoljiv	P	3377	5	3	1	1	2	5	1	1	2	1	2	1	1	1	1	1	1	3	4	3	2	1	4	3	3	4	2	2	2	2	3	1	1	1	1	1	3	5	1	2	3	2	2	2	1	2	1	1	2	3	2	2	3	2	4	1	2	2	4	2
beton	I	18427	5	5	5	3	3	4	2	5	5	4	5	2	5	4	5	3	5	3	5	3	5	4	5	3	5	5	3	2	5	3	5	2	5	4	5	4	5	5	5	4	5	3	5	3	5	3	5	4	5	4	3	2	5	2	5	4	5	2	3	4
miriti	G	5652	5	5	2	2	3	3	3	3	3	4	4	3	2	3	3	4	2	3	3	2	3	3	4	3	3	5	2	3	3	1	3	3	1	1	3	3	4	5	2	2	5	4	3	3	3	3	2	5	3	3	3	4	4	4	5	2	3	3	1	3
smijati	G	25583	5	5	4	5	3	4	4	4	5	5	5	4	5	5	5	5	5	4	4	5	4	4	4	4	3	5	3	3	3	5	3	4	4	4	4	5	5	5	3	4	5	5	5	4	3	3	4	5	4	5	5	5	5	5	5	5	5	5	5	1
okruženje	I	56875	3	5	2	2	2	4	2	5	2	4	3	2	4	5	5	4	2	3	5	4	2	4	4	4	4	5	3	2	2	3	4	3	2	3	4	4	3	5	4	4	2	5	3	3	4	3	1	4	3	3	3	3	3	3	5	5	3	4	2	1
svojevrstan	P	49931	3	3	1	1	2	5	3	3	1	3	1	1	1	4	2	5	1	3	1	1	1	1	4	4	3	3	2	1	1	1	3	1	1	1	1	1	2	0	2	2	3	3	2	3	1	3	1	3	2	3	2	2	3	4	3	3	2	2	4	3
infuzija	I	3920	5	3	5	2	4	4	2	3	5	2	5	1	5	2	5	2	5	3	5	2	5	3	5	3	5	5	4	2	5	3	4	1	5	2	5	2	4	2	4	2	5	4	3	3	5	2	4	4	5	3	5	2	3	3	5	2	5	2	2	1
dinamički	P	8625	3	3	1	2	4	5	3	3	3	1	1	3	1	3	5	4	1	3	5	1	3	2	4	4	3	4	2	2	2	2	3	1	3	3	3	3	2	5	3	2	4	4	2	3	1	3	1	5	2	2	3	4	2	5	3	2	2	2	3	2
šokirati	G	14897	5	5	4	3	5	5	4	4	4	3	5	4	3	4	4	5	3	3	5	2	3	3	4	3	3	4	3	3	3	2	2	3	4	4	2	4	3	4	3	3	3	4	2	3	2	3	1	5	4	3	4	5	4	5	5	3	5	3	1	4
stalan	P	103743	5	5	1	2	5	5	2	4	3	4	1	3	2	5	2	4	1	3	5	3	2	4	4	4	4	4	2	3	2	2	4	2	1	3	1	2	2	5	2	2	4	5	2	4	1	3	2	5	4	3	3	4	3	4	4	5	2	4	5	3
presvući	G	3258	5	5	4	4	3	5	5	5	5	5	4	5	5	5	5	5	4	3	5	5	5	2	4	3	5	5	3	4	2	4	4	4	2	4	3	4	3	5	4	4	5	5	4	4	5	4	2	5	5	4	5	5	2	2	5	5	5	5	2	1
stvarčica	I	5486	5	5	3	2	2	2	3	3	5	2	5	1	5	5	5	3	5	2	5	3	4	2	4	2	5	5	2	2	5	3	4	3	1	2	5	2	2	5	4	3	4	3	4	3	5	3	2	2	4	3	5	5	3	4	5	2	4	3	3	1
viseći	P	3716	5	5	4	3	2	4	4	3	5	1	3	1	5	4	5	2	2	3	5	2	3	1	4	2	3	3	2	2	3	2	4	2	2	2	3	2	2	4	3	2	5	3	4	3	4	2	1	4	3	3	4	3	3	3	5	2	4	2	2	4
grožđe	I	16030	5	5	5	2	5	5	4	5	5	3	5	2	5	4	5	4	5	4	5	4	5	2	5	3	5	5	4	3	5	4	5	2	5	4	5	3	5	5	5	3	5	3	5	3	5	4	5	5	5	4	5	4	5	3	5	4	5	3	4	5
rastaviti	G	6274	5	5	4	3	5	5	3	4	5	4	4	3	5	5	4	4	3	3	5	3	5	3	5	3	3	4	3	3	2	3	3	2	4	4	3	4	3	4	4	3	5	3	3	3	4	3	1	5	3	3	5	4	4	3	5	3	5	3	5	3
proučavati	G	21397	3	3	1	2	4	5	3	4	5	4	1	5	4	5	3	3	3	3	5	3	4	3	4	4	3	4	4	4	3	4	4	2	2	2	2	4	3	5	4	3	5	5	3	5	2	3	1	5	3	3	5	4	5	5	5	3	4	4	4	1
rasipati	G	3276	3	3	5	3	3	4	2	3	3	1	5	5	5	4	5	2	3	3	5	2	4	3	5	3	3	4	3	3	4	3	3	1	4	3	3	3	3	4	3	2	4	3	5	4	3	3	1	3	3	3	4	2	3	3	5	3	5	4	3	1
travnat	P	3031	5	4	5	3	3	4	2	2	5	3	5	1	5	4	5	1	4	3	5	3	4	1	5	2	5	5	2	2	5	2	5	2	3	2	5	3	4	3	4	2	5	3	5	3	5	4	1	3	5	4	5	3	3	2	5	5	4	3	1	2
tolerirati	G	15580	5	5	2	3	2	5	4	3	4	4	3	3	2	4	2	5	2	3	5	4	3	2	5	3	3	4	3	2	2	2	4	2	1	3	1	4	3	5	3	3	4	4	2	3	1	4	1	5	3	4	3	3	4	5	5	4	3	4	2	5
saslušati	G	9275	5	5	1	3	3	5	3	4	5	5	4	4	3	5	5	5	2	3	5	1	5	4	5	3	2	5	3	3	2	4	5	2	1	3	3	4	3	5	3	4	5	5	3	3	3	3	1	5	3	4	5	5	3	2	5	5	4	5	3	5
odrednica	I	12133	3	3	1	1	3	5	2	1	3	0	5	1	1	3	4	2	1	2	3	3	3	3	4	3	2	4	2	2	3	1	4	2	1	1	3	2	1	2	2	1	4	2	3	2	2	2	1	2	3	3	3	3	3	3	4	3	2	2	4	5
strijela	I	5700	5	3	5	3	2	2	3	3	5	1	5	1	5	3	5	2	5	4	5	4	5	3	5	2	5	5	3	2	5	3	5	2	5	3	5	3	5	2	5	2	5	2	5	3	5	5	5	4	5	3	5	4	4	4	5	2	5	3	5	3
obrađivati	G	26866	3	3	4	3	2	5	4	3	5	1	3	1	2	4	2	4	3	3	5	5	5	2	4	3	4	4	2	2	3	2	4	2	4	3	1	4	3	3	3	3	5	4	3	2	3	3	4	4	3	3	5	5	4	5	5	4	4	4	4	4
otvoriti	G	223856	5	5	4	4	2	5	3	5	5	2	4	5	5	5	5	5	3	3	5	4	5	4	5	4	4	5	4	4	4	5	4	4	4	5	3	5	3	5	4	3	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5	5	4	4	3	1
umjetnik	I	92184	3	4	4	4	4	5	4	5	5	5	5	1	4	4	5	4	5	4	5	2	5	3	4	3	5	5	4	2	5	4	4	3	4	4	5	3	4	4	4	4	5	5	4	2	5	4	5	5	4	4	4	3	5	5	5	5	5	4	1	1
samoubojica	I	4016	5	2	5	3	5	4	4	4	5	4	5	1	3	3	5	4	4	3	5	3	5	2	5	3	5	5	4	2	5	3	5	2	4	2	5	3	5	3	4	2	5	2	5	3	5	3	1	3	4	3	5	2	3	5	5	3	5	3	2	2
glasački	P	8645	3	3	2	2	3	4	3	3	2	4	2	1	1	3	4	3	1	3	1	1	4	2	5	3	4	4	2	2	3	2	4	2	1	3	1	5	2	4	3	2	4	3	3	2	2	3	1	2	3	3	3	3	4	5	5	3	3	2	3	2
prestrašiti	G	3362	5	5	4	4	3	4	2	4	4	2	3	3	5	5	4	4	2	2	5	4	4	3	5	3	3	4	3	3	4	4	2	4	3	3	3	5	2	5	3	3	4	5	5	5	5	4	1	4	3	4	5	4	5	5	5	4	4	4	4	1
očitovati	G	33433	3	3	1	1	2	5	3	1	3	4	2	1	3	5	1	1	1	2	1	2	4	2	4	2	3	4	2	2	2	2	1	1	1	1	1	5	2	3	2	1	2	4	4	4	1	3	1	3	2	2	3	2	3	2	4	3	2	3	3	3
potresati	G	3635	3	3	2	3	2	3	2	2	4	1	1	1	1	3	2	3	3	3	1	1	3	2	5	2	2	3	2	2	2	2	1	2	1	1	4	3	3	5	3	0	3	3	3	3	3	3	1	1	3	3	5	3	3	3	3	2	3	3	5	3
plastičan	P	42785	5	5	4	4	2	4	4	3	5	2	5	2	5	4	5	4	4	3	5	5	5	3	5	3	5	5	3	3	4	4	4	4	5	4	5	4	4	5	5	3	5	4	4	3	5	3	5	4	4	4	5	4	4	5	5	5	5	4	2	3
arhitektura	I	39777	3	2	4	2	4	5	4	4	5	4	5	1	5	4	5	3	4	3	5	2	4	3	4	2	4	5	3	2	5	4	3	2	3	3	2	3	4	5	4	3	4	4	4	3	5	4	2	3	3	2	4	2	4	5	5	4	5	3	4	4
kolač	I	38296	3	5	5	4	5	4	3	5	5	3	5	4	5	5	5	4	5	3	5	3	5	4	5	4	5	5	4	3	5	5	4	4	5	4	5	4	5	5	5	4	5	4	5	5	5	4	5	5	5	4	5	5	5	5	5	5	5	4	3	1
naići	G	45630	3	5	2	3	4	5	2	4	5	5	3	3	2	4	4	3	1	2	1	1	4	3	4	3	3	5	2	3	2	2	3	3	1	2	2	2	1	5	3	3	5	5	3	4	4	4	2	4	3	3	4	4	3	1	4	3	2	4	4	4
rafiniran	P	3536	5	2	1	1	2	4	2	2	3	4	4	1	2	2	2	4	2	2	1	4	3	1	4	3	2	3	2	2	2	2	2	2	1	1	2	1	2	1	1	1	4	2	4	3	1	3	1	1	2	1	2	2	2	2	3	2	2	2	4	2
slikovit	P	7301	5	3	2	3	2	5	3	3	5	3	4	1	2	3	5	5	3	3	5	4	2	2	4	2	3	5	3	2	3	4	1	3	1	3	3	3	3	4	2	2	4	4	3	4	2	3	1	3	2	4	2	4	2	3	3	3	3	3	3	4
metalan	P	28415	5	4	5	3	4	3	4	4	5	4	5	3	5	5	5	4	4	3	5	4	5	3	5	2	5	5	4	3	5	2	5	3	4	3	5	3	4	4	5	2	5	4	3	3	5	4	5	3	5	4	4	3	2	4	5	4	4	3	3	3
dvojben	P	4470	3	3	1	2	1	4	2	2	3	1	1	1	3	4	2	4	2	3	3	2	2	1	4	2	2	4	2	2	2	4	1	2	1	1	1	2	3	4	2	1	3	2	2	4	1	2	1	1	2	3	3	2	3	2	2	1	2	2	0	3
nasljeđivanje	I	3109	3	3	1	1	2	4	3	3	4	2	1	1	4	3	4	3	1	3	1	3	4	2	5	2	3	4	3	2	2	1	2	2	1	2	1	2	3	3	3	3	4	3	4	4	2	3	2	2	2	2	3	2	4	4	3	2	2	2	4	2
nikotin	I	4024	5	5	5	4	4	4	2	4	5	3	5	5	5	3	5	5	3	3	5	3	5	4	5	2	5	5	2	1	3	3	4	1	5	3	2	2	3	3	4	3	5	5	5	4	5	3	1	2	4	3	4	2	3	2	3	2	4	3	3	3
istup	I	15735	3	3	2	2	1	3	1	3	3	2	2	1	2	3	2	1	1	2	3	4	3	3	4	2	3	4	2	1	4	5	3	2	3	1	3	1	1	3	2	1	5	4	4	2	5	1	1	1	4	2	4	3	2	1	2	2	4	2	3	0
osmijeh	I	31639	5	5	5	5	4	4	5	5	5	4	5	4	5	5	5	5	5	4	5	5	5	5	5	2	5	5	3	4	5	3	5	4	5	4	4	3	5	5	5	4	5	5	5	4	4	5	5	4	4	4	5	5	5	4	3	4	5	5	5	5
